# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084823_sorted.bam" "SRR13084834_sorted.bam" "SRR13084828_sorted.bam" "SRR13084824_sorted.bam" "SRR13084817_sorted.bam" "SRR13084830_sorted.bam" "SRR13084837_sorted.bam" "SRR13084827_sorted.bam" "SRR13084821_sorted.bam" "SRR13084833_sorted.bam" "SRR13084822_sorted.bam" "SRR13084820_sorted.bam" "SRR13084838_sorted.bam" "SRR13084835_sorted.bam" "SRR13084818_sorted.bam" "SRR13084825_sorted.bam" "SRR13084839_sorted.bam" "SRR13084831_sorted.bam" "SRR13084832_sorted.bam" "SRR13084819_sorted.bam" "SRR13084840_sorted.bam" "SRR13084836_sorted.bam" "SRR13084826_sorted.bam" "SRR13084829_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084823_sorted.bam	SRR13084834_sorted.bam	SRR13084828_sorted.bam	SRR13084824_sorted.bam	SRR13084817_sorted.bam	SRR13084830_sorted.bam	SRR13084837_sorted.bam	SRR13084827_sorted.bam	SRR13084821_sorted.bam	SRR13084833_sorted.bam	SRR13084822_sorted.bam	SRR13084820_sorted.bam	SRR13084838_sorted.bam	SRR13084835_sorted.bam	SRR13084818_sorted.bam	SRR13084825_sorted.bam	SRR13084839_sorted.bam	SRR13084831_sorted.bam	SRR13084832_sorted.bam	SRR13084819_sorted.bam	SRR13084840_sorted.bam	SRR13084836_sorted.bam	SRR13084826_sorted.bam	SRR13084829_sorted.bam
gene-b2324	U00096.3	2441764	2443770	+	2007	1718	378	327	1176	1611	886	916	355	573	444	302	479	752	1528	1315	764	484	704	690	554	511	928	1462	1446
gene-b2325	U00096.3	2443891	2444169	-	279	3019	619	486	2393	3066	2190	2470	707	1125	759	473	1034	1600	2616	2789	1776	853	1943	1566	1549	653	2487	1810	2705
gene-b2326	U00096.3	2444203	2444751	-	549	3105	650	555	2189	2964	1973	2157	600	974	706	439	1018	1643	2796	2680	1630	797	1735	1625	1203	714	2337	1647	2581
gene-b2327	U00096.3	2444751	2445560	-	810	2192	393	358	1846	1963	1357	1388	422	719	483	344	718	1150	1841	2158	1239	567	1232	1014	865	613	1566	1241	1789
gene-b2328	U00096.3	2445560	2446384	-	825	3446	709	596	2517	2930	1749	1805	718	1057	887	612	883	1307	2902	2873	1725	944	1603	1169	1129	981	1945	1485	2735
gene-b2329	U00096.3	2446388	2447473	-	1086	12271	2901	2270	7674	10620	5749	6551	2534	3999	3284	2226	2604	3956	11049	8846	5020	3751	5119	3344	3584	3369	5642	4699	10426
gene-b2330	U00096.3	2447508	2448440	-	933	7160	1923	1453	4451	6525	3768	4481	2249	3427	2697	1527	2334	3515	6868	5574	3582	3021	3643	3090	2542	2085	3957	3888	6450
gene-b2331	U00096.3	2448606	2449157	+	552	2108	599	429	1339	1878	1149	1647	516	778	596	421	826	1292	1908	1696	1094	647	1271	1183	926	569	1564	1370	1830
gene-b2332	U00096.3	2449228	2450049	-	822	781	207	177	515	654	488	544	168	282	199	145	246	553	629	634	388	253	446	515	339	244	680	458	623
gene-b2333	U00096.3	2450051	2450590	-	540	35	3	15	9	18	8	14	4	12	10	1	9	9	15	30	10	8	7	7	4	18	22	15	18
gene-b2334	U00096.3	2450587	2451075	-	489	32	6	16	17	28	19	24	2	12	11	6	10	12	12	32	10	11	8	14	5	18	18	12	17
gene-b2335	U00096.3	2451072	2451584	-	513	48	7	19	15	21	13	20	10	15	8	9	8	12	35	27	14	9	5	18	8	20	29	11	18
gene-b2336	U00096.3	2451584	2452336	-	753	44	9	23	24	20	19	24	12	21	12	9	7	10	39	39	17	9	12	16	10	40	18	18	22
gene-b2339	U00096.3	2455083	2455646	-	564	21	1	9	7	8	10	14	3	7	10	2	8	8	15	9	4	2	4	7	3	8	22	10	12
gene-b2340	U00096.3	2456327	2456812	-	486	3523	798	503	2870	3404	2312	3472	699	1148	888	454	1351	2133	2882	3297	2402	955	2638	1719	1986	792	2566	2674	2841
gene-b2341	U00096.3	2457015	2459159	-	2145	995	267	229	619	822	449	762	144	208	194	159	209	333	906	788	592	233	481	262	413	388	567	405	734
gene-b2342	U00096.3	2459159	2460469	-	1311	357	79	98	324	266	213	219	59	89	73	74	76	118	296	383	246	82	189	100	147	198	279	141	212
gene-b2343	U00096.3	2460650	2460934	-	285	1730	534	431	951	1489	1449	1364	457	792	606	440	596	1368	1667	1224	689	698	1067	1272	646	567	1779	1021	1608
gene-b2344	U00096.3	2461306	2462646	+	1341	3881	433	472	3421	3456	2637	2305	740	1022	706	450	1565	1856	2382	4100	3036	825	2704	1891	2109	880	2263	2929	2965
gene-b2345	U00096.3	2463012	2464070	+	1059	83	32	19	34	43	62	66	13	28	23	13	21	85	67	52	21	19	31	84	29	24	122	32	69
gene-b2346	U00096.3	2464252	2465007	-	756	8818	2252	1863	5935	7583	5476	6480	2285	3745	2620	1810	3050	4863	7649	7117	4824	2960	5260	4641	3658	2388	6036	5363	7731
gene-b2347	U00096.3	2465301	2466233	+	933	185	32	76	57	99	67	73	17	32	27	43	24	35	123	96	50	21	40	41	47	96	114	31	94
gene-b2348	U00096.3	2466309	2466383	+	75	51	44	20	35	25	59	34	13	25	13	15	30	64	33	47	19	27	37	50	24	37	66	27	32
gene-b2349	U00096.3	2466545	2467702	+	1158	486	147	140	221	383	281	280	123	232	171	105	172	272	429	404	248	186	242	274	200	187	332	252	433
gene-b2350	U00096.3	2467855	2468217	+	363	1979	355	316	1016	1584	1385	1504	362	521	372	267	793	1557	1676	1744	1046	413	1290	1643	950	384	1808	1212	1717
gene-b2351	U00096.3	2468214	2469134	+	921	6569	1443	1058	2338	4572	3903	4548	1299	1996	1418	947	2478	4835	6256	4837	2317	1548	3882	5198	2303	1336	4816	3533	6341
gene-b2352	U00096.3	2469131	2470462	+	1332	1980	497	454	539	1517	1704	1317	410	689	644	390	712	2634	2342	1373	450	582	943	2856	596	424	2749	825	2148
gene-b4780	U00096.3	2470497	2470643	-	147	999	405	306	655	1109	1014	744	241	365	298	233	436	1565	735	773	468	325	568	2253	494	429	2024	657	644
gene-b2354	U00096.3	2471077	2471517	-	441	125	41	35	70	78	55	91	23	27	30	36	38	90	95	106	50	35	53	73	49	64	100	64	99
gene-b2356	U00096.3	2472112	2472387	-	276	13	2	11	2	1	0	4	2	2	3	2	5	2	4	12	1	3	3	7	1	29	4	0	4
gene-b2357	U00096.3	2472387	2472881	-	495	19	3	16	3	2	0	0	2	5	2	2	8	6	4	13	3	4	1	7	1	35	3	1	6
gene-b2358	U00096.3	2472878	2473246	-	369	7	9	17	0	3	0	1	3	6	7	1	5	2	10	9	7	1	0	3	2	21	4	0	6
gene-b2359	U00096.3	2473604	2473966	+	363	40	8	9	7	14	10	9	3	8	10	1	9	13	12	14	10	5	3	15	9	20	15	9	9
gene-b2360	U00096.3	2474032	2474856	+	825	16	7	17	9	14	8	12	8	8	8	5	9	12	18	24	21	6	10	13	6	24	13	9	16
gene-b2361	U00096.3	2474984	2475520	+	537	15	1	14	1	11	1	8	0	8	11	4	4	12	14	14	9	3	4	6	3	13	9	6	12
gene-b2362	U00096.3	2475511	2475873	+	363	15	2	15	1	5	2	5	2	7	10	3	1	5	4	13	5	3	3	5	2	11	10	2	8
gene-b2363	U00096.3	2475873	2476178	+	306	27	3	8	5	13	9	11	1	5	12	7	3	18	14	20	6	1	3	13	5	8	15	4	14
gene-b4545	U00096.3	2476094	2476234	+	141	18	1	7	6	12	9	8	2	4	4	6	1	14	14	12	7	3	1	10	5	6	12	6	9
gene-b4501	U00096.3	2476310	2476510	+	201	145	29	38	66	85	72	47	26	34	23	16	37	104	80	69	54	28	32	111	38	51	134	59	60
gene-b2364	U00096.3	2476694	2477629	-	936	138	39	55	59	84	44	75	31	43	43	31	40	65	108	94	50	43	58	65	32	69	56	74	106
gene-b2365	U00096.3	2477847	2479184	+	1338	194	41	69	81	139	72	67	23	64	34	40	39	96	125	128	64	47	56	63	38	101	124	59	103
gene-b2366	U00096.3	2479202	2480530	+	1329	603	74	111	350	491	257	312	86	123	90	75	148	199	377	444	324	118	226	150	185	249	293	280	351
gene-b2367	U00096.3	2480638	2482176	-	1539	68	16	23	43	57	41	44	14	30	21	8	27	50	47	64	44	18	36	48	27	52	57	46	56
gene-b2368	U00096.3	2482176	2483339	-	1164	54	18	15	25	29	29	23	7	18	14	9	12	26	34	53	20	14	24	22	17	21	58	22	42
gene-b4781	U00096.3	2483729	2483758	+	30	865	220	219	287	557	509	327	120	159	92	170	141	461	712	371	190	154	282	402	173	192	674	241	567
gene-b2369	U00096.3	2483755	2484369	+	615	3314	691	812	1095	2290	1694	1328	459	696	460	637	535	1345	2643	1862	970	698	1136	1219	741	1003	2132	901	2439
gene-b2370	U00096.3	2484374	2487967	+	3594	3487	754	794	989	2266	1376	888	500	807	599	655	787	1666	2800	1619	545	760	753	1599	482	983	1752	1353	2484
gene-b2371	U00096.3	2488023	2489168	-	1146	114	20	41	33	52	40	40	20	30	23	20	28	41	74	82	32	25	31	53	16	76	77	37	75
gene-b2372	U00096.3	2489242	2490186	-	945	51	11	27	17	25	20	22	10	26	20	3	20	29	20	54	19	12	18	39	13	30	37	26	44
gene-b2373	U00096.3	2490256	2491950	-	1695	131	36	54	82	103	95	127	35	45	34	13	63	95	101	163	86	33	92	98	57	108	99	74	100
gene-b2374	U00096.3	2492004	2493254	-	1251	125	25	34	65	83	77	102	21	44	42	22	51	74	96	102	64	33	72	75	42	60	92	90	111
gene-b2375	U00096.3	2493767	2494402	-	636	63	24	34	35	45	53	52	25	33	33	16	34	48	66	95	45	24	41	58	26	37	62	35	75
gene-b2376	U00096.3	2494698	2494973	+	276	100	32	36	41	101	68	50	24	29	27	23	28	72	99	62	25	33	32	55	26	48	81	42	94
gene-b2377	U00096.3	2495050	2495292	-	243	588	160	172	295	630	259	189	89	172	102	134	148	291	379	314	175	134	168	313	157	235	379	207	371
gene-b2378	U00096.3	2495645	2496565	+	921	527	58	74	486	373	390	392	62	98	76	54	176	349	359	600	413	72	350	316	292	151	539	323	299
gene-b4680	U00096.3	2496921	2496992	+	72	425	77	79	502	539	847	555	87	200	133	79	271	1112	370	635	360	109	485	1383	479	84	1698	478	432
gene-b2379	U00096.3	2497057	2498295	-	1239	3559	664	687	1925	3298	1160	1047	509	734	544	628	459	635	2530	2103	986	746	879	621	655	1281	1188	902	2207
gene-b2380	U00096.3	2498671	2500368	+	1698	687	160	154	336	536	271	262	89	155	108	129	150	229	511	488	257	126	271	234	192	217	351	249	466
gene-b2381	U00096.3	2500383	2501117	+	735	951	224	184	402	701	319	352	125	158	174	178	149	274	662	518	297	181	301	249	220	235	410	286	657
gene-b2382	U00096.3	2501130	2501987	+	858	530	129	139	291	433	196	184	98	118	85	100	107	175	360	334	175	114	175	149	129	143	226	174	346
gene-b2383	U00096.3	2501990	2504485	-	2496	299	63	104	184	200	124	180	66	91	79	42	84	124	219	274	131	82	110	135	80	136	171	123	210
gene-b2384	U00096.3	2504510	2505547	-	1038	89	13	19	42	40	35	41	21	27	21	13	23	31	66	63	29	23	25	33	14	35	37	35	37
gene-b2385	U00096.3	2505547	2506632	-	1086	65	23	37	40	52	30	37	20	44	24	16	18	25	65	75	27	17	39	30	20	47	30	28	47
gene-b2386	U00096.3	2506647	2507894	-	1248	46	13	24	12	14	12	15	17	33	17	9	19	25	28	48	17	12	18	20	14	58	25	20	38
gene-b2387	U00096.3	2507916	2508242	-	327	12	0	3	7	8	5	9	6	10	5	1	8	8	11	10	2	6	5	3	2	12	4	7	1
gene-b2388	U00096.3	2508461	2509426	-	966	1962	353	425	1154	1753	794	956	410	565	437	327	455	716	1509	1322	815	472	738	649	602	691	917	1025	1353
gene-b2389	U00096.3	2509630	2510886	+	1257	555	168	161	466	496	304	326	185	218	172	137	210	375	414	503	293	211	290	370	199	302	381	399	371
gene-b2390	U00096.3	2511001	2511327	+	327	958	214	167	600	735	484	365	120	240	177	143	165	471	623	620	236	251	252	445	175	229	664	251	569
gene-b2392	U00096.3	2511468	2512706	-	1239	4453	558	495	2296	3418	1323	844	290	390	304	408	313	681	1593	2370	598	352	822	675	493	707	1499	564	1893
gene-b4819	U00096.3	2512687	2512776	-	90	466	81	70	166	332	221	117	22	42	45	63	27	130	239	193	70	45	92	134	55	92	253	70	248
gene-b2393	U00096.3	2513042	2514244	+	1203	1153	163	158	881	903	503	503	227	294	189	136	324	550	664	949	716	218	488	387	401	327	694	790	642
gene-b2394	U00096.3	2514331	2515443	+	1113	951	215	184	904	791	644	756	185	247	196	179	306	536	687	1027	766	191	629	482	574	376	732	624	652
gene-b2395	U00096.3	2515643	2517832	-	2190	1094	149	173	1406	994	1245	1530	176	307	199	142	398	644	782	1868	1487	203	1244	606	1107	277	1522	751	786
gene-b2396	U00096.3	2518041	2518116	-	76	16158	5720	3071	12749	13508	12874	13046	4322	6834	3679	4174	19161	12183	9636	15605	10428	4942	15564	12136	10241	5975	14890	12218	11495
gene-b2397	U00096.3	2518156	2518231	-	76	23204	7466	5152	18837	19246	19499	17837	6258	9027	4918	5919	23149	20225	14398	20940	15131	6806	20031	21291	13910	7498	26160	17068	15337
gene-b2398	U00096.3	2518467	2518811	+	345	746	209	168	226	455	322	420	152	228	208	132	195	436	738	372	243	239	338	417	212	219	452	371	646
gene-b2399	U00096.3	2518813	2519205	+	393	689	172	145	334	529	443	553	135	216	162	146	187	438	696	506	333	175	398	452	289	210	522	394	609
gene-b2400	U00096.3	2519257	2520672	-	1416	8527	1462	1305	6412	9028	5777	6566	1799	2614	1883	1297	2666	4297	6886	7624	5359	2090	5386	4048	4141	2288	5953	5636	7353
gene-b2401	U00096.3	2520931	2521006	+	76	67111	12191	9848	81744	68270	104707	96027	12304	17123	11088	9033	41005	87551	59152	95016	73145	14142	84462	87684	61049	11889	150511	68390	60561
gene-b2402	U00096.3	2521051	2521126	+	76	77887	14210	10223	97629	82119	118112	121434	14264	20004	14009	10223	46341	100734	73730	115480	87324	16543	100221	94820	73212	13428	172307	81998	76363
gene-b2403	U00096.3	2521173	2521248	+	76	45671	7595	5125	58032	50112	57327	66447	8514	12078	7469	6002	29306	38137	34954	73737	53975	8901	61455	35037	45802	7312	58782	48863	42873
gene-b2404	U00096.3	2521253	2521328	+	76	16839	3134	2336	23873	19005	24442	25814	3344	4759	3439	2457	11172	17766	14322	31586	23403	4076	25760	12858	18802	3444	26066	19880	18312
gene-b2405	U00096.3	2521593	2522477	-	885	536	157	134	307	453	285	308	106	181	131	122	145	299	437	415	245	140	238	329	182	195	403	239	383
gene-b2406	U00096.3	2522729	2523985	-	1257	223	49	61	115	207	98	128	51	78	61	37	68	137	155	172	76	54	86	132	75	92	128	131	151
gene-b2407	U00096.3	2524045	2524878	-	834	40	16	19	8	9	10	15	9	16	23	5	9	8	18	23	12	10	4	21	14	27	17	16	21
gene-b2408	U00096.3	2525127	2525891	+	765	83	28	35	44	70	43	47	14	25	33	19	17	60	85	62	37	28	30	43	27	30	67	35	50
gene-b2409	U00096.3	2525930	2526856	-	927	343	97	90	205	304	171	226	94	144	95	79	115	170	287	247	155	111	182	167	148	132	198	197	289
gene-b2410	U00096.3	2526946	2527944	+	999	467	107	121	487	478	388	457	99	157	121	66	196	346	333	628	496	102	425	330	320	166	548	357	345
gene-b4546	U00096.3	2527941	2528159	-	219	867	168	128	712	841	676	1087	145	234	172	135	402	675	757	923	834	197	783	591	583	191	887	701	735
gene-b2411	U00096.3	2528161	2530176	-	2016	7558	1367	995	7463	7516	5825	9759	1248	1916	1428	979	3090	3816	7066	9645	7691	1689	7098	3307	5509	1536	5773	5536	7048
gene-b2412	U00096.3	2530247	2531233	-	987	13008	2984	2154	8896	10635	6666	8042	2099	3161	2459	2069	2969	4366	11554	10062	6396	3018	6857	4097	4762	3187	7592	5289	10365
gene-b2413	U00096.3	2531463	2532224	+	762	1184	226	252	853	1052	641	857	293	507	293	211	425	629	980	1117	813	356	752	528	604	362	963	753	880
gene-b2414	U00096.3	2532409	2533380	+	972	58372	20895	15108	22792	49310	24202	11504	25387	40763	31489	14434	7121	12544	55066	30218	9414	36242	11255	8834	6958	23057	19867	13377	74335
gene-b2415	U00096.3	2533764	2534021	+	258	5717	955	1046	3283	3910	3119	3739	1333	1686	1247	945	1645	2905	4048	4438	3337	1417	2735	2243	2150	1937	3358	3904	3931
gene-b2416	U00096.3	2534066	2535793	+	1728	29316	6032	4850	15344	19388	18459	20726	4741	6846	5185	4634	7753	14854	24340	21804	15421	6406	14499	12122	11187	7572	20400	17463	22361
gene-b2417	U00096.3	2535834	2536343	+	510	31782	6800	5278	15428	21609	18732	19769	4940	7777	5884	5015	7961	13197	24747	22690	14665	6942	14600	11134	10949	7227	19516	15251	24527
gene-b2418	U00096.3	2536386	2537237	-	852	3544	724	579	2253	3147	1652	2269	584	900	688	584	984	1467	3166	2632	1764	857	1772	1317	1236	736	1871	1792	2958
gene-b2419	U00096.3	2537342	2537716	+	375	204	40	29	87	133	75	92	14	39	33	20	42	86	103	131	73	35	66	74	72	55	92	102	98
gene-b2420	U00096.3	2537749	2538483	+	735	740	268	195	558	663	654	306	206	406	327	220	137	267	629	814	294	377	299	245	198	295	750	245	772
gene-b2421	U00096.3	2538672	2539583	-	912	7395	3575	2275	8192	10163	9610	6463	3822	6034	4537	2395	989	1364	8139	11536	4651	5146	6212	1443	4010	3539	7087	1819	13013
gene-b2422	U00096.3	2539717	2540814	-	1098	5165	2388	1742	6291	7669	6309	644	4068	6444	4783	1718	416	781	5168	8506	568	5627	634	490	418	3014	4939	761	9366
gene-b2423	U00096.3	2540804	2541679	-	876	3750	1415	1051	2789	5446	2867	329	2746	4326	3373	963	510	1114	3718	3266	198	3911	311	677	165	1744	2533	924	6418
gene-b2424	U00096.3	2541679	2542512	-	834	3003	915	714	809	4125	753	187	2099	3351	2501	652	483	968	2489	847	70	2822	160	610	53	1247	651	931	4279
gene-b2425	U00096.3	2542512	2543528	-	1017	2655	933	701	401	3056	469	246	1695	2578	2164	614	451	890	2645	437	81	2733	174	622	51	1140	445	975	4089
gene-b2426	U00096.3	2543832	2544623	-	792	795	193	207	454	705	283	384	191	248	233	156	174	348	528	512	322	248	271	303	235	360	416	416	468
gene-b2427	U00096.3	2544752	2545609	-	858	372	115	119	145	209	100	111	76	137	84	106	44	103	309	186	84	134	72	69	53	156	148	94	215
gene-b2428	U00096.3	2545773	2546669	+	897	410	88	90	261	312	131	217	84	114	73	65	81	133	313	259	182	117	132	100	89	132	184	157	258
gene-b2429	U00096.3	2546673	2548097	+	1425	352	59	83	215	239	114	139	89	100	82	69	100	124	221	246	182	85	107	103	78	168	142	125	228
gene-b2430	U00096.3	2548102	2549406	+	1305	371	55	84	286	261	176	188	65	82	88	51	69	139	293	307	183	76	142	128	101	145	236	151	240
gene-b2431	U00096.3	2549646	2550545	-	900	3802	671	534	3229	3688	2330	2886	623	944	754	541	1104	1461	2959	3852	2485	801	2344	1389	1784	889	2282	2022	3190
gene-b2432	U00096.3	2550641	2551216	-	576	2886	507	357	2039	2280	1422	1489	318	548	482	327	642	1036	1901	2307	1469	554	1139	932	1040	581	1431	1205	1903
gene-b2433	U00096.3	2551277	2551726	-	450	1073	215	236	845	1054	689	683	204	284	216	192	274	446	778	1112	615	220	548	529	496	325	717	534	774
gene-b2434	U00096.3	2551713	2552138	-	426	1622	381	334	1135	1496	912	977	311	416	336	304	453	691	1344	1340	879	361	884	765	661	449	1030	854	1228
gene-b2435	U00096.3	2552352	2553221	+	870	1912	351	327	1161	1487	1065	1106	360	509	402	283	535	843	1576	1642	993	446	1075	935	710	441	1335	870	1499
gene-b2436	U00096.3	2553225	2554124	+	900	1483	275	245	1041	1329	721	850	254	441	327	214	397	558	1273	1283	826	356	760	618	585	391	896	641	1144
gene-b2437	U00096.3	2554130	2555182	-	1053	405	55	61	222	357	128	180	65	138	80	58	84	145	311	310	139	81	153	153	105	117	203	129	314
gene-b2438	U00096.3	2555228	2555728	-	501	181	32	43	111	155	79	79	25	45	35	22	50	52	122	143	74	45	77	56	56	56	86	80	134
gene-b2439	U00096.3	2555741	2556400	-	660	234	45	49	142	238	113	95	30	65	54	37	55	75	163	176	116	73	109	79	67	81	100	88	165
gene-b2440	U00096.3	2556410	2557297	-	888	294	43	69	198	230	117	101	48	78	79	41	72	91	219	219	140	59	102	109	82	109	154	105	211
gene-b2441	U00096.3	2557318	2558679	-	1362	1984	390	435	1193	1793	882	850	485	637	498	326	550	942	1415	1293	850	614	849	1018	634	745	1022	985	1288
gene-b2442	U00096.3	2558858	2560066	+	1209	1458	206	249	839	1113	797	638	216	324	225	190	302	636	1141	961	546	294	476	595	402	326	1060	576	1058
gene-b2443	U00096.3	2560257	2560898	+	642	233	72	55	111	150	165	205	57	67	65	47	58	191	220	193	103	59	126	133	98	77	312	111	205
gene-b2444	U00096.3	2561368	2561613	+	246	43	15	12	19	38	21	29	9	17	13	3	8	29	33	42	18	10	23	25	12	23	35	22	29
gene-b2445	U00096.3	2561625	2561993	+	369	58	22	14	23	42	51	32	13	20	21	13	18	40	37	46	31	13	24	34	22	20	38	25	42
gene-b2446	U00096.3	2562111	2562527	+	417	82	26	27	36	50	38	56	11	27	21	15	17	26	61	61	28	26	30	30	23	35	49	30	54
gene-b2447	U00096.3	2562524	2563117	+	594	85	14	26	37	34	25	35	16	34	15	14	17	34	58	63	30	15	29	33	16	40	31	36	55
gene-b2448	U00096.3	2563592	2563969	+	378	67	22	33	21	44	28	29	8	19	18	12	3	29	62	42	12	14	15	35	14	26	35	22	60
gene-b2449	U00096.3	2563980	2564372	+	393	394	144	112	163	309	235	185	79	94	92	71	76	236	365	216	134	125	159	294	90	110	434	133	321
gene-b2450	U00096.3	2564523	2565332	+	810	1017	422	329	559	710	555	866	333	403	340	259	346	628	1001	876	577	433	538	498	431	463	824	689	863
gene-b2451	U00096.3	2565481	2566884	-	1404	114	24	43	64	78	26	49	17	48	25	14	27	31	60	109	33	22	42	36	22	78	57	40	78
gene-b2452	U00096.3	2566881	2568107	-	1227	74	11	34	42	56	14	28	16	33	20	10	12	29	56	67	33	8	21	31	17	54	43	20	42
gene-b2453	U00096.3	2568324	2569511	-	1188	86	21	22	41	59	28	34	19	28	33	18	21	30	63	81	28	25	21	26	28	66	34	40	45
gene-b2454	U00096.3	2569501	2570337	-	837	45	18	23	24	38	16	27	8	17	14	11	22	20	42	54	23	12	18	31	28	36	22	22	39
gene-b2455	U00096.3	2570348	2571751	-	1404	67	15	33	39	62	28	50	20	33	23	13	30	31	60	73	42	11	30	40	31	52	30	36	56
gene-b2456	U00096.3	2571763	2572050	-	288	11	0	6	5	9	6	9	3	6	8	1	5	10	18	8	7	3	7	7	9	7	7	6	12
gene-b2457	U00096.3	2572157	2572450	-	294	43	9	16	28	36	14	25	12	15	8	10	15	28	27	43	18	9	19	36	27	22	25	27	21
gene-b2458	U00096.3	2572489	2573505	-	1017	94	15	35	46	48	23	48	17	33	25	17	15	40	53	68	48	14	36	36	41	41	36	33	46
gene-b2459	U00096.3	2573502	2574305	-	804	82	17	15	34	45	21	45	14	17	20	8	15	18	39	57	43	11	36	21	28	47	31	19	56
gene-b2460	U00096.3	2574302	2575003	-	702	55	10	17	32	37	18	48	17	15	25	12	11	17	31	68	42	12	32	13	22	43	31	26	32
gene-b2461	U00096.3	2574978	2575457	-	480	33	11	14	14	12	14	32	4	10	10	6	9	22	27	29	19	9	9	15	21	21	31	6	24
gene-b2462	U00096.3	2575470	2575805	-	336	30	6	7	23	17	12	19	5	4	8	2	10	10	12	27	12	5	11	11	13	14	23	8	15
gene-b2463	U00096.3	2576098	2578377	-	2280	13614	3275	2557	9555	11762	5896	7644	2494	3673	2782	2513	3234	4482	11176	9931	6736	3681	5803	3795	4568	4316	6278	6282	10094
gene-b2464	U00096.3	2578666	2579616	+	951	4604	873	756	2942	3588	1496	1390	230	370	325	652	397	622	3387	3237	1848	375	1211	629	962	1431	1961	801	3065
gene-b2465	U00096.3	2579636	2581639	+	2004	12864	2127	1623	9164	10954	4498	5443	554	989	831	1427	1369	1842	10369	9513	6068	970	4235	1633	3406	3386	5583	2663	9074
gene-b2466	U00096.3	2581734	2582777	-	1044	1014	223	177	765	790	611	623	116	193	158	143	212	485	868	862	516	186	429	416	361	314	990	337	801
gene-b2467	U00096.3	2582903	2583478	-	576	688	173	187	428	516	290	259	192	207	183	171	114	203	420	506	263	190	248	230	242	269	342	285	396
gene-b2468	U00096.3	2583546	2585525	-	1980	345	95	106	197	301	181	193	85	148	99	72	100	155	322	281	171	108	160	153	114	134	230	177	263
gene-b2469	U00096.3	2585731	2587431	+	1701	527	119	116	302	473	381	401	112	173	152	111	160	352	578	412	254	139	361	296	182	179	462	280	507
gene-b2470	U00096.3	2587595	2590708	+	3114	631	121	143	405	471	327	367	92	173	109	97	187	253	469	540	310	117	345	242	176	219	411	292	439
gene-b4606	U00096.3	2590807	2590866	-	60	789	240	258	473	803	725	547	187	264	149	234	285	1128	656	585	337	183	497	1351	387	202	1357	593	539
gene-b2471	U00096.3	2591247	2591603	+	357	1428	428	272	850	1160	884	879	224	327	322	236	355	765	1391	1045	645	355	615	669	389	393	1040	635	1237
gene-b2472	U00096.3	2591607	2592734	+	1128	5088	1064	804	3536	4610	2685	3158	809	1290	955	709	1382	2016	4451	4295	2659	1160	2687	1937	1717	1264	2885	2300	4534
gene-b4547	U00096.3	2592762	2592962	+	201	1022	253	193	767	990	676	683	160	255	182	191	266	502	908	936	580	225	581	512	363	297	777	492	931
gene-b2473	U00096.3	2593072	2593770	-	699	1750	512	409	1127	1549	766	753	397	605	437	369	403	636	1490	1279	593	516	613	587	484	528	924	642	1477
gene-b2474	U00096.3	2593844	2595859	-	2016	3686	737	643	2585	3460	1881	1462	747	1214	867	602	1255	1642	3182	2855	1288	914	1269	1616	861	1007	1941	1907	3130
gene-b2475	U00096.3	2595874	2596737	-	864	3636	806	653	2086	3271	1678	1459	606	1004	723	596	1005	1559	3258	2390	1126	816	1202	1448	790	1020	1916	1832	3286
gene-b2476	U00096.3	2596905	2597618	-	714	15469	3272	2434	6221	12951	5295	2574	3802	5808	4233	2429	3539	4637	12665	7937	2596	4503	2790	5070	1705	4235	5218	5826	14421
gene-b2477	U00096.3	2597831	2598865	-	1035	28273	7148	4981	19879	23750	15910	17037	5781	9089	7136	4829	6867	8921	24146	23104	14391	8416	14493	8276	10344	8011	14755	12067	24225
gene-b2478	U00096.3	2598882	2599760	-	879	21949	5829	4330	14633	18956	11193	11208	4732	7719	5726	4171	5157	7386	19670	16649	9921	6819	10173	7168	6760	6571	11638	8868	18996
gene-b2479	U00096.3	2599906	2600478	+	573	2030	409	443	1072	1622	866	505	263	473	399	372	243	656	1473	1069	540	443	570	711	352	760	1233	466	1331
gene-b2480	U00096.3	2600478	2600948	+	471	4283	648	775	2766	3482	1854	1331	706	1134	802	575	833	1290	3274	2756	1619	962	1526	1279	961	1173	2322	1303	2771
gene-b2481	U00096.3	2601201	2601818	+	618	22	6	10	3	8	11	7	5	13	11	2	8	5	11	18	7	2	6	7	2	25	6	11	11
gene-b2482	U00096.3	2601818	2603836	+	2019	154	34	53	81	74	50	58	27	74	48	27	41	63	95	134	64	38	62	73	49	92	74	75	113
gene-b2483	U00096.3	2603847	2604794	+	948	47	8	18	14	20	13	13	12	24	17	8	16	19	25	34	19	12	15	24	13	40	15	15	19
gene-b2484	U00096.3	2604811	2606250	+	1440	92	11	36	22	36	22	24	23	38	22	13	14	34	38	73	32	16	22	24	21	59	24	28	29
gene-b2485	U00096.3	2606262	2606912	+	651	41	8	12	15	19	17	12	9	26	20	5	11	18	25	25	11	9	9	24	8	37	13	11	31
