Geneid	0_R1	0_R2	5_R1	5_R2	15_R1	15_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-MSMEI_RS12505	118	160	8	72	11	38	5	9	2	4	3	5	host	frr
gene-MSMEI_RS27475	7	10	3	3	0	0	0	0	0	1	0	0	host	gene-MSMEI_RS27475
gene-MSMEI_RS15285	128	184	125	370	65	111	8	31	2	14	9	14	host	gene-MSMEI_RS15285
gene-MSMEI_RS24555	1	2	0	1	3	0	0	0	0	0	0	0	host	gene-MSMEI_RS24555
gene-MSMEI_RS13460	27	44	10	26	2	10	2	11	2	5	0	1	host	gene-MSMEI_RS13460
gene-MSMEI_RS24675	16	31	10	21	4	4	4	11	1	6	7	4	host	gene-MSMEI_RS24675
gene-MSMEI_RS26815	35	119	23	33	12	6	2	12	2	5	4	1	host	gene-MSMEI_RS26815
gene-MSMEI_RS05545	0	6	0	2	0	0	0	0	0	1	0	0	host	gene-MSMEI_RS05545
gene-MSMEI_RS29770	153	313	25	77	5	20	7	17	5	13	3	5	host	gene-MSMEI_RS29770
gene-MSMEI_RS08290	12	17	21	35	0	5	2	4	1	2	5	1	host	gene-MSMEI_RS08290
gene-MSMEI_RS30290	15	29	7	38	15	19	0	6	0	2	3	3	host	nth
gene-MSMEI_RS29345	0	2	2	2	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS29345
gene-MSMEI_RS06330	19	36	16	37	19	10	1	15	0	3	10	6	host	gene-MSMEI_RS06330
gene-MSMEI_RS17690	7	26	4	6	4	2	0	0	0	0	0	0	host	gene-MSMEI_RS17690
gene-MSMEI_RS28060	204	186	10	14	0	0	2	6	1	0	1	1	host	gene-MSMEI_RS28060
gene-MSMEI_RS30305	92	68	45	123	10	31	5	14	3	5	2	2	host	gene-MSMEI_RS30305
gene-MSMEI_RS28705	4	9	1	3	0	1	2	2	0	0	0	0	host	gene-MSMEI_RS28705
gene-MSMEI_RS09865	31	37	13	44	10	17	0	3	1	1	1	0	host	gene-MSMEI_RS09865
gene-MSMEI_RS30805	7	4	1	8	1	6	0	1	0	0	0	0	host	gene-MSMEI_RS30805
gene-MSMEI_RS02385	2	5	2	11	1	10	1	0	0	0	0	3	host	gene-MSMEI_RS02385
gene-MSMEI_RS27630	3	9	2	4	0	3	1	1	1	0	0	0	host	gene-MSMEI_RS27630
gene-MSMEI_RS08230	16	39	16	23	2	14	1	5	3	2	0	1	host	gene-MSMEI_RS08230
gene-MSMEI_RS25605	1	3	3	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS25605
gene-MSMEI_RS27800	31	28	38	106	22	52	13	47	5	13	25	22	host	gene-MSMEI_RS27800
gene-MSMEI_RS14870	10	14	7	9	0	0	0	2	2	0	0	4	host	gene-MSMEI_RS14870
gene-MSMEI_RS04735	13	16	4	12	0	3	0	2	0	0	0	0	host	gene-MSMEI_RS04735
gene-MSMEI_RS04025	0	2	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS04025
gene-MSMEI_RS04470	9	10	7	11	4	6	0	1	0	1	0	0	host	gene-MSMEI_RS04470
gene-MSMEI_RS02280	0	1	0	1	0	0	0	0	0	0	0	1	host	gene-MSMEI_RS02280
gene-MSMEI_RS24930	11	17	34	58	32	19	1	6	3	1	2	2	host	gene-MSMEI_RS24930
gene-MSMEI_RS25910	8	7	1	371	6	2	0	0	1	0	1	0	host	gene-MSMEI_RS25910_gene_oxc
gene-MSMEI_RS08195	12	8	4	4	0	1	0	1	1	0	0	1	host	gene-MSMEI_RS08195
gene-MSMEI_RS36230	26	42	1	6	1	2	3	3	0	1	0	3	host	gene-MSMEI_RS36230
gene-MSMEI_RS30115	4	3	0	8	2	1	0	1	0	0	1	0	host	gene-MSMEI_RS30115
gene-MSMEI_RS15640	455	498	68	239	45	71	8	37	14	20	28	16	host	dnaE
gene-MSMEI_RS08380	2	1	1	7	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS08380
gene-MSMEI_RS24880	16	34	6	13	2	5	0	1	2	0	2	2	host	folP
gene-MSMEI_RS33610	6	10	0	4	1	0	1	4	0	0	0	0	host	gene-MSMEI_RS33610
gene-MSMEI_RS29630	18	40	1	7	2	3	0	2	0	2	0	0	host	gene-MSMEI_RS29630
gene-MSMEI_RS32595	14	34	5	7	3	3	0	0	1	1	0	0	host	gene-MSMEI_RS32595
gene-MSMEI_RS16510	2	2	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS16510
gene-MSMEI_RS33855	19	20	0	13	0	1	0	3	0	0	0	0	host	ggh
gene-PBI_KAMPY_82	0	0	24	270	1567	3748	156	223	40	65	199	301	phage	82
gene-MSMEI_RS22950	32	30	4	9	0	2	0	3	2	1	0	1	host	gene-MSMEI_RS22950
gene-MSMEI_RS32115	21	28	7	8	2	0	2	1	0	3	1	1	host	gene-MSMEI_RS32115
gene-MSMEI_RS10930	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS10930
gene-MSMEI_RS20080	1	10	2	7	5	7	0	2	1	0	2	0	host	gene-MSMEI_RS20080
gene-MSMEI_RS11030	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS11030
gene-MSMEI_RS25720	24	35	5	27	1	6	2	5	1	0	0	8	host	gene-MSMEI_RS25720
gene-MSMEI_RS26500	5	48	21	59	5	9	1	3	2	3	0	1	host	efeB
gene-MSMEI_RS14060	0	0	1	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14060
gene-MSMEI_RS22310	44	99	7	24	2	4	0	17	2	7	8	2	host	gene-MSMEI_RS22310
gene-MSMEI_RS03865	15	9	8	41	2	6	3	2	1	4	0	2	host	gene-MSMEI_RS03865
gene-MSMEI_RS12290	4	7	1	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS12290
gene-MSMEI_RS06515	46	43	10	29	3	19	1	3	0	3	9	2	host	gene-MSMEI_RS06515
gene-MSMEI_RS16210	1	0	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS16210
gene-MSMEI_RS08285	0	4	0	4	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS08285
gene-MSMEI_RS00405	8	27	4	12	7	10	2	3	0	2	0	0	host	gene-MSMEI_RS00405
gene-MSMEI_RS32385	8	5	1	6	1	2	0	1	0	0	0	0	host	gene-MSMEI_RS32385
gene-MSMEI_RS25545	17	54	3	18	4	3	1	4	1	4	0	1	host	gene-MSMEI_RS25545
gene-MSMEI_RS25970	1	6	4	2	0	1	0	1	0	0	0	1	host	gene-MSMEI_RS25970
gene-MSMEI_RS03310	207	152	12	34	3	4	0	1	1	0	2	2	host	gene-MSMEI_RS03310
gene-MSMEI_RS25460	2	6	1	1	0	0	1	0	0	0	0	0	host	gene-MSMEI_RS25460
gene-MSMEI_RS07025	5	4	1	4	1	1	2	1	0	3	6	6	host	gene-MSMEI_RS07025
gene-MSMEI_RS20805	38	53	38	55	7	3	1	11	1	3	1	5	host	gene-MSMEI_RS20805
gene-MSMEI_RS00280	2	7	2	6	0	1	0	0	0	1	0	0	host	gene-MSMEI_RS00280
gene-MSMEI_RS10160	0	4	1	2	0	2	0	1	0	0	1	0	host	nuoF
gene-MSMEI_RS14885	10	10	3	4	1	2	0	0	0	0	0	0	host	gene-MSMEI_RS14885
gene-MSMEI_RS34865	3	1	2	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS34865
gene-MSMEI_RS07815	6	21	0	6	3	1	0	1	1	0	2	0	host	rimI
gene-MSMEI_RS25035	25	32	25	42	6	4	4	6	3	7	3	3	host	pruA
gene-MSMEI_RS00475	16	26	74	115	21	47	0	3	0	1	0	2	host	gene-MSMEI_RS00475
gene-MSMEI_RS25870	3	6	0	2	0	0	1	3	0	0	0	0	host	gene-MSMEI_RS25870
gene-MSMEI_RS32680	1	2	2	3	0	0	0	0	0	0	2	0	host	gene-MSMEI_RS32680
gene-MSMEI_RS31555	2	2	0	3	1	0	1	0	0	0	0	0	host	gene-MSMEI_RS31555
gene-MSMEI_RS02685	4	9	2	3	1	0	0	1	0	1	1	0	host	gene-MSMEI_RS02685
gene-MSMEI_RS01525	4	9	5	11	3	6	0	1	0	1	0	3	host	gene-MSMEI_RS01525
gene-MSMEI_RS29580	9	9	0	3	0	2	0	0	0	1	0	0	host	gene-MSMEI_RS29580
gene-MSMEI_RS03745	17	16	12	158	43	102	0	1	1	2	1	3	host	gene-MSMEI_RS03745
gene-MSMEI_RS08725	1	3	20	32	4	3	5	8	0	2	0	1	host	gene-MSMEI_RS08725
gene-MSMEI_RS25360	12	15	4	12	0	11	0	5	0	0	0	1	host	gene-MSMEI_RS25360
gene-MSMEI_RS10135	0	1	0	1	0	0	0	0	0	0	0	0	host	nuoK
gene-MSMEI_RS08485	0	0	1	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS08485
gene-MSMEI_RS01850	156	120	14	27	3	5	0	3	1	4	0	0	host	gene-MSMEI_RS01850
gene-MSMEI_RS21230	1	1	1	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS21230
gene-MSMEI_RS22160	96	143	9	39	5	10	3	2	1	1	0	1	host	gene-MSMEI_RS22160
gene-MSMEI_RS07820	17	17	3	4	0	0	0	0	0	0	2	0	host	tsaD
gene-PBI_KAMPY_28	0	0	3	1	2	8	75	3963	3256	4942	11473	9023	phage	28
gene-MSMEI_RS25935	55	251	7	25	3	12	10	157	3	6	6	9	host	gene-MSMEI_RS25935
gene-MSMEI_RS11875	20	44	4	42	1	17	0	3	0	2	0	2	host	coaD
gene-MSMEI_RS35500	35	60	6	60	14	15	0	1	0	3	0	2	host	gene-MSMEI_RS35500
gene-MSMEI_RS21495	3	5	2	0	1	0	0	0	0	0	0	2	host	gene-MSMEI_RS21495
gene-MSMEI_RS13450	58	76	15	48	8	24	3	9	2	5	7	2	host	hflX
gene-MSMEI_RS19525	6	7	1	5	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS19525
gene-MSMEI_RS16255	7	9	0	1	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS16255
gene-MSMEI_RS07275	287	340	29	115	14	15	8	27	22	24	15	10	host	rplF
gene-MSMEI_RS13255	103	73	11	13	0	1	1	4	0	2	2	1	host	pspM
gene-MSMEI_RS16395	32	17	6	10	1	5	1	2	1	0	0	1	host	gene-MSMEI_RS16395
gene-MSMEI_RS04020	0	2	0	1	0	0	0	1	0	0	0	1	host	gene-MSMEI_RS04020
gene-MSMEI_RS08585	19	26	4	7	4	3	0	2	2	1	0	1	host	gene-MSMEI_RS08585
gene-MSMEI_RS12715	63	69	10	14	0	2	0	4	1	1	0	1	host	gene-MSMEI_RS12715
gene-MSMEI_RS29975	2	1	0	0	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS29975
gene-MSMEI_RS31665	483	733	67	209	29	75	4	9	8	2	9	7	host	gene-MSMEI_RS31665
gene-MSMEI_RS24195	24	29	2	19	1	7	0	3	1	2	0	1	host	prmC
gene-MSMEI_RS12495	0	4	2	4	4	2	0	1	0	0	1	0	host	gene-MSMEI_RS12495
gene-MSMEI_RS29200	23	28	3	11	2	1	0	1	0	0	0	3	host	gene-MSMEI_RS29200
gene-MSMEI_RS01110	13	21	5	37	4	9	0	6	0	3	4	4	host	gene-MSMEI_RS01110
gene-MSMEI_RS22980	5	2	8	23	6	13	0	2	0	1	0	2	host	gene-MSMEI_RS22980
gene-MSMEI_RS35440	0	0	0	0	0	4	0	0	0	0	0	0	host	gene-MSMEI_RS35440
gene-MSMEI_RS21130	36	33	2	6	2	2	0	2	0	0	0	1	host	gene-MSMEI_RS21130
gene-MSMEI_RS10700	0	2	0	0	0	0	0	0	0	1	4	0	host	gene-MSMEI_RS10700
gene-MSMEI_RS05290	1	0	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS05290
gene-MSMEI_RS05375	2	0	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS05375
gene-MSMEI_RS22900	6	17	3	4	3	3	0	7	0	2	2	1	host	gene-MSMEI_RS22900
gene-MSMEI_RS31340	79	118	13	62	5	14	4	12	7	4	0	1	host	gene-MSMEI_RS31340
gene-MSMEI_RS13960	51	131	39	68	12	27	6	23	10	14	22	18	host	gene-MSMEI_RS13960
gene-MSMEI_RS23760	0	1	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS23760
gene-MSMEI_RS10425	223	122	20	51	9	9	0	4	1	0	2	2	host	gene-MSMEI_RS10425
gene-MSMEI_RS28740	6	16	16	38	7	14	1	7	2	0	0	0	host	gene-MSMEI_RS28740
gene-MSMEI_RS12050	271	90	3	13	1	2	6	9	2	2	4	4	host	gene-MSMEI_RS12050
gene-MSMEI_RS15925	68	117	8	20	1	4	3	3	1	7	6	3	host	gene-MSMEI_RS15925
gene-MSMEI_RS02740	0	2	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS02740
gene-MSMEI_RS02865	14	17	4	10	1	0	0	0	0	0	0	2	host	gene-MSMEI_RS02865
gene-MSMEI_RS16045	10	9	3	8	1	2	0	0	0	1	0	1	host	gene-MSMEI_RS16045
gene-MSMEI_RS32855	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS32855
gene-MSMEI_RS08840	175	255	5	21	4	7	0	1	3	0	0	0	host	gene-MSMEI_RS08840
gene-MSMEI_RS24380	4	6	4	14	0	1	1	0	0	0	0	0	host	gene-MSMEI_RS24380
gene-MSMEI_RS17535	4	10	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS17535
gene-MSMEI_RS08690	52	63	30	56	14	14	1	10	1	3	12	18	host	gene-MSMEI_RS08690
gene-MSMEI_RS21215	1265	923	126	418	65	169	9	28	16	27	7	10	host	kasB
gene-MSMEI_RS28915	1	7	1	0	0	1	0	1	0	0	0	0	host	fadD17
gene-MSMEI_RS27815	2	2	0	4	0	5	0	0	0	0	2	0	host	gene-MSMEI_RS27815_gene_map
gene-MSMEI_RS22735	0	1	0	1	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS22735
gene-MSMEI_RS17090	0	1	1	0	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS17090
gene-MSMEI_RS25810	448	263	142	124	24	51	11	50	8	12	26	62	host	gene-MSMEI_RS25810
gene-MSMEI_RS22795	3	6	0	0	0	0	0	1	0	0	0	0	host	iolB
gene-MSMEI_RS20955	16	17	3	9	0	0	0	1	0	2	0	2	host	cobT
gene-MSMEI_RS08055	5	17	1	0	0	1	0	3	0	0	0	0	host	gene-MSMEI_RS08055
gene-MSMEI_RS30745	51	48	8	22	3	8	2	7	2	2	0	1	host	gene-MSMEI_RS30745
gene-MSMEI_RS25550	32	83	8	31	7	9	0	4	3	1	0	1	host	gene-MSMEI_RS25550
gene-MSMEI_RS30535	6	17	6	7	1	4	3	1	0	2	0	0	host	mftM
gene-MSMEI_RS31125	43	78	5	34	7	16	0	1	0	0	0	5	host	gene-MSMEI_RS31125
gene-MSMEI_RS11650	18	21	9	12	2	9	0	1	1	2	1	1	host	gene-MSMEI_RS11650
gene-MSMEI_RS27845	2	5	1	3	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS27845
gene-MSMEI_RS02450	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS02450
gene-MSMEI_RS14665	11	6	0	1	0	0	0	0	0	0	2	0	host	urtD
gene-MSMEI_RS03250	1	2	1	2	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS03250
gene-MSMEI_RS24205	247	336	62	333	60	135	20	43	11	20	29	23	host	rpmE
gene-MSMEI_RS00810	1	18	1	0	0	3	0	2	1	1	0	0	host	fdhF
gene-MSMEI_RS19275	1	7	1	2	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS19275
gene-MSMEI_RS08030	5	14	4	8	1	5	0	2	5	2	6	6	host	gene-MSMEI_RS08030
gene-MSMEI_RS20600	171	87	191	187	53	47	22	214	35	66	242	162	host	gene-MSMEI_RS20600
gene-MSMEI_RS20485	25	20	4	16	1	6	0	0	0	0	2	1	host	gene-MSMEI_RS20485
gene-MSMEI_RS17080	3	2	1	3	0	1	0	1	1	2	2	0	host	gene-MSMEI_RS17080
gene-MSMEI_RS35390	1	2	1	0	0	0	0	0	1	0	0	0	host	gene-MSMEI_RS35390
gene-MSMEI_RS19535	6	16	3	11	1	5	0	5	0	1	0	3	host	ampC
gene-MSMEI_RS14400	323	378	22	50	12	9	0	4	6	1	6	5	host	gene-MSMEI_RS14400
gene-MSMEI_RS18390	50	78	7	63	2	16	5	7	1	6	8	4	host	scpB
gene-MSMEI_RS08960	264	431	36	156	26	54	15	46	14	25	14	16	host	gene-MSMEI_RS08960
gene-MSMEI_RS26595	46	130	9	56	11	19	5	5	4	7	6	7	host	gene-MSMEI_RS26595
gene-MSMEI_RS08595	92	151	14	28	2	7	1	10	1	1	3	0	host	gene-MSMEI_RS08595
gene-MSMEI_RS09730	0	6	3	8	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS09730
gene-MSMEI_RS15720	9	6	1	4	1	1	2	1	0	2	0	0	host	bioB
gene-MSMEI_RS27570	17	35	8	17	7	5	0	2	2	1	0	0	host	gene-MSMEI_RS27570
gene-MSMEI_RS08360	0	2	2	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS08360
gene-MSMEI_RS17360	1	2	0	3	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS17360
gene-MSMEI_RS06540	2	3	0	5	0	0	0	1	1	0	0	0	host	gene-MSMEI_RS06540
gene-MSMEI_RS29220	5	21	1	6	0	3	0	1	0	1	2	0	host	gene-MSMEI_RS29220
gene-MSMEI_RS25105	5	6	6	10	3	0	0	1	0	1	2	0	host	gene-MSMEI_RS25105
gene-MSMEI_RS02340	0	0	4	6	1	3	1	0	0	0	2	3	host	gene-MSMEI_RS02340_gene_glmS
gene-MSMEI_RS00685	24	88	3	18	0	2	2	3	0	0	0	1	host	gene-MSMEI_RS00685
gene-MSMEI_RS10310	33	47	6	31	6	4	1	4	4	2	0	2	host	ftsE
gene-MSMEI_RS32955	20	5	0	4	0	5	0	0	1	0	0	0	host	gene-MSMEI_RS32955
gene-MSMEI_RS30270	28	45	11	16	2	2	0	1	1	2	0	0	host	gene-MSMEI_RS30270
gene-MSMEI_RS11745	14	28	1	13	4	5	1	2	0	2	0	0	host	leuD
gene-MSMEI_RS23375	0	2	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS23375
gene-MSMEI_RS25710	1	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS25710
gene-MSMEI_RS09765	4	6	1	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS09765
gene-MSMEI_RS35920	13	22	3	18	2	8	0	3	0	1	3	2	host	gene-MSMEI_RS35920
gene-MSMEI_RS32460	8	11	3	7	2	5	0	1	0	1	0	0	host	gene-MSMEI_RS32460
gene-MSMEI_RS07465	2	1	1	1	1	2	0	0	0	0	0	0	host	gene-MSMEI_RS07465
gene-MSMEI_RS13980	2	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS13980
gene-MSMEI_RS03470	57	89	28	93	12	20	4	10	4	7	14	5	host	gene-MSMEI_RS03470
gene-MSMEI_RS32190	2	3	2	10	1	0	2	0	0	0	0	1	host	gene-MSMEI_RS32190
gene-MSMEI_RS13070	191	195	118	306	20	33	3	22	9	8	14	14	host	gene-MSMEI_RS13070
gene-MSMEI_RS17600	3	7	1	4	0	3	0	1	0	0	1	0	host	gene-MSMEI_RS17600
gene-MSMEI_RS01430	1	0	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS01430
gene-MSMEI_RS29555	3	6	7	3	1	0	0	0	1	1	0	0	host	gene-MSMEI_RS29555
gene-PBI_KAMPY_19	0	0	0	0	2	3	35	2775	5393	6389	3961	3871	phage	19
gene-MSMEI_RS07295	381	529	238	1469	128	454	18	147	16	35	36	30	host	rplO
gene-MSMEI_RS08085	13	24	5	54	0	5	0	1	0	2	0	0	host	gene-MSMEI_RS08085
gene-MSMEI_RS25325	11	7	4	3	1	1	0	3	0	0	0	0	host	gene-MSMEI_RS25325
gene-MSMEI_RS06855	23	26	16	26	6	10	0	6	1	2	6	7	host	gene-MSMEI_RS06855
gene-MSMEI_RS14590	26	28	10	27	2	11	1	7	2	2	0	5	host	gene-MSMEI_RS14590
gene-MSMEI_RS18335	3	6	1	4	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS18335
gene-MSMEI_RS04430	0	1	0	2	0	2	0	1	1	0	0	0	host	gene-MSMEI_RS04430
gene-MSMEI_RS11340	6	11	3	0	0	2	0	0	0	0	0	1	host	gene-MSMEI_RS11340
gene-MSMEI_RS02205	9	42	11	21	2	13	0	3	3	0	0	0	host	gene-MSMEI_RS02205
gene-MSMEI_RS14410	6	9	3	2	0	1	0	1	0	0	2	1	host	gene-MSMEI_RS14410
gene-MSMEI_RS36180	0	2	0	1	0	1	0	1	0	0	0	0	host	gene-MSMEI_RS36180
gene-MSMEI_RS02470	4	5	2	11	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS02470
gene-MSMEI_RS14165	0	1	1	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14165
gene-MSMEI_RS01265	4	9	1	7	3	3	0	1	0	0	2	1	host	gene-MSMEI_RS01265
gene-MSMEI_RS18805	0	0	0	0	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS18805
gene-MSMEI_RS08160	0	0	0	6	0	4	0	0	0	0	0	1	host	gene-MSMEI_RS08160
gene-MSMEI_RS22780	16	11	8	23	4	20	1	3	0	0	1	0	host	gene-MSMEI_RS22780
gene-MSMEI_RS24185	29	34	6	14	1	7	1	3	3	3	0	1	host	rfe
gene-MSMEI_RS00480	1	5	24	50	9	15	0	0	0	0	0	0	host	gene-MSMEI_RS00480
gene-MSMEI_RS07120	259	471	48	178	19	41	8	28	22	21	15	15	host	rplW
gene-MSMEI_RS10445	18	40	1	8	0	2	0	0	1	0	0	0	host	gene-MSMEI_RS10445
gene-MSMEI_RS10740	3	10	0	4	1	0	0	3	0	0	0	0	host	gene-MSMEI_RS10740
gene-MSMEI_RS17455	416	320	38	122	17	40	6	22	5	8	0	5	host	gene-MSMEI_RS17455
gene-MSMEI_RS11035	1	1	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS11035
gene-MSMEI_RS35620	1	1	1	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS35620
gene-MSMEI_RS12970	1	2	1	0	0	3	0	2	1	0	0	0	host	gene-MSMEI_RS12970
gene-MSMEI_RS17300	24	43	16	47	8	15	1	7	4	2	2	2	host	gene-MSMEI_RS17300
gene-MSMEI_RS30900	9	18	4	9	2	3	0	3	2	0	0	3	host	gene-MSMEI_RS30900
gene-MSMEI_RS28285	21	25	3	10	1	5	0	0	0	1	0	0	host	pstB
gene-MSMEI_RS11840	51	61	9	43	7	6	1	3	1	2	3	4	host	gene-MSMEI_RS11840
gene-PBI_KAMPY_6	0	0	7	0	2	3	100	1910	2311	1365	2677	2296	phage	6
gene-MSMEI_RS25615	0	10	3	1	0	1	0	2	0	0	0	1	host	gene-MSMEI_RS25615
gene-MSMEI_RS02135	12	15	1	1	0	0	0	1	0	2	0	0	host	gene-MSMEI_RS02135
gene-MSMEI_RS09080	4	15	0	5	2	1	0	1	0	1	2	1	host	gene-MSMEI_RS09080
gene-MSMEI_RS14335	23	15	3	2	0	1	1	0	0	0	0	2	host	gene-MSMEI_RS14335
gene-MSMEI_RS13275	0	6	1	5	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS13275
gene-MSMEI_RS11130	7	12	0	3	0	0	0	0	0	1	0	0	host	gene-MSMEI_RS11130
gene-MSMEI_RS09120	3	0	1	0	0	0	0	0	0	0	0	0	host	nrfD
gene-MSMEI_RS16630	12	10	5	7	9	0	0	1	0	1	1	0	host	gene-MSMEI_RS16630
gene-MSMEI_RS02690	2	9	0	1	1	0	0	0	0	1	0	0	host	gene-MSMEI_RS02690
gene-MSMEI_RS12685	51	35	11	27	19	12	0	8	3	0	4	5	host	dxr
gene-MSMEI_RS00490	26	16	25	51	7	9	1	10	1	1	7	3	host	gene-MSMEI_RS00490
gene-MSMEI_RS09125	3	1	0	0	0	0	1	0	1	0	0	0	host	gene-MSMEI_RS09125
gene-MSMEI_RS21840	13	25	6	27	0	0	0	2	2	2	0	0	host	gene-MSMEI_RS21840
gene-MSMEI_RS06265	1	4	1	1	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS06265
gene-MSMEI_RS25885	5	5	4	5	0	0	0	1	0	1	0	0	host	gene-MSMEI_RS25885
gene-MSMEI_RS25580	8	12	2	7	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS25580
gene-MSMEI_RS08740	63	81	4	13	0	0	0	0	1	0	1	1	host	gene-MSMEI_RS08740
gene-MSMEI_RS08775	16	27	4	1	0	2	0	1	0	2	0	0	host	gene-MSMEI_RS08775
gene-MSMEI_RS05565	0	5	0	4	0	1	1	0	0	0	0	0	host	gene-MSMEI_RS05565
gene-MSMEI_RS05305	14	16	4	22	0	2	4	1	0	0	1	0	host	gene-MSMEI_RS05305
gene-MSMEI_RS29405	9	12	2	16	0	0	0	0	0	1	0	2	host	kstR2
gene-MSMEI_RS12470	0	2	0	1	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS12470
gene-MSMEI_RS14040	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14040
gene-MSMEI_RS27125	5	8	4	3	3	0	2	3	0	0	3	1	host	gene-MSMEI_RS27125
gene-MSMEI_RS32575	3	4	1	5	1	1	0	2	0	0	0	0	host	gene-MSMEI_RS32575
gene-MSMEI_RS25415	1	2	5	2	1	1	2	0	0	0	2	1	host	gene-MSMEI_RS25415
gene-MSMEI_RS00225	18	17	8	13	3	1	0	2	1	1	1	1	host	gene-MSMEI_RS00225
gene-MSMEI_RS27055	0	2	1	1	0	0	0	0	0	0	0	1	host	gene-MSMEI_RS27055
gene-MSMEI_RS04275	11	17	6	21	1	2	0	5	2	0	1	1	host	gene-MSMEI_RS04275
gene-MSMEI_RS31045	5	4	2	3	0	2	0	0	2	0	0	1	host	gene-MSMEI_RS31045
gene-MSMEI_RS28215	0	0	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS28215
gene-MSMEI_RS14540	4	3	1	2	0	0	0	1	0	0	2	0	host	gene-MSMEI_RS14540
gene-MSMEI_RS15735	46	78	28	39	8	18	0	11	2	0	2	2	host	gene-MSMEI_RS15735
gene-MSMEI_RS16275	1	6	2	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS16275
gene-MSMEI_RS25320	9	19	6	8	0	0	0	4	1	3	0	0	host	cobB
gene-MSMEI_RS09610	34	45	3	6	4	4	2	3	0	3	2	5	host	gene-MSMEI_RS09610
gene-MSMEI_RS06550	3	6	1	2	1	3	0	2	0	0	0	0	host	gene-MSMEI_RS06550
gene-MSMEI_RS27825	34	58	4	23	10	28	3	2	3	2	0	1	host	sepH
gene-MSMEI_RS15785	60	57	10	48	4	8	0	4	2	5	3	0	host	hisB
gene-MSMEI_RS20690	82	102	23	34	3	7	5	8	1	3	0	1	host	gene-MSMEI_RS20690
gene-MSMEI_RS21460	3	4	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS21460
gene-MSMEI_RS16910	23	20	5	17	4	6	1	4	0	1	3	0	host	gene-MSMEI_RS16910
gene-MSMEI_RS12035	1	5	2	2	0	2	0	1	0	0	3	0	host	gene-MSMEI_RS12035
gene-MSMEI_RS20525	39	34	5	6	0	0	0	3	1	1	0	0	host	gene-MSMEI_RS20525
