# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-NWMN_RS08480	NC_009641.1	1672838	1674199	-	1362	112	117	123	235	80	78	63	136	74	206	163	91	102	43	187	57	311	59	177	76	195
gene-NWMN_RS08485	NC_009641.1	1674213	1674662	-	450	24	36	22	41	13	14	18	47	16	40	35	16	16	6	44	17	60	7	46	17	32
gene-NWMN_RS08490	NC_009641.1	1674664	1675674	-	1011	44	67	57	112	35	36	35	94	54	90	80	41	53	23	105	20	151	27	125	36	84
gene-NWMN_RS08495	NC_009641.1	1675664	1676398	-	735	41	92	43	76	32	23	14	48	39	67	65	17	26	15	64	11	117	24	106	30	77
gene-NWMN_RS08500	NC_009641.1	1676724	1677200	-	477	819	1264	1525	1001	559	632	281	1144	1215	1211	1542	511	431	414	878	460	1721	1005	1638	414	1306
gene-NWMN_RS08505	NC_009641.1	1677228	1677851	-	624	401	538	871	512	328	377	158	726	804	854	865	249	228	276	478	221	1022	363	852	245	795
gene-NWMN_RS08510	NC_009641.1	1677851	1679119	-	1269	557	699	1204	723	463	517	188	1038	1326	1249	1121	373	285	424	552	341	1682	390	1123	329	1139
gene-NWMN_RS08515	NC_009641.1	1679131	1680054	-	924	350	568	869	441	285	342	112	603	801	795	774	238	157	276	329	232	1009	323	827	156	657
gene-NWMN_RS08520	NC_009641.1	1680057	1680695	-	639	185	374	375	156	113	138	16	202	349	316	335	105	52	114	112	84	408	183	394	54	274
gene-NWMN_RS08525	NC_009641.1	1680980	1681288	-	309	693	970	1043	659	306	301	124	649	742	721	898	366	287	250	527	270	983	892	900	280	785
gene-NWMN_RS08530	NC_009641.1	1681303	1681731	-	429	546	736	904	505	326	282	117	533	651	628	708	267	226	239	427	264	842	577	874	235	660
gene-NWMN_RS08535	NC_009641.1	1681735	1681995	-	261	275	354	522	316	162	173	69	362	379	438	435	154	160	134	283	123	519	353	451	129	386
gene-NWMN_RS08540	NC_009641.1	1682058	1684688	-	2631	781	822	1294	1350	569	609	296	1614	1176	1716	1490	596	536	481	1204	491	2142	461	1659	483	1578
gene-NWMN_RS08545	NC_009641.1	1685031	1687508	-	2478	339	642	858	378	211	236	98	561	684	624	747	187	151	207	353	194	821	544	724	123	602
gene-NWMN_RS08550	NC_009641.1	1687510	1688178	-	669	72	164	204	107	51	44	19	135	170	159	163	45	25	42	69	43	214	121	141	37	142
gene-NWMN_RS08555	NC_009641.1	1688640	1689758	-	1119	346	414	590	379	218	228	112	445	462	684	538	179	174	195	313	176	756	313	440	163	545
gene-NWMN_RS08560	NC_009641.1	1689759	1690901	-	1143	286	331	463	340	191	202	93	393	348	633	549	252	162	159	300	168	776	221	454	147	494
gene-NWMN_RS08565	NC_009641.1	1691213	1692226	+	1014	67	66	121	61	46	38	20	49	65	77	90	39	30	26	74	32	90	85	71	22	56
gene-NWMN_RS08570	NC_009641.1	1692463	1692609	-	147	2151	1482	1423	619	438	319	173	333	633	858	684	530	496	272	979	422	700	1530	870	399	844
gene-NWMN_RS08575	NC_009641.1	1692649	1692831	-	183	1301	1087	1110	564	388	332	147	334	466	703	667	474	410	240	833	363	703	1444	541	297	732
gene-NWMN_RS08580	NC_009641.1	1692931	1693353	-	423	541	1146	778	436	265	224	68	320	463	423	742	243	126	160	276	186	553	807	919	130	508
gene-NWMN_RS08585	NC_009641.1	1693438	1694712	+	1275	517	591	990	663	251	312	134	701	792	648	744	333	203	203	398	249	761	811	679	243	592
gene-NWMN_RS08590	NC_009641.1	1694873	1695646	-	774	448	872	686	407	227	239	87	405	496	461	715	221	138	136	259	170	615	642	652	141	557
gene-NWMN_RS08595	NC_009641.1	1695646	1695774	-	129	24	81	60	19	23	12	7	16	40	23	41	17	6	15	19	10	41	48	52	9	35
gene-NWMN_RS14995	NC_009641.1	1695839	1696029	-	191	20950	17768	27716	22626	7888	6495	6278	19209	18732	15141	21663	13541	10287	8336	13736	11672	18480	34622	21494	10880	16205
gene-NWMN_RS08600	NC_009641.1	1696107	1697873	-	1767	781	1227	1661	1111	465	534	214	1449	1428	1427	1648	525	393	413	886	428	1986	960	1612	376	1507
gene-NWMN_RS08605	NC_009641.1	1697889	1699151	-	1263	379	508	702	409	221	253	61	531	615	727	722	203	144	180	305	181	875	346	807	135	668
gene-NWMN_RS08610	NC_009641.1	1699612	1700487	-	876	381	584	856	407	250	233	62	554	753	657	760	212	145	239	281	196	815	558	774	163	544
gene-NWMN_RS08615	NC_009641.1	1700484	1700936	-	453	251	241	491	221	151	136	54	336	372	367	348	137	93	128	198	181	502	210	370	120	298
gene-NWMN_RS08620	NC_009641.1	1700948	1703137	-	2190	703	706	1379	808	368	332	118	1110	1023	1039	964	452	246	355	570	423	1447	523	1047	214	944
gene-NWMN_RS08625	NC_009641.1	1703565	1704083	-	519	405	596	641	435	176	188	60	523	527	462	689	213	134	156	287	156	706	419	776	117	540
gene-NWMN_RS08630	NC_009641.1	1704105	1706378	-	2274	614	731	974	606	298	292	109	765	805	783	830	291	184	283	400	275	1071	563	1009	184	850
gene-NWMN_RS08635	NC_009641.1	1706581	1708860	-	2280	3089	5268	5055	3218	1496	1620	693	3367	4077	3615	4794	1489	1078	1176	2129	1220	5273	3672	4950	977	4014
gene-NWMN_RS08640	NC_009641.1	1709135	1709395	-	261	902	2247	1752	1108	672	500	177	966	1237	1064	1637	631	403	409	725	438	1317	1554	2093	378	1201
gene-NWMN_RS08645	NC_009641.1	1709414	1710553	-	1140	1210	1799	2295	1557	824	856	261	1734	1850	1597	2103	720	444	521	957	590	2204	1552	2416	416	1569
gene-NWMN_RS08650	NC_009641.1	1710576	1711601	-	1026	478	589	874	771	442	563	198	1022	903	897	855	311	293	346	612	360	1233	353	1160	267	892
gene-NWMN_RS08655	NC_009641.1	1711603	1712607	-	1005	523	700	1003	794	507	579	216	1148	997	1030	1030	356	334	403	616	362	1468	453	1127	302	1003
gene-NWMN_RS08660	NC_009641.1	1712639	1713241	-	603	327	500	617	457	275	336	115	593	536	530	601	193	190	208	351	214	839	295	655	173	586
gene-NWMN_RS08665	NC_009641.1	1713255	1713710	-	456	327	435	525	375	236	280	122	464	522	496	485	161	176	196	309	184	749	236	613	150	531
gene-NWMN_RS08670	NC_009641.1	1713723	1715015	-	1293	667	1029	1213	980	585	783	314	1282	1199	1330	1498	474	434	468	766	471	1764	682	1472	426	1258
gene-NWMN_RS08675	NC_009641.1	1715370	1715654	-	285	4959	8176	6872	6402	3507	3379	1574	6806	6766	5494	9144	3068	2621	2109	4680	2532	7318	6594	10213	2690	6459
gene-NWMN_RS08680	NC_009641.1	1715666	1715986	-	321	3782	7727	6238	5292	2785	3048	1274	6053	6160	4964	8056	2376	2001	1761	4318	1714	6886	5399	9402	2113	6279
gene-NWMN_RS08685	NC_009641.1	1715992	1716300	-	309	4635	10018	8166	6330	3439	3803	1460	7329	8174	6472	9983	2639	2213	2174	4923	1896	9003	6616	11840	2356	7672
gene-NWMN_RS08690	NC_009641.1	1716467	1716997	-	531	278	389	349	220	163	138	75	226	274	259	285	122	84	109	175	112	338	280	433	85	277
gene-NWMN_RS08695	NC_009641.1	1716997	1717839	-	843	386	517	451	323	213	213	83	311	370	345	400	176	95	146	219	160	422	368	539	117	364
gene-NWMN_RS08700	NC_009641.1	1718039	1718158	-	120	117	267	132	123	160	156	75	89	106	100	185	105	54	73	89	55	182	132	207	90	127
gene-NWMN_RS08705	NC_009641.1	1718232	1718705	-	474	152	315	178	168	265	234	97	115	123	164	232	98	82	115	132	83	211	142	250	147	181
gene-NWMN_RS15360	NC_009641.1	1718865	1719062	+	198	68	133	74	42	60	53	24	36	57	68	73	31	28	34	39	29	83	74	151	36	55
gene-NWMN_RS08710	NC_009641.1	1719179	1719463	-	285	226	660	457	281	184	129	49	229	326	279	442	155	89	131	170	92	354	437	432	102	353
gene-NWMN_RS08715	NC_009641.1	1719531	1720217	-	687	9	40	22	15	30	25	11	12	20	16	27	17	2	9	16	6	30	24	16	8	18
gene-NWMN_RS08720	NC_009641.1	1720214	1720921	-	708	10	27	24	9	16	21	9	14	25	11	16	8	7	6	7	7	25	19	17	3	12
gene-NWMN_RS08730	NC_009641.1	1721191	1722462	-	1272	1035	1196	1757	1291	742	706	358	1477	1446	1757	1687	695	680	493	1303	620	2225	882	1784	587	1655
gene-NWMN_RS08735	NC_009641.1	1722475	1725105	-	2631	1644	1736	3088	2139	1016	1087	478	2636	2473	3002	2784	1045	977	838	2045	907	3837	1350	2792	823	2818
gene-NWMN_RS08740	NC_009641.1	1725508	1726068	+	561	165	368	342	163	83	73	31	157	224	189	238	96	50	59	93	58	252	254	269	44	200
gene-NWMN_RS08745	NC_009641.1	1726291	1727364	-	1074	129	349	241	101	122	94	42	95	137	155	212	71	59	77	92	64	208	237	232	59	146
gene-NWMN_RS08750	NC_009641.1	1727398	1727499	-	102	8	41	23	10	8	14	4	8	10	15	22	10	6	8	10	9	19	19	26	7	13
gene-NWMN_RS08755	NC_009641.1	1727560	1728846	-	1287	690	735	968	713	376	361	182	773	766	898	808	418	301	289	629	320	1116	566	764	292	857
gene-NWMN_RS08760	NC_009641.1	1728894	1729868	-	975	335	304	443	367	204	164	93	486	374	450	370	223	167	188	343	206	600	232	396	121	435
gene-NWMN_RS08765	NC_009641.1	1729871	1730539	-	669	299	227	361	250	114	106	50	298	270	313	216	130	98	117	184	117	381	228	293	96	245
gene-NWMN_RS08770	NC_009641.1	1730561	1731487	-	927	618	503	790	589	299	299	131	735	560	727	624	329	219	275	439	271	974	480	722	203	615
gene-NWMN_RS08775	NC_009641.1	1731529	1732344	-	816	503	414	671	374	227	202	90	486	390	482	387	238	168	194	327	255	638	312	582	145	449
gene-NWMN_RS08780	NC_009641.1	1732366	1733712	-	1347	2337	1676	3429	2059	1102	916	505	2296	1830	2309	1950	1107	821	835	1791	1095	2889	1620	2318	743	2182
gene-NWMN_RS08785	NC_009641.1	1733929	1734519	-	591	113	144	234	106	55	59	17	129	196	163	153	56	41	61	62	43	210	97	182	32	163
gene-NWMN_RS08790	NC_009641.1	1734673	1735935	-	1263	2149	3500	4880	2568	1514	1601	711	3189	3843	3711	4303	1313	1059	1186	2058	1122	4928	2793	4220	1222	3371
gene-NWMN_RS08795	NC_009641.1	1736086	1737387	-	1302	4253	4788	8809	6024	3303	3255	1363	7273	15088	7868	8026	3043	2343	2502	4827	2832	10110	2999	8386	2356	7123
gene-NWMN_RS08800	NC_009641.1	1737435	1737545	-	111	37	38	37	41	33	21	13	43	47	60	47	21	17	30	38	21	85	13	71	21	46
gene-NWMN_RS08805	NC_009641.1	1737550	1738479	-	930	207	247	429	308	220	240	81	379	341	426	394	192	129	149	254	164	577	143	446	127	384
gene-NWMN_RS08810	NC_009641.1	1738498	1739106	-	609	160	148	249	224	127	164	51	261	220	269	238	102	86	107	137	96	366	69	315	76	249
gene-NWMN_RS08820	NC_009641.1	1739248	1739604	-	357	2270	4594	4529	4733	2697	3005	1418	5666	4448	4659	6241	2252	2252	1714	4227	1631	6514	2668	7023	2235	5379
gene-NWMN_RS08825	NC_009641.1	1739651	1739851	-	201	1077	2145	2884	2440	1409	1677	749	3027	2724	2523	3302	1047	1057	904	2235	775	3786	1201	4107	1194	2926
gene-NWMN_RS08830	NC_009641.1	1739880	1740407	-	528	1606	3379	4469	3454	2425	2744	1323	4890	4913	4412	5094	1511	1615	1695	3434	1337	5987	1887	6446	1870	4875
gene-NWMN_RS08835	NC_009641.1	1740636	1742129	-	1494	1484	1059	1160	920	421	373	161	889	897	1073	1040	431	368	251	875	407	1158	802	1358	262	1180
gene-NWMN_RS08840	NC_009641.1	1742555	1744492	-	1938	1721	1570	2218	2133	1055	941	363	1983	1504	2146	2311	1231	813	806	1762	1057	3070	1115	2328	612	1990
gene-NWMN_RS08845	NC_009641.1	1744690	1744812	-	123	860	1697	1534	883	399	346	127	700	809	965	1191	486	269	281	571	312	1169	1466	1486	239	983
gene-NWMN_RS08850	NC_009641.1	1744905	1745825	-	921	429	518	784	512	251	229	89	629	608	601	611	248	202	206	422	229	862	350	736	218	537
gene-NWMN_RS08855	NC_009641.1	1745825	1747225	-	1401	431	468	768	546	254	244	122	741	634	654	588	279	181	201	397	225	824	341	713	200	600
gene-NWMN_RS08860	NC_009641.1	1747226	1747696	-	471	221	354	421	370	173	162	82	402	274	386	364	175	134	114	244	126	496	258	397	123	380
gene-NWMN_RS08865	NC_009641.1	1747906	1748931	-	1026	130	125	118	115	85	71	49	141	102	101	143	67	62	43	100	54	132	95	251	61	113
gene-NWMN_RS08870	NC_009641.1	1749101	1749724	-	624	270	403	587	301	194	173	88	421	415	421	489	166	124	136	260	138	526	346	491	120	397
gene-NWMN_RS08875	NC_009641.1	1749740	1750612	-	873	208	196	468	247	143	150	66	334	336	342	312	100	97	121	200	135	474	182	395	95	317
gene-NWMN_RS08880	NC_009641.1	1750628	1753258	-	2631	640	599	1146	609	367	358	141	747	842	903	848	420	268	292	514	329	1191	528	967	273	795
gene-NWMN_RS08885	NC_009641.1	1753552	1755039	-	1488	131	195	141	80	61	47	19	71	113	110	101	64	35	46	44	47	102	168	125	26	109
gene-NWMN_RS08890	NC_009641.1	1755538	1757199	-	1662	857	392	483	418	231	163	79	379	362	359	349	267	167	140	276	232	409	358	482	135	385
gene-NWMN_RS08895	NC_009641.1	1757199	1757903	-	705	366	192	226	241	96	86	31	182	187	186	192	144	81	75	151	99	252	146	236	51	186
gene-NWMN_RS08905	NC_009641.1	1758293	1759561	-	1269	743	1226	1036	861	361	372	329	969	870	925	1332	366	434	255	782	412	1411	625	1638	430	1157
gene-NWMN_RS08910	NC_009641.1	1759610	1760731	-	1122	358	490	623	538	253	245	191	697	574	594	898	246	320	160	502	242	1034	316	1030	297	699
gene-NWMN_RS08915	NC_009641.1	1761080	1762441	+	1362	1963	6291	4859	2446	852	767	253	2458	3416	2773	4353	977	509	702	1581	678	3558	4508	4900	504	3330
gene-NWMN_RS08930	NC_009641.1	1764766	1766523	-	1758	4517	3863	6519	3740	2714	1932	951	4145	4613	5471	4332	2628	1923	2114	3720	3023	5758	4320	3768	1557	5093
gene-NWMN_RS08935	NC_009641.1	1766545	1767513	-	969	1575	1026	2350	1767	1059	895	360	2052	1673	2703	1659	1028	877	958	1602	1268	2777	822	1538	535	2109
gene-NWMN_RS08940	NC_009641.1	1767782	1768726	-	945	708	1105	1314	781	442	472	198	1012	1131	1049	1141	394	288	339	557	343	1346	871	1259	321	1153
gene-NWMN_RS08945	NC_009641.1	1768726	1769583	-	858	481	552	826	556	275	322	132	816	760	767	707	255	228	250	377	258	908	439	897	202	740
gene-NWMN_RS08950	NC_009641.1	1769778	1771007	-	1230	562	539	856	700	363	383	143	932	840	913	802	366	251	344	470	368	1224	380	1010	229	824
gene-NWMN_RS08955	NC_009641.1	1771457	1774654	-	3198	851	1051	1525	794	451	460	247	870	1191	1038	978	418	359	372	700	394	1352	972	1292	351	1123
gene-NWMN_RS08960	NC_009641.1	1774675	1775616	-	942	288	326	527	300	161	125	57	370	420	366	349	157	120	124	261	151	471	301	389	128	341
gene-NWMN_RS08965	NC_009641.1	1775877	1777175	-	1299	275	309	511	308	195	165	82	311	363	406	413	184	101	106	244	161	537	294	400	135	354
gene-NWMN_RS08970	NC_009641.1	1777380	1777793	+	414	2349	2079	1286	1442	1167	617	319	881	851	1022	1472	1197	609	676	985	1059	1544	1555	1641	688	1230
gene-NWMN_RS08975	NC_009641.1	1778098	1778787	-	690	1441	509	466	431	358	181	157	237	305	405	314	402	344	190	495	418	419	527	374	249	398
gene-NWMN_RS08980	NC_009641.1	1778962	1780017	+	1056	350	423	468	272	174	144	64	244	309	278	379	174	102	118	209	165	362	393	380	102	324
gene-NWMN_RS08985	NC_009641.1	1780111	1780209	-	99	123	116	151	86	56	43	20	91	108	90	103	42	43	33	78	57	102	134	141	28	94
gene-NWMN_RS08990	NC_009641.1	1780333	1781451	-	1119	955	601	946	946	372	329	237	1094	746	726	1046	449	354	267	751	476	1163	532	1208	358	688
gene-NWMN_RS08995	NC_009641.1	1781592	1782092	+	501	3163	864	1028	959	698	306	263	512	417	550	559	1036	629	424	887	1259	625	1148	577	484	495
gene-NWMN_RS09000	NC_009641.1	1782338	1783540	-	1203	1900	2746	2835	1977	634	585	246	1624	1710	1684	2253	1013	459	520	1223	544	2051	2472	2211	470	2002
gene-NWMN_RS09005	NC_009641.1	1783628	1784575	-	948	236	398	651	244	132	126	47	338	535	375	443	104	78	129	179	101	510	378	493	58	339
gene-NWMN_RS09010	NC_009641.1	1784698	1785192	-	495	1034	2243	1981	1131	615	517	203	977	1204	1214	1747	639	396	416	796	444	1585	1728	1672	378	1371
gene-NWMN_RS09015	NC_009641.1	1785290	1786060	-	771	135	220	215	127	108	128	31	188	195	184	217	65	61	61	119	47	228	123	286	55	204
gene-NWMN_RS09020	NC_009641.1	1786104	1787327	-	1224	196	367	359	280	205	216	79	359	417	372	416	139	110	160	207	118	453	229	468	96	383
gene-NWMN_RS09025	NC_009641.1	1787327	1788475	-	1149	162	238	279	176	161	185	47	249	336	278	325	100	75	107	135	74	387	136	347	64	316
gene-NWMN_RS09030	NC_009641.1	1788624	1788764	+	141	11	8	21	5	3	6	2	11	15	11	10	8	0	2	10	2	16	8	12	5	5
gene-NWMN_RS09035	NC_009641.1	1788838	1790532	-	1695	1647	2198	3060	1954	991	789	411	2069	2192	2329	2532	1070	817	725	1678	871	3077	1527	2830	769	2236
gene-NWMN_RS09040	NC_009641.1	1790669	1791133	+	465	149	263	296	142	87	71	38	182	223	174	242	105	59	36	113	73	215	247	211	56	185
gene-NWMN_RS09045	NC_009641.1	1791377	1791979	+	603	6818	17640	13416	8448	4839	4796	2135	8732	11951	8803	14084	4385	3304	2855	6156	2803	10901	11328	16122	3348	11276
gene-NWMN_RS09055	NC_009641.1	1792195	1792938	-	744	42	64	51	37	31	30	19	31	27	45	56	23	24	21	27	23	62	41	60	23	47
gene-NWMN_RS09060	NC_009641.1	1793018	1793464	+	447	50	147	164	61	37	23	17	72	93	66	105	43	17	32	49	40	106	120	98	27	87
gene-NWMN_RS09065	NC_009641.1	1793578	1794738	+	1161	94	146	186	104	52	45	19	107	122	135	133	66	47	31	110	29	146	175	95	38	118
gene-NWMN_RS09070	NC_009641.1	1794725	1796329	+	1605	165	317	417	220	73	80	32	177	227	235	243	93	65	54	185	71	283	389	202	67	236
gene-NWMN_RS09075	NC_009641.1	1796423	1796518	+	96	31	51	73	46	26	9	2	29	35	36	57	17	11	11	31	17	46	68	54	20	45
gene-NWMN_RS09080	NC_009641.1	1796479	1797609	-	1131	204	310	350	187	118	82	27	147	213	212	254	103	72	66	178	73	219	382	240	67	252
gene-NWMN_RS09085	NC_009641.1	1797716	1799182	-	1467	1111	1417	1093	1228	467	368	194	1160	1058	917	1069	535	363	316	687	406	1148	1182	1246	257	1288
gene-NWMN_RS09090	NC_009641.1	1799310	1799927	-	618	383	547	356	394	130	117	44	366	330	312	360	164	97	107	217	105	408	369	477	88	441
gene-NWMN_RS09095	NC_009641.1	1800099	1801373	+	1275	472	708	970	602	343	291	123	637	702	861	1015	378	201	341	442	355	1240	527	982	177	783
gene-NWMN_RS09100	NC_009641.1	1801467	1802729	-	1263	749	1010	974	667	321	251	99	666	615	723	967	364	232	205	485	246	1013	624	975	187	881
gene-NWMN_RS09105	NC_009641.1	1803111	1804016	+	906	86	181	150	70	34	42	7	66	92	82	122	36	25	30	45	42	104	145	113	29	88
gene-NWMN_RS09110	NC_009641.1	1803996	1804088	-	93	16	26	32	14	4	6	1	16	23	10	22	9	1	8	5	4	14	22	17	2	23
gene-NWMN_RS09115	NC_009641.1	1804219	1806906	-	2688	39	75	58	50	55	52	22	48	44	48	78	37	30	37	39	25	67	38	79	31	48
gene-NWMN_RS09120	NC_009641.1	1806905	1806994	+	90	0	0	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-NWMN_RS09125	NC_009641.1	1807240	1808907	-	1668	1279	1125	2050	1605	735	481	256	1945	1456	1510	1795	861	549	730	1594	905	2109	904	1922	433	1442
gene-NWMN_RS09130	NC_009641.1	1809347	1811053	-	1707	67	48	106	84	45	58	22	101	53	87	95	42	46	41	78	51	119	57	76	24	88
gene-NWMN_RS09135	NC_009641.1	1811222	1811854	+	633	29	17	28	16	6	9	4	23	24	14	21	5	4	8	17	7	21	27	28	2	10
gene-NWMN_RS09140	NC_009641.1	1811879	1813048	+	1170	42	42	58	32	17	19	3	30	32	24	45	11	20	13	25	22	42	47	54	11	36
gene-NWMN_RS09145	NC_009641.1	1813146	1814135	-	990	1235	1603	1456	1094	629	591	214	954	1075	882	1522	602	390	454	666	486	1385	1173	1884	391	1093
gene-NWMN_RS09150	NC_009641.1	1814208	1814321	-	114	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
gene-NWMN_RS09155	NC_009641.1	1814675	1815766	-	1092	699	1160	1064	560	236	220	87	604	738	616	901	321	208	168	412	216	785	1141	833	138	782
gene-NWMN_RS09160	NC_009641.1	1816227	1816331	-	105	8	6	5	2	1	2	0	0	3	1	3	0	0	1	5	0	2	2	6	0	1
gene-NWMN_RS09165	NC_009641.1	1816466	1817983	-	1518	1473	416	905	910	730	592	317	571	647	899	617	717	747	455	1316	767	1219	350	644	567	806
gene-NWMN_RS09170	NC_009641.1	1818057	1818548	-	492	5719	4006	3750	3072	1453	1074	484	1723	2048	3025	2583	2034	1393	855	3270	1454	3087	3841	2400	1073	2824
gene-NWMN_RS09175	NC_009641.1	1818622	1819935	-	1314	1094	1809	2030	1031	482	490	222	1229	1568	1358	1680	502	427	362	849	372	1791	1354	2036	336	1602
gene-NWMN_RS09180	NC_009641.1	1819959	1823783	-	3825	1977	1809	3522	2237	1169	1181	443	2943	3226	3449	2999	1118	912	1063	1909	1029	4411	1333	3319	764	3234
gene-NWMN_RS09185	NC_009641.1	1823804	1824400	-	597	287	225	407	277	143	137	52	313	376	412	361	136	95	116	212	129	522	166	399	93	363
gene-NWMN_RS09190	NC_009641.1	1824429	1825286	-	858	422	574	623	327	203	172	57	370	520	490	541	212	141	165	238	163	676	390	598	95	486
gene-NWMN_RS09195	NC_009641.1	1825386	1825697	-	312	233	176	220	133	98	73	48	98	126	156	159	102	65	70	149	94	200	129	176	65	141
gene-NWMN_RS09200	NC_009641.1	1825762	1826838	-	1077	248	271	473	276	140	115	76	291	328	355	369	161	124	120	269	142	494	270	365	139	315
gene-NWMN_RS09205	NC_009641.1	1826925	1827236	+	312	337	736	715	268	188	128	34	194	382	296	446	164	118	125	210	120	433	742	519	94	334
gene-NWMN_RS09210	NC_009641.1	1827361	1828203	-	843	194	282	253	113	67	64	29	95	174	116	181	68	44	52	87	53	176	281	176	49	158
gene-NWMN_RS09215	NC_009641.1	1828673	1829317	-	645	1084	1351	1348	781	397	440	160	942	1194	925	1193	420	295	323	563	325	1127	1064	1439	303	1051
gene-NWMN_RS09220	NC_009641.1	1829332	1830123	-	792	1446	1835	2165	1314	644	673	246	1581	1611	1600	2005	653	515	499	972	602	2040	1713	1901	494	1730
gene-NWMN_RS09225	NC_009641.1	1830673	1831521	-	849	304	298	560	299	143	148	59	354	450	481	359	161	110	150	282	146	427	379	448	115	405
gene-NWMN_RS09230	NC_009641.1	1831525	1832934	-	1410	486	424	980	577	271	271	121	852	716	882	737	285	191	221	485	277	953	462	798	171	743
gene-NWMN_RS09235	NC_009641.1	1833854	1834276	-	423	1392	636	682	590	337	288	168	343	450	630	440	434	368	214	1104	300	711	648	461	299	527
gene-NWMN_RS09240	NC_009641.1	1834293	1834988	-	696	456	580	642	383	227	243	90	405	613	487	533	208	139	189	303	153	592	535	637	139	485
gene-NWMN_RS09245	NC_009641.1	1834985	1836646	-	1662	627	989	987	614	340	346	114	581	809	743	912	343	189	221	361	239	897	854	972	160	749
gene-NWMN_RS09250	NC_009641.1	1837053	1838321	+	1269	180	143	218	153	53	69	39	188	181	171	161	69	49	60	77	56	204	150	201	43	176
gene-NWMN_RS09255	NC_009641.1	1838438	1844998	-	6561	108	91	170	148	177	193	62	84	104	146	154	108	86	75	132	86	221	71	138	113	147
gene-NWMN_RS09260	NC_009641.1	1845324	1845635	-	312	174	299	237	196	82	85	42	195	200	207	233	85	68	62	166	63	332	158	302	68	235
gene-NWMN_RS09265	NC_009641.1	1845657	1848074	-	2418	1029	1350	1646	1351	597	565	229	1644	1272	1565	1731	599	397	520	959	553	2113	868	1979	357	1617
gene-NWMN_RS09270	NC_009641.1	1848362	1849543	-	1182	264	517	492	255	148	159	42	313	394	306	394	137	90	110	178	95	380	448	407	107	373
gene-NWMN_RS09275	NC_009641.1	1849653	1850606	+	954	177	509	407	262	114	137	36	251	314	291	461	111	78	97	142	81	426	358	420	77	332
gene-NWMN_RS09280	NC_009641.1	1850603	1851166	+	564	148	464	358	208	113	98	48	178	266	256	371	107	66	62	130	58	366	343	358	87	315
gene-NWMN_RS09285	NC_009641.1	1851286	1851687	-	402	973	1146	959	602	719	450	120	465	621	471	800	462	234	372	405	458	699	925	1025	260	631
gene-NWMN_RS09300	NC_009641.1	1853266	1854093	-	828	666	986	796	521	380	267	100	343	473	534	723	342	237	204	378	318	718	774	804	221	557
gene-NWMN_RS09305	NC_009641.1	1854096	1854215	-	120	8	15	8	4	4	3	3	1	0	2	9	5	2	2	2	2	16	7	11	1	8
gene-NWMN_RS09310	NC_009641.1	1854327	1855328	+	1002	338	218	216	204	110	105	50	180	156	161	204	139	110	66	219	128	228	195	299	102	190
gene-NWMN_RS09315	NC_009641.1	1855450	1855914	-	465	54	109	126	73	40	51	22	48	85	104	112	30	19	36	75	34	130	92	105	28	109
gene-NWMN_RS09320	NC_009641.1	1855927	1857108	-	1182	84	146	240	150	75	103	45	152	155	219	214	78	58	69	133	71	286	140	179	69	170
gene-NWMN_RS09325	NC_009641.1	1857119	1857751	-	633	69	97	120	91	55	56	13	90	83	138	114	39	31	41	60	29	143	65	101	37	96
gene-NWMN_RS09330	NC_009641.1	1857758	1858801	-	1044	130	243	293	151	114	130	46	180	176	239	256	115	71	81	126	86	315	219	235	72	235
gene-NWMN_RS09335	NC_009641.1	1859282	1860784	-	1503	197	107	89	89	58	50	21	62	44	82	75	67	46	35	88	44	90	78	77	36	60
gene-NWMN_RS09340	NC_009641.1	1861307	1861621	+	315	61	125	53	62	76	71	27	41	47	61	95	51	28	38	42	17	63	50	81	50	73
