# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-Y11_RS10790	NC_017564.1	2337337	2337537	+	201	953	1107	919	1370	1423	1191	1094	1251	1661	1824
gene-Y11_RS10795	NC_017564.1	2337665	2338072	+	408	1636	1586	1456	1771	2108	1711	1801	2439	2406	2462
gene-Y11_RS10800	NC_017564.1	2338185	2338919	-	735	3077	2264	3712	1948	2479	2188	4120	6398	3612	3026
gene-Y11_RS10805	NC_017564.1	2338916	2340664	-	1749	10984	8818	16201	8950	10320	10120	18057	22399	17369	13924
gene-Y11_RS10810	NC_017564.1	2340664	2342463	-	1800	10251	7719	16912	7395	9189	7684	16547	22436	13076	11198
gene-Y11_RS10815	NC_017564.1	2342831	2343193	+	363	1009	1078	1110	1060	1285	1013	1046	1503	1457	1415
gene-Y11_RS10820	NC_017564.1	2343269	2343928	-	660	818	959	639	805	960	797	671	959	969	1084
gene-Y11_RS10825	NC_017564.1	2344336	2344587	-	252	266	325	85	246	233	282	162	240	208	295
gene-Y11_RS10830	NC_017564.1	2344888	2345418	-	531	633	808	211	687	748	525	266	557	524	587
gene-Y11_RS10835	NC_017564.1	2345576	2346247	-	672	1313	1539	949	1424	1694	1611	1177	1399	1525	2290
gene-Y11_RS10840	NC_017564.1	2346351	2346875	-	525	635	610	465	697	731	822	662	701	684	797
gene-Y11_RS10845	NC_017564.1	2347026	2347328	-	303	636	769	353	834	756	734	692	729	626	994
gene-Y11_RS21765	NC_017564.1	2348022	2348333	-	312	300	210	88	276	317	266	118	208	250	310
gene-Y11_RS10855	NC_017564.1	2348923	2349156	-	234	267	194	80	286	278	256	85	198	245	321
gene-Y11_RS10860	NC_017564.1	2349146	2349442	-	297	327	297	136	396	398	348	137	429	285	363
gene-Y11_RS10865	NC_017564.1	2349556	2350797	-	1242	787	866	1200	1264	1254	1208	1420	2483	1497	1827
gene-Y11_RS10870	NC_017564.1	2351112	2351774	-	663	1613	1920	2673	1946	2319	2108	3016	5304	3420	3822
gene-Y11_RS10875	NC_017564.1	2351994	2352887	+	894	1070	1102	1182	1180	1428	1115	1277	1857	1344	1413
gene-Y11_RS10880	NC_017564.1	2352889	2353644	-	756	4011	4435	3342	4531	5110	4181	4129	6049	4499	5923
gene-Y11_RS10885	NC_017564.1	2353855	2354472	-	618	607	613	479	550	693	535	532	804	618	637
gene-Y11_RS10895	NC_017564.1	2356257	2357126	-	870	2939	3771	5806	4849	4780	4905	6839	8445	6661	7363
gene-Y11_RS10900	NC_017564.1	2357407	2358318	+	912	1051	1341	477	1222	1237	1053	563	1159	1033	1251
gene-Y11_RS10905	NC_017564.1	2358424	2359503	-	1080	33307	37385	68311	54589	54256	65719	75448	81224	83319	85642
gene-Y11_RS10910	NC_017564.1	2359647	2360810	-	1164	41381	43990	60581	57663	57713	67599	67799	68719	83346	86145
gene-Y11_RS10915	NC_017564.1	2360914	2361930	-	1017	12069	12530	13719	16949	16330	15463	14496	14988	18824	20162
gene-Y11_RS10920	NC_017564.1	2362269	2364263	-	1995	33247	29983	47560	43302	46141	49546	52499	54936	64542	60851
gene-Y11_RS10925	NC_017564.1	2364558	2365310	+	753	3924	4130	1799	4122	5277	3233	2043	2335	2901	4227
gene-Y11_RS10935	NC_017564.1	2366008	2367987	-	1980	15342	16595	25155	21145	22953	24334	26958	27397	31878	32838
gene-Y11_RS10940	NC_017564.1	2368991	2370145	+	1155	22736	21401	28387	25955	27305	25707	30161	30346	34983	34741
gene-Y11_RS10945	NC_017564.1	2370211	2370630	-	420	505	581	319	521	502	447	531	568	486	586
gene-Y11_RS10950	NC_017564.1	2370647	2371078	-	432	573	643	430	622	678	553	589	801	659	737
gene-Y11_RS10955	NC_017564.1	2371075	2371404	-	330	533	749	502	615	875	590	726	928	777	921
gene-Y11_RS10960	NC_017564.1	2371531	2372043	+	513	360	527	332	404	555	358	289	730	432	458
gene-Y11_RS10965	NC_017564.1	2372140	2372847	+	708	411	454	776	416	530	489	718	858	620	784
gene-Y11_RS10970	NC_017564.1	2372893	2373624	+	732	2072	2211	5349	2694	2858	3304	5522	6596	4908	4671
gene-Y11_RS10975	NC_017564.1	2373650	2374603	+	954	4616	4876	9932	6468	7411	7744	10681	13025	10683	9977
gene-Y11_RS10980	NC_017564.1	2374791	2375354	+	564	1059	1128	3225	1111	1199	1234	2852	3781	2649	1793
gene-Y11_RS10985	NC_017564.1	2375354	2375776	+	423	623	564	1868	729	738	878	1598	1526	1599	1130
gene-Y11_RS10990	NC_017564.1	2375958	2376842	+	885	9838	8344	12921	11535	12194	12313	13604	12350	15489	15113
gene-Y11_RS10995	NC_017564.1	2376846	2377970	+	1125	7597	6740	10625	9084	10647	11145	12038	10834	13342	14206
gene-Y11_RS11000	NC_017564.1	2378038	2379171	-	1134	743	1083	623	774	1092	755	789	1238	968	1334
gene-Y11_RS11005	NC_017564.1	2379191	2379886	+	696	1677	1799	2358	2025	2196	2151	2768	2788	2865	3194
gene-Y11_RS11010	NC_017564.1	2379922	2380743	+	822	3270	3573	4420	4499	4471	4578	5573	5593	5749	6013
gene-Y11_RS11015	NC_017564.1	2380877	2381431	+	555	3242	3635	3526	4309	4692	4792	4517	3336	5026	5929
gene-Y11_RS11020	NC_017564.1	2381428	2381718	+	291	2198	2420	2691	2845	3360	3297	3287	2942	3703	4449
gene-Y11_RS11025	NC_017564.1	2381956	2382549	+	594	1986	1776	3462	2229	2606	2367	3231	3175	3209	3262
gene-Y11_RS11030	NC_017564.1	2382542	2383672	+	1131	2412	2304	4434	2790	3101	3133	4098	4662	4692	4384
gene-Y11_RS11035	NC_017564.1	2383757	2384497	-	741	3012	3867	3457	4552	4576	4691	4663	4465	5068	6640
gene-Y11_RS11040	NC_017564.1	2384600	2385616	-	1017	2349	2929	2592	3228	3187	3198	3367	3361	3414	4523
gene-Y11_RS11045	NC_017564.1	2385656	2385982	-	327	5118	5657	6084	7198	7296	6771	7044	7296	9077	11069
gene-Y11_RS11050	NC_017564.1	2385982	2386701	-	720	6291	6554	7288	8706	8709	8391	7629	7744	10231	11775
gene-Y11_RS11055	NC_017564.1	2387003	2388145	+	1143	2362	2301	5876	2350	2698	2631	4963	7721	4544	3903
gene-Y11_RS11060	NC_017564.1	2388209	2388481	+	273	2001	1883	5038	2228	2175	2794	4079	5224	4754	3136
gene-Y11_RS11065	NC_017564.1	2388619	2389695	+	1077	3650	3930	8744	5193	5028	5724	8070	8257	9096	7141
gene-Y11_RS11070	NC_017564.1	2389866	2390615	+	750	620	738	650	844	900	712	612	1192	844	846
gene-Y11_RS11075	NC_017564.1	2390684	2392846	-	2163	2144	2315	1304	2363	2638	2251	1555	2121	2238	2676
gene-Y11_RS11085	NC_017564.1	2393505	2393580	+	76	771	592	149	698	760	591	302	427	544	571
gene-Y11_RS11090	NC_017564.1	2393803	2394765	-	963	1906	1593	448	1805	2004	1601	736	914	1443	1765
gene-Y11_RS11095	NC_017564.1	2394871	2395098	-	228	610	505	292	591	589	580	307	500	568	621
gene-Y11_RS21775	NC_017564.1	2395085	2395270	-	186	657	523	316	613	663	617	372	585	638	771
gene-Y11_RS23520	NC_017564.1	2395451	2395618	+	168	471	450	142	511	500	423	182	320	357	443
gene-Y11_RS11105	NC_017564.1	2395789	2397021	-	1233	941	1046	385	997	1267	930	524	924	797	999
gene-Y11_RS22455	NC_017564.1	2397101	2397795	+	695	596	612	313	612	625	491	300	554	559	665
gene-Y11_RS11120	NC_017564.1	2398064	2398999	+	936	742	828	799	817	1048	763	832	1839	987	1099
gene-Y11_RS11125	NC_017564.1	2398996	2399148	-	153	272	342	206	307	452	245	249	534	308	366
gene-Y11_RS11130	NC_017564.1	2399389	2400798	-	1410	1015	1108	416	1125	1165	891	530	1086	783	1007
gene-Y11_RS11135	NC_017564.1	2401140	2402471	-	1332	642	778	310	689	948	702	646	759	650	816
gene-Y11_RS11140	NC_017564.1	2402593	2404755	-	2163	958	1098	462	1110	1096	945	594	1174	884	1052
gene-Y11_RS23925	NC_017564.1	2405066	2405170	-	105	287	206	75	298	289	268	139	171	219	225
gene-Y11_RS11145	NC_017564.1	2405501	2407021	-	1521	1345	1379	1328	1487	1676	1306	1571	2470	1554	1837
gene-Y11_RS11150	NC_017564.1	2407023	2408927	-	1905	2066	2008	1584	2620	2594	2151	2027	2150	2348	3016
gene-Y11_RS11155	NC_017564.1	2408911	2409960	-	1050	544	684	660	571	846	594	701	947	821	873
gene-Y11_RS11160	NC_017564.1	2409970	2410305	-	336	394	548	375	462	639	447	395	572	557	623
gene-Y11_RS11165	NC_017564.1	2410370	2411833	-	1464	800	872	1063	903	985	684	1019	1959	1135	1150
gene-Y11_RS11170	NC_017564.1	2412237	2412488	+	252	935	843	1945	1166	1092	1132	1855	2425	1939	1668
gene-Y11_RS11175	NC_017564.1	2412485	2413270	+	786	2606	2602	5303	3394	3082	3516	5505	7103	5495	5040
gene-Y11_RS11180	NC_017564.1	2413334	2414092	-	759	1118	1546	4559	2210	1931	2473	4852	5719	4455	3656
gene-Y11_RS11185	NC_017564.1	2414089	2415096	-	1008	1232	1585	5305	2039	2080	2817	5661	5438	4412	3982
gene-Y11_RS11190	NC_017564.1	2415086	2416045	-	960	2425	2773	9398	4199	4527	5639	10897	9176	9152	7803
gene-Y11_RS11195	NC_017564.1	2416055	2417008	-	954	13234	13760	34197	21497	21780	26797	38556	52021	44178	37603
gene-Y11_RS11200	NC_017564.1	2417307	2418338	-	1032	638	837	301	931	862	692	388	686	523	812
gene-Y11_RS11205	NC_017564.1	2418561	2419526	-	966	981	1182	510	1247	1382	1112	783	974	1056	1400
gene-Y11_RS11210	NC_017564.1	2420252	2421169	+	918	291	368	149	369	379	321	165	512	242	424
gene-Y11_RS11215	NC_017564.1	2421209	2422699	-	1491	858	1063	887	1016	1070	908	900	1902	1123	1252
gene-Y11_RS11225	NC_017564.1	2423338	2424741	+	1404	3245	3501	7424	3575	3616	3321	5281	10663	4913	5170
gene-Y11_RS11230	NC_017564.1	2425113	2426069	+	957	0	1	1	0	2	2	1	5	1	4
gene-Y11_RS11235	NC_017564.1	2426094	2427143	+	1050	0	2	5	3	1	1	4	2	6	3
gene-Y11_RS11240	NC_017564.1	2427274	2428893	+	1620	1	2	4	1	3	0	3	2	3	0
gene-Y11_RS11245	NC_017564.1	2428973	2429500	-	528	1	1	0	2	3	0	0	2	0	0
gene-Y11_RS11250	NC_017564.1	2429680	2430240	-	561	1	1	1	2	1	0	0	5	0	0
gene-Y11_RS11255	NC_017564.1	2430424	2431926	-	1503	7	0	3	5	3	4	1	11	3	2
gene-Y11_RS11270	NC_017564.1	2435634	2436836	-	1203	1	0	1	0	1	1	0	5	4	1
gene-Y11_RS11275	NC_017564.1	2437280	2439844	+	2565	1362	1664	3409	1670	1641	1573	2634	5503	2464	2604
gene-Y11_RS11280	NC_017564.1	2439912	2440595	-	684	823	726	1007	826	933	645	740	2256	770	975
gene-Y11_RS11290	NC_017564.1	2440791	2441570	-	780	649	688	866	832	957	941	1048	1718	1087	1123
gene-Y11_RS11295	NC_017564.1	2441570	2442658	-	1089	1083	1173	1385	1428	1383	1277	1464	2405	1496	1851
gene-Y11_RS11300	NC_017564.1	2442752	2445028	-	2277	724	762	610	840	954	926	800	1067	793	1089
gene-Y11_RS11305	NC_017564.1	2445315	2446331	-	1017	303	262	280	276	328	281	309	451	317	348
gene-Y11_RS11310	NC_017564.1	2446344	2447447	-	1104	307	295	245	312	294	288	276	451	369	338
gene-Y11_RS11315	NC_017564.1	2447434	2447718	-	285	113	144	104	171	127	136	116	184	180	165
gene-Y11_RS11320	NC_017564.1	2447709	2448764	-	1056	342	243	345	266	359	228	314	601	357	482
gene-Y11_RS11325	NC_017564.1	2448785	2449126	-	342	223	107	187	152	195	136	164	300	219	241
gene-Y11_RS11330	NC_017564.1	2449119	2449637	-	519	98	119	116	134	123	130	111	202	147	176
gene-Y11_RS11335	NC_017564.1	2449630	2450121	-	492	146	147	132	169	165	136	173	353	199	221
gene-Y11_RS11340	NC_017564.1	2450121	2451815	-	1695	373	450	276	395	539	371	343	608	452	504
gene-Y11_RS11345	NC_017564.1	2451793	2452992	-	1200	239	238	100	225	319	235	133	362	217	305
gene-Y11_RS11350	NC_017564.1	2452979	2454007	-	1029	112	163	58	149	183	134	70	215	132	145
gene-Y11_RS11355	NC_017564.1	2454010	2455143	-	1134	139	139	46	116	211	130	68	317	104	211
gene-Y11_RS11360	NC_017564.1	2456030	2456497	+	468	1900	1879	2140	2332	2593	2424	2348	3325	2450	2952
gene-Y11_RS11370	NC_017564.1	2457524	2458390	-	867	451	424	196	446	500	383	302	489	381	539
gene-Y11_RS11375	NC_017564.1	2458406	2459092	-	687	342	315	153	281	275	269	190	311	250	360
gene-Y11_RS11380	NC_017564.1	2459107	2459574	-	468	149	155	93	182	203	202	122	199	179	224
gene-Y11_RS11385	NC_017564.1	2459585	2460574	-	990	350	381	208	362	430	276	281	593	341	460
gene-Y11_RS11390	NC_017564.1	2460571	2460900	-	330	190	293	173	283	299	234	190	355	236	244
gene-Y11_RS11395	NC_017564.1	2460900	2461283	-	384	255	375	262	368	431	393	272	435	412	364
gene-Y11_RS11400	NC_017564.1	2461283	2462551	-	1269	676	954	372	878	841	713	446	806	782	870
gene-Y11_RS11405	NC_017564.1	2462763	2464064	-	1302	1070	1488	824	1353	1485	1216	880	1329	1301	1615
gene-Y11_RS11410	NC_017564.1	2464582	2465667	+	1086	5505	4924	5670	5207	5414	5552	5098	8664	6924	7048
gene-Y11_RS23725	NC_017564.1	2465648	2466109	+	462	1951	1946	2657	2258	2120	2149	2726	4955	3191	3188
gene-Y11_RS11420	NC_017564.1	2466411	2466779	-	369	287	360	238	349	354	275	301	403	327	418
gene-Y11_RS11425	NC_017564.1	2466801	2467421	-	621	582	701	445	706	653	552	544	792	598	767
gene-Y11_RS11430	NC_017564.1	2467433	2468350	-	918	721	775	615	928	899	748	619	1110	771	934
gene-Y11_RS11435	NC_017564.1	2468384	2469754	-	1371	684	914	686	929	1028	725	773	1519	846	1176
gene-Y11_RS11440	NC_017564.1	2469841	2470134	-	294	173	141	260	246	153	199	224	299	247	316
gene-Y11_RS11450	NC_017564.1	2471251	2471916	-	666	143	199	214	196	297	198	243	278	247	244
gene-Y11_RS11455	NC_017564.1	2472006	2472791	-	786	184	197	192	236	361	193	224	313	252	279
gene-Y11_RS11460	NC_017564.1	2472845	2473576	-	732	143	147	105	162	197	110	148	247	138	170
gene-Y11_RS11465	NC_017564.1	2473576	2474769	-	1194	351	298	203	310	481	323	278	454	341	390
gene-Y11_RS11470	NC_017564.1	2474822	2475481	-	660	253	316	147	258	342	280	203	356	299	382
gene-Y11_RS11475	NC_017564.1	2475483	2475908	-	426	216	300	120	285	288	266	161	211	206	319
gene-Y11_RS11480	NC_017564.1	2475911	2476261	-	351	327	363	189	389	455	350	258	588	311	448
gene-Y11_RS11485	NC_017564.1	2476320	2477168	+	849	737	729	749	812	918	814	823	1684	909	993
gene-Y11_RS11490	NC_017564.1	2477279	2477554	+	276	690	712	691	876	941	773	852	1466	950	1161
gene-Y11_RS11495	NC_017564.1	2477562	2478017	+	456	664	775	530	853	1015	782	748	1106	870	1163
gene-Y11_RS11500	NC_017564.1	2478585	2479604	-	1020	1106	1086	1101	1254	1458	1214	1244	1983	1384	1593
gene-Y11_RS11525	NC_017564.1	2482046	2482675	-	630	575	926	234	925	808	566	314	692	436	681
gene-Y11_RS23735	NC_017564.1	2482668	2484611	-	1944	1405	1753	474	2032	1952	1312	698	1299	1151	1601
gene-Y11_RS11540	NC_017564.1	2484608	2485738	-	1131	868	832	261	995	991	611	332	568	643	716
gene-Y11_RS11550	NC_017564.1	2487607	2488368	-	762	484	605	188	496	563	442	257	436	417	517
gene-Y11_RS11555	NC_017564.1	2489062	2490234	-	1173	743	997	266	1048	990	901	401	660	726	1009
gene-Y11_RS23215	NC_017564.1	2490754	2491149	-	396	1033	1316	886	1711	1526	1345	1055	1325	1415	1590
gene-Y11_RS11570	NC_017564.1	2492879	2493544	-	666	532	708	308	677	761	584	409	759	634	839
gene-Y11_RS11575	NC_017564.1	2494085	2494684	+	600	782	521	217	761	856	552	274	529	438	747
gene-Y11_RS11580	NC_017564.1	2494883	2495083	+	201	202	199	79	251	313	212	92	157	144	270
gene-Y11_RS11585	NC_017564.1	2495187	2495573	+	387	186	270	66	249	304	164	92	181	164	196
gene-Y11_RS11590	NC_017564.1	2495618	2496451	+	834	637	936	164	941	1069	537	287	529	668	685
gene-Y11_RS11595	NC_017564.1	2496448	2497809	+	1362	1136	1529	467	1460	1697	1246	713	1076	1108	1532
gene-Y11_RS11600	NC_017564.1	2497806	2498087	+	282	337	371	143	395	524	332	153	357	246	331
gene-Y11_RS11605	NC_017564.1	2498078	2499196	+	1119	1010	1325	330	1306	1337	1017	464	1059	842	929
gene-Y11_RS11615	NC_017564.1	2500498	2501379	+	882	402	527	122	451	602	339	156	342	260	394
gene-Y11_RS11620	NC_017564.1	2501376	2502200	+	825	532	629	213	710	758	458	244	452	481	583
gene-Y11_RS11625	NC_017564.1	2502193	2502942	+	750	617	748	256	665	749	443	264	479	441	563
gene-Y11_RS11630	NC_017564.1	2502947	2503411	+	465	438	520	176	595	542	294	195	314	317	386
gene-Y11_RS11635	NC_017564.1	2503395	2503973	+	579	502	652	194	651	651	388	240	378	354	530
gene-Y11_RS11640	NC_017564.1	2504009	2505382	+	1374	1163	1484	776	1563	1563	1191	909	1445	1476	1774
gene-Y11_RS11645	NC_017564.1	2505434	2505859	-	426	4049	5440	9692	7127	7004	8668	11682	10573	11266	13048
gene-Y11_RS11650	NC_017564.1	2505863	2506873	-	1011	6827	8366	16739	10463	11687	13880	19678	15916	17864	19447
gene-Y11_RS11655	NC_017564.1	2507355	2508566	+	1212	694	685	897	834	986	855	873	2294	1025	1134
gene-Y11_RS11660	NC_017564.1	2508772	2509434	+	663	764	827	570	701	925	590	648	1343	720	806
gene-Y11_RS11665	NC_017564.1	2509493	2510386	-	894	1754	1682	1085	1637	1832	1373	1108	2307	1375	1902
gene-Y11_RS11670	NC_017564.1	2510620	2511777	+	1158	3011	3068	4668	3798	3958	4132	4756	6809	5755	5561
gene-Y11_RS11675	NC_017564.1	2511995	2512828	+	834	6343	6763	7095	9251	9000	8350	8262	12795	9438	10918
gene-Y11_RS11680	NC_017564.1	2512830	2515133	-	2304	1991	2116	1624	2128	2385	1772	1785	2690	1904	2365
gene-Y11_RS11685	NC_017564.1	2515317	2516744	-	1428	1984	2052	2999	2193	2552	2578	3760	4332	3744	3697
gene-Y11_RS11690	NC_017564.1	2516907	2517638	-	732	2258	2082	4797	2816	3052	3106	5037	5138	5030	4111
gene-Y11_RS11695	NC_017564.1	2517823	2520099	-	2277	7058	6985	12153	9032	9088	9786	13349	12987	14408	12947
gene-Y11_RS11700	NC_017564.1	2520411	2521004	+	594	1505	1806	2335	2107	2073	2197	2659	3026	2953	3298
gene-Y11_RS11705	NC_017564.1	2521037	2521342	+	306	897	1151	1136	1265	1395	1311	1291	1363	1457	1420
gene-Y11_RS11710	NC_017564.1	2521445	2522368	-	924	1268	1172	2167	1311	1472	1500	2181	3538	2095	2021
gene-Y11_RS11715	NC_017564.1	2522372	2524267	-	1896	3997	4018	9220	5412	5457	6386	9941	11581	9765	9143
gene-Y11_RS11720	NC_017564.1	2524382	2524963	-	582	2022	2237	2554	2559	2832	2409	3125	3772	2979	4185
gene-Y11_RS11725	NC_017564.1	2524964	2525791	-	828	1494	1691	2246	1907	2118	2091	2829	4115	2476	3160
gene-Y11_RS11730	NC_017564.1	2525871	2526296	-	426	943	1235	1554	1230	1227	1356	2250	3310	1854	2150
gene-Y11_RS11735	NC_017564.1	2526308	2526940	-	633	1910	2206	2822	2786	2485	2808	3539	4431	3789	4078
gene-Y11_RS11740	NC_017564.1	2527453	2528934	+	1482	14451	12965	25720	17968	18462	20509	26267	32068	28736	27444
gene-Y11_RS11745	NC_017564.1	2529185	2529874	+	690	4763	4708	10043	5894	6995	7579	10750	11630	10671	10238
gene-Y11_RS11750	NC_017564.1	2529885	2531045	+	1161	9383	10235	19831	12989	12813	15467	21062	24583	21029	19637
gene-Y11_RS11755	NC_017564.1	2531218	2532000	-	783	636	728	385	678	885	597	466	977	777	820
gene-Y11_RS11760	NC_017564.1	2532275	2532913	-	639	1586	1902	1827	2346	2495	1921	1796	1881	2165	2898
gene-Y11_RS11765	NC_017564.1	2533379	2533660	+	282	619	794	525	820	999	675	657	981	1004	1161
gene-Y11_RS11770	NC_017564.1	2533731	2534969	-	1239	1678	1669	2189	1820	2214	2037	2419	2929	2725	2801
gene-Y11_RS11775	NC_017564.1	2535121	2536551	-	1431	3650	4007	6347	4696	5377	5461	7083	8137	6976	8152
gene-Y11_RS11780	NC_017564.1	2536677	2539529	-	2853	6421	6801	11208	8426	9248	8813	13125	13984	13401	13743
gene-Y11_RS11785	NC_017564.1	2539674	2540981	-	1308	6408	6748	8496	8690	9583	9421	10020	9358	11740	12276
gene-Y11_RS11790	NC_017564.1	2541307	2541927	+	621	2240	2163	3749	2398	2525	2362	3553	4234	3336	2941
gene-Y11_RS11795	NC_017564.1	2541974	2543212	+	1239	3305	2680	4217	2983	3306	2729	4191	5695	4127	3437
gene-Y11_RS11800	NC_017564.1	2543451	2544269	-	819	2320	2868	1801	3032	3423	2618	2194	2620	3008	3708
gene-Y11_RS11805	NC_017564.1	2544553	2544912	-	360	2624	2987	1365	3669	3510	2762	2030	1194	3117	4505
gene-Y11_RS11810	NC_017564.1	2545020	2545673	+	654	3410	3162	2327	3643	4136	3411	2352	4057	3287	4241
gene-Y11_RS11815	NC_017564.1	2545829	2546842	-	1014	8197	8368	5185	9785	11161	8863	6355	5128	8783	11276
gene-Y11_RS11820	NC_017564.1	2547216	2547431	+	216	42901	52286	47650	65528	54481	51622	46467	32324	54862	60591
gene-Y11_RS11825	NC_017564.1	2547568	2549316	+	1749	26176	26392	19899	32236	36376	32705	23463	15548	32903	38279
gene-Y11_RS11830	NC_017564.1	2549474	2551312	+	1839	51906	45546	43854	56432	58201	57303	48935	51078	67907	69130
gene-Y11_RS11845	NC_017564.1	2553058	2553134	+	77	213	262	80	220	291	229	113	190	159	282
gene-Y11_RS21840	NC_017564.1	2553301	2553519	-	219	598	681	237	710	864	714	425	570	642	975
gene-Y11_RS11850	NC_017564.1	2553626	2554789	-	1164	603	723	389	674	931	716	581	698	745	842
gene-Y11_RS11860	NC_017564.1	2555275	2557707	-	2433	326	347	416	357	432	421	513	627	553	660
gene-Y11_RS23960	NC_017564.1	2557700	2557822	-	123	35	38	71	54	86	67	84	105	94	110
gene-Y11_RS11870	NC_017564.1	2557855	2558166	-	312	61	42	84	87	86	81	87	123	136	142
gene-Y11_RS11875	NC_017564.1	2558219	2558734	-	516	308	403	860	549	538	670	898	1197	920	924
gene-Y11_RS11880	NC_017564.1	2558748	2559917	-	1170	100	143	275	189	180	251	293	304	324	282
gene-Y11_RS11885	NC_017564.1	2560072	2560254	-	183	64	83	158	119	92	129	195	256	217	245
gene-Y11_RS11890	NC_017564.1	2560265	2561704	-	1440	396	479	814	646	625	796	865	1147	943	1046
gene-Y11_RS11895	NC_017564.1	2561701	2562309	-	609	131	154	188	177	248	220	237	268	244	284
gene-Y11_RS11900	NC_017564.1	2562302	2563210	-	909	131	140	266	180	211	225	298	243	270	245
gene-Y11_RS11905	NC_017564.1	2563215	2563565	-	351	52	46	99	63	89	87	95	109	90	82
gene-Y11_RS11910	NC_017564.1	2563562	2564203	-	642	23	40	49	29	39	41	51	46	64	75
gene-Y11_RS11915	NC_017564.1	2564304	2565236	-	933	4	2	1	2	0	3	3	2	4	7
gene-Y11_RS11920	NC_017564.1	2565211	2565528	-	318	1	0	0	0	1	1	2	0	2	2
gene-Y11_RS23350	NC_017564.1	2565560	2565724	-	165	2	0	3	1	2	2	1	4	0	5
gene-Y11_RS11925	NC_017564.1	2566074	2566523	-	450	17	26	11	16	26	21	27	32	13	22
gene-Y11_RS11930	NC_017564.1	2566520	2566975	-	456	39	48	40	46	55	41	54	77	63	36
gene-Y11_RS21845	NC_017564.1	2566914	2567180	-	267	24	24	37	49	38	33	53	50	41	23
gene-Y11_RS11935	NC_017564.1	2567071	2567487	-	417	27	31	30	40	34	38	55	44	44	25
gene-Y11_RS11940	NC_017564.1	2567489	2567995	-	507	57	45	63	39	65	59	67	77	79	51
gene-Y11_RS11945	NC_017564.1	2567979	2568188	-	210	30	56	54	43	32	39	66	70	66	43
gene-Y11_RS11950	NC_017564.1	2568191	2568394	-	204	20	41	42	30	21	36	43	53	42	29
gene-Y11_RS11955	NC_017564.1	2568394	2568867	-	474	12	23	33	27	22	29	55	32	56	27
gene-Y11_RS11960	NC_017564.1	2568967	2569626	-	660	71	77	181	105	138	161	230	243	268	197
gene-Y11_RS11965	NC_017564.1	2569630	2570781	-	1152	112	164	300	210	185	262	401	378	361	336
gene-Y11_RS11970	NC_017564.1	2570858	2571712	-	855	95	90	277	179	171	240	346	288	301	346
gene-Y11_RS11975	NC_017564.1	2571866	2573638	+	1773	149	131	195	174	226	165	159	268	215	255
gene-Y11_RS11980	NC_017564.1	2573635	2574399	+	765	145	160	265	191	239	261	268	416	328	314
gene-Y11_RS11985	NC_017564.1	2574396	2575433	+	1038	192	194	208	211	272	266	259	304	339	301
gene-Y11_RS11990	NC_017564.1	2575546	2575824	+	279	116	154	110	205	191	147	131	161	178	235
gene-Y11_RS11995	NC_017564.1	2576231	2576425	-	195	0	0	1	0	0	0	3	0	1	0
gene-Y11_RS12000	NC_017564.1	2576563	2576922	-	360	2	7	3	5	5	5	3	7	8	6
gene-Y11_RS12005	NC_017564.1	2576945	2579224	-	2280	330	486	303	375	414	356	260	609	376	435
gene-Y11_RS12010	NC_017564.1	2579362	2579667	-	306	246	350	316	324	320	315	322	592	376	522
gene-Y11_RS12015	NC_017564.1	2579667	2579939	-	273	186	336	338	286	303	256	338	726	376	451
gene-Y11_RS12020	NC_017564.1	2580005	2580316	-	312	188	278	286	291	270	250	279	561	341	270
gene-Y11_RS12025	NC_017564.1	2580328	2580513	-	186	110	114	129	211	158	140	138	244	154	137
gene-Y11_RS12030	NC_017564.1	2580523	2581032	-	510	540	359	513	543	578	498	547	887	604	577
gene-Y11_RS21850	NC_017564.1	2581064	2581285	-	222	587	473	506	518	638	537	622	921	626	596
gene-Y11_RS12035	NC_017564.1	2581403	2581978	+	576	1837	2230	2408	2120	2132	2218	3007	3937	2455	2483
gene-Y11_RS12040	NC_017564.1	2582048	2583103	+	1056	1693	2124	2175	2149	2175	2060	2386	3932	2425	2562
gene-Y11_RS12045	NC_017564.1	2583363	2584694	-	1332	828	1136	640	1026	1167	934	801	1243	1003	1333
gene-Y11_RS12050	NC_017564.1	2584747	2585832	-	1086	864	985	511	949	1020	809	624	1103	769	1049
gene-Y11_RS12055	NC_017564.1	2585850	2587721	-	1872	1208	1521	754	1470	1570	1269	886	1763	1168	1487
gene-Y11_RS12060	NC_017564.1	2588077	2588937	-	861	606	805	285	652	741	539	292	746	529	583
