# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9951170_sorted.bam" "SRR9951163_sorted.bam" "SRR9951173_sorted.bam" "SRR9951167_sorted.bam" "SRR9951164_sorted.bam" "SRR9951166_sorted.bam" "SRR9951171_sorted.bam" "SRR9951169_sorted.bam" "SRR9951168_sorted.bam" "SRR9951176_sorted.bam" "SRR9951174_sorted.bam" "SRR9951177_sorted.bam" "SRR9951172_sorted.bam" "SRR9951165_sorted.bam" "SRR9951175_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9951170_sorted.bam	SRR9951163_sorted.bam	SRR9951173_sorted.bam	SRR9951167_sorted.bam	SRR9951164_sorted.bam	SRR9951166_sorted.bam	SRR9951171_sorted.bam	SRR9951169_sorted.bam	SRR9951168_sorted.bam	SRR9951176_sorted.bam	SRR9951174_sorted.bam	SRR9951177_sorted.bam	SRR9951172_sorted.bam	SRR9951165_sorted.bam	SRR9951175_sorted.bam
gene-FTB24_10060	CP045224.1	2208377	2209207	-	831	58	38	90	40	49	49	62	54	102	59	41	78	40	61	56
gene-FTB24_10065	CP045224.1	2209558	2210460	-	903	711	593	938	404	664	524	635	627	568	661	1189	1314	576	630	733
gene-FTB24_10070	CP045224.1	2210510	2210971	-	462	173	226	442	159	181	180	207	193	168	203	535	567	189	216	213
gene-FTB24_10075	CP045224.1	2211032	2211487	-	456	128	157	437	104	142	149	129	141	183	156	420	577	149	155	174
gene-FTB24_10080	CP045224.1	2211459	2211722	-	264	98	78	336	58	90	91	83	99	101	96	326	485	78	85	87
gene-FTB24_10085	CP045224.1	2211819	2212535	-	717	75	81	350	80	87	90	103	71	124	74	413	496	81	105	123
gene-FTB24_10090	CP045224.1	2212532	2213215	-	684	105	99	536	97	101	116	103	101	163	123	640	729	89	159	142
gene-FTB24_10095	CP045224.1	2213212	2214057	-	846	215	164	1002	191	165	232	201	183	253	218	1248	1463	170	336	275
gene-FTB24_10100	CP045224.1	2214171	2214761	-	591	701	477	1075	479	536	751	617	698	591	507	1733	1606	545	916	594
gene-FTB24_10105	CP045224.1	2215051	2215284	+	234	6267	5908	5709	6889	7564	7393	7777	4816	5347	7349	8581	10641	6886	9966	9263
gene-FTB24_10110	CP045224.1	2215507	2217894	-	2388	2889	2412	4124	3058	2584	2768	3051	2682	2441	2243	5410	5386	2901	2295	2097
gene-FTB24_10115	CP045224.1	2218086	2218841	-	756	11286	9229	7705	8028	8637	13706	9209	11916	12046	8917	11643	10045	7875	14552	8704
gene-FTB24_10120	CP045224.1	2218866	2220017	-	1152	18356	15174	12882	13373	14277	23738	15519	19729	20995	14579	18862	16959	13135	23279	14286
gene-FTB24_10130	CP045224.1	2220517	2221635	-	1119	3897	2818	2097	2966	3210	3310	3324	3719	3195	2898	2803	2537	3054	3850	3175
gene-FTB24_10150	CP045224.1	2223013	2224002	-	990	501	374	483	414	396	448	435	562	414	336	470	495	374	308	344
gene-FTB24_10155	CP045224.1	2224262	2225515	+	1254	26	24	127	23	36	21	49	41	92	32	34	99	48	17	51
gene-FTB24_10160	CP045224.1	2225612	2225836	+	225	7704	3595	2394	2807	4590	5620	7472	7514	4994	5610	4793	3169	6185	5063	4167
gene-FTB24_10165	CP045224.1	2226292	2226534	-	243	215	207	383	131	230	186	193	196	207	197	524	688	173	252	201
gene-FTB24_10170	CP045224.1	2226573	2227931	-	1359	169	267	271	116	221	205	197	194	276	280	332	346	201	312	291
gene-FTB24_10175	CP045224.1	2227933	2228640	-	708	116	179	177	91	169	160	168	135	244	180	209	194	156	226	236
gene-FTB24_10180	CP045224.1	2228953	2230260	-	1308	77	72	275	83	98	110	67	127	259	99	105	317	112	68	116
gene-FTB24_10185	CP045224.1	2230337	2231623	-	1287	52	79	300	72	68	88	68	106	278	66	150	288	86	54	126
gene-FTB24_10190	CP045224.1	2231902	2233224	-	1323	341	375	537	302	377	525	371	406	471	386	497	624	391	373	389
gene-FTB24_10195	CP045224.1	2233224	2235218	-	1995	430	403	506	316	444	380	424	450	400	384	524	702	409	351	440
gene-FTB24_10200	CP045224.1	2235305	2236552	-	1248	261	231	341	139	250	176	232	242	291	237	305	381	281	181	235
gene-FTB24_10205	CP045224.1	2236770	2237315	+	546	1192	817	658	692	1052	851	1053	1100	808	915	887	1026	939	1035	1065
gene-FTB24_10210	CP045224.1	2237329	2238015	+	687	1244	899	714	755	1173	897	1210	1123	908	1130	1028	1092	977	1092	1246
gene-FTB24_10215	CP045224.1	2238139	2238759	-	621	645	392	560	620	470	713	524	662	783	367	671	674	478	643	389
gene-FTB24_10220	CP045224.1	2238749	2239771	-	1023	792	526	925	1099	530	1066	646	900	1247	415	1047	853	691	827	469
gene-FTB24_10225	CP045224.1	2239772	2240410	-	639	483	389	594	743	332	659	432	609	807	328	663	595	482	501	332
gene-FTB24_10230	CP045224.1	2240537	2241688	-	1152	368	238	371	448	238	362	294	437	405	209	462	398	311	275	207
gene-FTB24_10235	CP045224.1	2242110	2242922	+	813	6243	2596	2020	3030	4621	4649	4159	6209	3768	2947	3328	3456	3323	6115	3233
gene-FTB24_10240	CP045224.1	2243010	2243201	-	192	2853	1278	780	1599	2104	1827	2409	2415	1193	1817	1546	1408	1875	1802	1855
gene-FTB24_10245	CP045224.1	2243433	2243690	-	258	131	177	169	73	175	120	178	142	115	128	238	237	217	132	163
gene-FTB24_10250	CP045224.1	2243820	2244938	-	1119	2138	2304	1718	1434	2482	2319	2475	2307	3236	2495	2242	2305	2058	3454	2700
gene-FTB24_10255	CP045224.1	2245202	2245351	+	150	1607	1041	824	804	1392	767	1260	1306	710	1391	1033	1588	1141	955	1387
gene-FTB24_10260	CP045224.1	2245582	2246526	-	945	135	284	182	97	162	73	89	102	127	78	111	315	175	99	174
gene-FTB24_10265	CP045224.1	2246528	2247805	-	1278	69	54	178	93	77	71	62	105	183	62	88	197	76	48	91
gene-FTB24_10270	CP045224.1	2247904	2248698	-	795	42	48	111	45	45	46	35	74	107	53	54	107	54	47	84
gene-FTB24_10275	CP045224.1	2248698	2249678	-	981	73	29	107	56	50	57	50	86	108	58	42	95	47	66	69
gene-FTB24_10280	CP045224.1	2249695	2250585	-	891	13	19	144	14	38	6	22	55	87	31	40	165	31	4	56
gene-FTB24_10285	CP045224.1	2250627	2251376	-	750	13	21	143	14	25	4	17	49	117	26	24	147	30	5	44
gene-FTB24_10290	CP045224.1	2251525	2252265	+	741	107	70	82	77	47	65	110	160	38	81	82	86	132	70	58
gene-FTB24_10295	CP045224.1	2252574	2254193	+	1620	1036	839	1025	713	669	3373	911	968	1083	816	1344	1265	994	3634	749
gene-FTB24_10300	CP045224.1	2254565	2254759	+	195	160	174	166	187	283	333	372	289	167	238	311	235	254	419	203
gene-FTB24_10305	CP045224.1	2255029	2255352	-	324	1401	513	555	712	957	829	912	1148	518	505	761	839	683	1038	711
gene-FTB24_10310	CP045224.1	2255397	2255666	-	270	1013	391	401	508	673	699	660	809	414	367	616	609	480	783	472
gene-FTB24_10315	CP045224.1	2255916	2256197	-	282	6	11	29	7	10	7	6	9	31	12	6	22	10	1	11
gene-FTB24_10320	CP045224.1	2256510	2257319	+	810	671	392	308	377	607	372	667	643	352	485	418	416	617	490	466
gene-FTB24_10325	CP045224.1	2257361	2257627	+	267	439	175	129	234	397	204	431	401	248	222	158	182	327	262	222
gene-FTB24_10330	CP045224.1	2257909	2258673	+	765	640	414	462	305	588	664	571	657	670	512	561	574	455	1005	503
gene-FTB24_10335	CP045224.1	2258734	2259018	+	285	514	431	501	224	459	434	484	499	389	455	621	650	405	499	480
gene-FTB24_10340	CP045224.1	2259467	2260009	+	543	509	499	562	314	454	385	518	446	407	441	778	724	428	558	398
gene-FTB24_10350	CP045224.1	2260568	2262112	-	1545	1663	2214	2564	1690	1726	1104	1869	1723	1329	1948	3263	3516	1742	882	2049
gene-FTB24_10355	CP045224.1	2262133	2263212	-	1080	859	1113	1365	1045	840	603	918	902	727	914	1986	1954	856	438	1039
gene-FTB24_10360	CP045224.1	2263266	2264555	-	1290	738	891	916	662	642	431	796	790	478	878	1385	1403	715	356	796
gene-FTB24_10365	CP045224.1	2265358	2265789	-	432	639	656	545	561	718	585	840	734	541	605	616	731	672	568	598
gene-FTB24_10370	CP045224.1	2265821	2266291	-	471	767	752	662	672	799	777	937	833	777	631	780	872	772	682	709
gene-FTB24_10375	CP045224.1	2266295	2267254	-	960	1118	954	973	948	1054	1185	1263	1122	1300	848	1118	1207	1103	898	948
gene-FTB24_10380	CP045224.1	2267301	2267804	-	504	330	225	403	287	299	343	348	310	381	243	336	457	290	222	305
gene-FTB24_10385	CP045224.1	2268271	2268609	-	339	7945	5299	4478	4840	7108	5471	7558	6959	3231	5804	6792	6740	8239	6346	6234
gene-FTB24_10390	CP045224.1	2268767	2269138	-	372	1840	1587	1125	977	1966	1547	2053	1684	1055	1532	1784	1758	1730	1915	1609
gene-FTB24_10395	CP045224.1	2269186	2269794	-	609	1667	1305	1136	957	1561	1342	1594	1455	979	1230	1500	1555	1380	1557	1246
gene-FTB24_10400	CP045224.1	2269819	2271186	-	1368	2186	1527	1725	1416	1797	1845	1843	2334	1555	1671	2382	2263	1591	2019	1569
gene-FTB24_10405	CP045224.1	2271702	2273096	-	1395	34	37	144	18	38	23	43	64	113	28	68	126	51	27	60
gene-FTB24_10410	CP045224.1	2273282	2273971	-	690	31	40	119	20	36	34	19	61	77	21	40	127	30	26	45
gene-FTB24_10415	CP045224.1	2273972	2275075	-	1104	47	40	197	51	64	48	45	116	194	69	61	203	66	33	90
gene-FTB24_10420	CP045224.1	2275092	2275862	-	771	23	21	95	23	27	15	19	46	104	36	42	101	36	23	35
gene-FTB24_10425	CP045224.1	2275925	2276728	-	804	108	75	153	90	95	91	91	153	189	70	76	181	98	110	96
gene-FTB24_10430	CP045224.1	2276721	2276915	-	195	99	56	96	72	77	63	67	102	125	59	55	102	62	96	68
gene-FTB24_10435	CP045224.1	2276969	2278270	-	1302	166	119	261	135	158	134	125	214	322	143	124	288	155	174	157
gene-FTB24_10440	CP045224.1	2278612	2281095	-	2484	994	1116	1072	846	1000	858	1053	1163	1101	945	1095	1404	910	744	1080
gene-FTB24_10445	CP045224.1	2281537	2282649	+	1113	2173	1217	1969	1891	1061	1684	1699	2208	640	963	2709	1742	2609	1111	640
gene-FTB24_10450	CP045224.1	2282683	2283348	+	666	853	525	1160	1087	398	759	696	918	316	356	1381	959	1108	399	241
gene-FTB24_10455	CP045224.1	2283371	2284564	+	1194	1205	825	2046	1905	649	1200	1050	1116	502	656	2568	1853	1736	604	461
gene-FTB24_10460	CP045224.1	2284670	2285131	+	462	510	356	588	699	288	434	452	427	202	287	912	646	639	270	202
gene-FTB24_10465	CP045224.1	2285533	2285961	+	429	458	509	275	274	603	332	636	651	267	579	464	393	495	424	598
gene-FTB24_10470	CP045224.1	2286171	2287622	-	1452	4168	4784	3491	2425	3731	2546	5056	3302	2290	4665	6323	4701	4816	3560	3597
gene-FTB24_10475	CP045224.1	2288091	2289356	+	1266	3640	2519	2265	2352	3059	1694	3463	2961	1460	2509	3108	2950	3196	2407	2374
gene-FTB24_10480	CP045224.1	2289395	2289850	+	456	2128	1440	1014	1386	2025	1059	2063	1883	876	1556	1738	1593	1862	1253	1634
gene-FTB24_10485	CP045224.1	2289994	2290365	-	372	7157	3554	3196	3823	4824	3160	5409	5611	2815	3306	4972	5301	4801	4215	3554
gene-FTB24_10490	CP045224.1	2290368	2290736	-	369	4851	2550	2358	2664	3204	2365	3499	3976	2252	2212	3568	3922	3198	3080	2449
gene-FTB24_10495	CP045224.1	2291007	2291894	-	888	89174	53138	49671	71985	70858	84466	72526	80765	68991	58484	66430	76553	64827	79950	73776
gene-FTB24_10500	CP045224.1	2291902	2292219	-	318	38300	20590	16992	27955	27604	33132	30065	33798	22705	23346	25758	29155	24437	33531	29667
gene-FTB24_10505	CP045224.1	2292375	2293607	-	1233	1629	1657	2195	1845	1380	2381	1687	1820	3177	1349	2680	2423	1585	2017	1344
gene-FTB24_10510	CP045224.1	2293597	2294268	-	672	1324	1269	1684	1482	1102	1865	1277	1403	2475	1070	2166	1866	1220	1559	1051
gene-FTB24_10515	CP045224.1	2294284	2295129	-	846	1260	1200	1925	1579	1049	1889	1334	1452	2427	1002	2204	2184	1190	1584	1139
gene-FTB24_10520	CP045224.1	2295146	2295820	-	675	1030	833	1226	1111	873	1334	962	1167	1616	719	1348	1422	902	1044	806
gene-FTB24_10525	CP045224.1	2295834	2296562	-	729	463	420	588	473	460	720	548	577	746	375	646	584	454	609	422
gene-FTB24_10530	CP045224.1	2296689	2297378	-	690	15810	6477	6936	12092	8274	15044	9667	13885	14839	6846	9763	9048	8712	19295	6393
gene-FTB24_10535	CP045224.1	2297386	2297949	-	564	15400	6134	6092	11545	7846	14777	9150	13192	14976	6491	9244	8300	8515	18459	6003
gene-FTB24_10540	CP045224.1	2297951	2298919	-	969	23831	10125	11005	18642	12018	23726	13553	20540	24879	10401	15595	14053	13145	29946	9427
gene-FTB24_10545	CP045224.1	2299411	2300037	+	627	177	120	246	112	144	240	149	196	222	154	213	315	137	330	167
gene-FTB24_10550	CP045224.1	2300015	2300419	+	405	221	163	180	127	164	263	206	197	202	176	230	253	174	325	181
gene-FTB24_10555	CP045224.1	2300422	2300895	+	474	306	222	203	167	219	295	265	290	242	256	352	344	236	419	280
gene-FTB24_10560	CP045224.1	2301445	2302110	+	666	10	25	68	17	24	12	25	33	46	26	62	89	24	17	46
gene-FTB24_10565	CP045224.1	2302132	2303064	+	933	431	309	282	214	369	246	329	369	252	287	389	410	360	288	319
gene-FTB24_10570	CP045224.1	2303085	2303726	+	642	1292	893	776	743	1098	744	1013	1100	621	825	1071	1084	1018	910	876
gene-FTB24_10575	CP045224.1	2303846	2304178	-	333	1717	1187	1027	919	1630	1184	1582	1589	926	1242	1506	1593	1280	1560	1416
gene-FTB24_10580	CP045224.1	2304444	2305064	+	621	1223	736	596	822	912	732	1004	1053	501	823	923	682	949	862	758
gene-FTB24_10585	CP045224.1	2305377	2306201	-	825	178	194	174	93	166	127	207	192	167	164	223	197	151	221	198
gene-FTB24_10590	CP045224.1	2306212	2307615	-	1404	147	172	326	86	148	134	164	180	260	186	208	353	128	153	203
gene-FTB24_10595	CP045224.1	2307619	2308344	-	726	83	65	161	46	75	45	71	87	93	83	116	172	81	55	100
gene-FTB24_10600	CP045224.1	2308456	2309229	-	774	29	29	64	14	25	29	28	35	72	36	47	68	24	20	37
gene-FTB24_10605	CP045224.1	2309235	2310122	-	888	43	65	143	38	46	43	44	95	146	49	94	184	44	39	70
gene-FTB24_10610	CP045224.1	2310135	2311157	-	1023	20	38	64	11	26	24	22	44	57	29	35	65	24	32	30
gene-FTB24_10615	CP045224.1	2312206	2312382	+	177	10155	15114	8863	10502	15444	10097	12856	15479	6700	14729	15649	15909	12088	11973	19325
gene-FTB24_10620	CP045224.1	2313534	2315381	-	1848	2255	2107	1218	1236	2368	1604	2477	2286	1455	2177	1937	1966	2127	2130	2141
gene-FTB24_10625	CP045224.1	2315662	2316624	-	963	3901	2356	1954	2671	2773	2422	2891	3377	2161	2331	2729	2951	2787	3014	2438
gene-FTB24_10630	CP045224.1	2316815	2317366	+	552	2484	1350	1113	1560	1861	1735	1900	2315	1643	1525	1456	1588	1798	2375	1692
gene-FTB24_10635	CP045224.1	2317901	2318188	-	288	5	6	5	4	4	1	6	7	9	1	5	7	4	3	2
gene-FTB24_10640	CP045224.1	2320150	2320305	+	156	8	3	14	2	8	4	3	4	8	8	3	8	4	1	6
gene-FTB24_10660	CP045224.1	2322111	2323229	+	1119	2644	1849	1391	1749	1968	2624	2005	2637	3342	1811	1830	1838	1809	3410	1994
gene-FTB24_10670	CP045224.1	2324332	2324649	+	318	1295	418	254	773	663	1039	666	1091	764	438	299	370	676	1410	483
gene-FTB24_10675	CP045224.1	2324734	2327091	-	2358	955	919	949	656	924	564	974	971	686	996	1259	1216	849	721	1025
gene-FTB24_10680	CP045224.1	2327509	2328966	-	1458	9798	9612	8057	8243	10841	5293	9906	11292	5148	9666	10979	10653	8345	5114	11357
gene-FTB24_10685	CP045224.1	2328966	2331440	-	2475	5571	6695	7672	6499	6273	3213	6289	7002	4773	5702	9910	8433	5236	2618	6524
gene-FTB24_10690	CP045224.1	2332533	2332613	-	81	150	163	70	117	177	130	162	149	104	165	101	101	179	111	141
gene-FTB24_10695	CP045224.1	2332723	2334453	-	1731	1578	1223	756	827	1519	1145	1502	1534	1007	1276	1077	1147	1410	1163	1417
gene-FTB24_10700	CP045224.1	2334937	2335923	+	987	1281	435	389	624	678	1046	656	1253	710	483	416	580	555	1290	612
gene-FTB24_10705	CP045224.1	2336233	2337030	+	798	950	443	472	615	793	491	896	874	397	557	659	608	659	539	567
gene-FTB24_10710	CP045224.1	2337133	2337732	+	600	2652	1461	1155	1659	1979	1500	2153	2383	800	1432	1613	1578	1870	1552	1500
gene-FTB24_10715	CP045224.1	2337932	2339791	-	1860	202	337	351	170	248	166	271	201	250	284	302	400	318	170	346
gene-FTB24_10720	CP045224.1	2340245	2341210	-	966	734	430	564	656	251	673	427	519	332	318	497	652	662	341	287
gene-FTB24_10725	CP045224.1	2341302	2342057	-	756	284	193	303	268	105	368	215	273	193	162	291	326	324	176	140
gene-FTB24_10730	CP045224.1	2342054	2343010	-	957	285	149	288	210	72	312	145	240	129	114	274	251	284	178	83
gene-FTB24_10735	CP045224.1	2343000	2343953	-	954	395	253	397	318	117	354	249	409	199	211	452	375	421	282	180
gene-FTB24_10740	CP045224.1	2344213	2345193	-	981	725	745	886	515	634	508	737	691	517	652	1213	1496	693	591	776
gene-FTB24_10745	CP045224.1	2345250	2346452	-	1203	834	676	1036	533	709	623	756	786	667	800	1489	1736	762	733	755
gene-FTB24_10750	CP045224.1	2346637	2347200	+	564	1504	1365	1147	941	1607	1209	1703	1611	1141	1484	1459	1444	1305	1467	1481
gene-FTB24_10755	CP045224.1	2347315	2348106	-	792	1460	1174	1540	1547	1333	1604	1530	1474	1574	1018	1720	1808	1352	1384	1032
gene-FTB24_10760	CP045224.1	2348134	2349222	-	1089	1787	1385	2026	2244	1613	2016	1837	1797	2177	1149	2490	2258	1753	1599	1171
gene-FTB24_10765	CP045224.1	2349276	2350514	-	1239	968	883	1155	1275	868	1218	1007	961	1336	689	1531	1286	1040	954	700
gene-FTB24_10770	CP045224.1	2350492	2351568	-	1077	623	629	1096	881	690	813	791	707	974	521	1148	1225	699	623	531
gene-FTB24_10775	CP045224.1	2351630	2352766	-	1137	9599	6280	6605	9447	7956	7522	8727	9909	6802	5618	9291	8350	8144	6157	6065
gene-FTB24_10780	CP045224.1	2352767	2354329	-	1563	6135	4625	6820	7828	5017	6761	5712	6873	6618	3652	8482	7551	5788	5091	3844
gene-FTB24_10785	CP045224.1	2354416	2357175	-	2760	14099	9227	14687	17617	10612	15109	11925	14800	14152	7856	19502	16806	11901	10777	7628
gene-FTB24_10790	CP045224.1	2357165	2357794	-	630	866	595	1177	896	694	968	834	1001	767	458	1457	1251	673	673	491
gene-FTB24_10795	CP045224.1	2357880	2358458	-	579	1730	1235	1510	1348	1175	1710	1430	1641	1213	921	1735	1790	1282	1309	971
gene-FTB24_10800	CP045224.1	2358497	2359075	-	579	1580	1174	1378	1287	1024	1562	1259	1505	909	800	1857	1692	1152	1143	802
gene-FTB24_10805	CP045224.1	2359404	2360840	+	1437	1388	1323	953	1008	1629	965	1529	1595	860	1621	1286	1403	1309	1258	1858
gene-FTB24_10810	CP045224.1	2360931	2362814	-	1884	147	165	356	132	202	144	194	196	239	185	221	454	202	189	229
gene-FTB24_10815	CP045224.1	2362987	2363691	+	705	44	42	69	31	50	28	45	56	78	99	58	112	30	71	86
gene-FTB24_10820	CP045224.1	2363804	2364340	+	537	598	477	560	326	585	403	602	616	374	587	875	923	468	580	590
gene-FTB24_10825	CP045224.1	2364507	2365127	-	621	727	622	690	471	729	509	693	718	701	714	822	894	569	688	708
gene-FTB24_10830	CP045224.1	2365338	2367869	-	2532	92667	59517	65501	120938	65705	114937	63122	92294	146402	57518	88764	96367	57731	97068	80847
gene-FTB24_10835	CP045224.1	2367975	2368592	-	618	1016	489	786	1048	661	845	679	1136	923	440	1034	1073	599	661	584
gene-FTB24_10840	CP045224.1	2368951	2369835	-	885	1175	1153	721	571	1133	1184	1177	1051	1147	1268	1106	1168	991	1707	1326
gene-FTB24_10845	CP045224.1	2370027	2371277	-	1251	1006	1120	547	541	948	1122	1074	884	1382	1163	747	864	891	1803	1261
gene-FTB24_10850	CP045224.1	2371523	2372287	-	765	932	702	1051	424	605	554	715	815	859	753	1397	1696	592	1072	807
gene-FTB24_10855	CP045224.1	2372281	2373006	-	726	1341	1077	1662	667	942	919	1148	1142	1261	1197	2036	2644	908	1673	1201
gene-FTB24_10860	CP045224.1	2373008	2373376	-	369	597	493	730	313	448	405	537	511	547	616	929	1194	448	787	513
gene-FTB24_10865	CP045224.1	2373552	2375096	-	1545	3236	3490	1642	1507	3278	2404	4125	2542	1974	3502	2313	2432	3376	3464	3551
gene-FTB24_10870	CP045224.1	2375703	2377763	-	2061	1662	959	888	1293	1237	1444	1399	1505	937	930	1304	1266	1340	1395	885
gene-FTB24_10875	CP045224.1	2377764	2378558	-	795	732	335	430	471	398	536	482	616	387	309	543	507	523	562	318
gene-FTB24_10880	CP045224.1	2378811	2379728	+	918	376	148	236	153	180	153	302	215	181	295	197	189	192	438	202
gene-FTB24_10885	CP045224.1	2379870	2381051	-	1182	522	359	434	370	477	383	466	540	439	435	418	608	373	371	509
gene-FTB24_10890	CP045224.1	2381408	2382676	-	1269	597	497	773	317	495	549	493	590	402	565	931	1107	418	622	743
gene-FTB24_10895	CP045224.1	2382687	2383502	-	816	185	183	224	106	144	158	209	230	128	231	344	338	125	240	240
gene-FTB24_10900	CP045224.1	2383508	2384707	-	1200	242	267	550	176	250	302	216	326	307	402	662	847	190	352	441
gene-FTB24_10905	CP045224.1	2384718	2385542	-	825	78	77	185	39	46	70	60	108	108	88	190	210	67	97	122
gene-FTB24_10910	CP045224.1	2385535	2386251	-	717	143	150	403	94	120	130	110	189	214	168	300	500	133	147	259
gene-FTB24_10915	CP045224.1	2386323	2386679	-	357	37	39	126	32	38	37	40	54	60	43	84	148	42	28	64
gene-FTB24_10920	CP045224.1	2387040	2387492	+	453	24	18	65	15	12	19	22	27	35	19	25	51	26	13	21
gene-FTB24_10925	CP045224.1	2387496	2388458	+	963	48	33	149	28	45	40	47	72	79	52	61	130	55	23	54
gene-FTB24_10930	CP045224.1	2388446	2389201	+	756	40	49	122	44	40	36	39	79	103	62	63	98	53	40	69
gene-FTB24_10935	CP045224.1	2389267	2389569	-	303	299	232	224	141	247	191	319	327	188	285	284	288	231	230	226
gene-FTB24_10940	CP045224.1	2389708	2390340	-	633	83	80	123	81	82	73	131	113	126	99	86	135	70	78	93
gene-FTB24_10945	CP045224.1	2390363	2391148	-	786	70	48	126	83	75	83	79	98	156	77	73	127	77	86	72
gene-FTB24_10950	CP045224.1	2391172	2391966	-	795	75	51	140	63	63	64	70	76	122	57	52	140	66	54	81
gene-FTB24_10955	CP045224.1	2392260	2392562	-	303	104	65	77	51	62	34	66	69	26	44	72	76	74	28	74
gene-FTB24_10960	CP045224.1	2392849	2394099	+	1251	38	66	154	47	46	45	47	85	72	69	146	215	60	58	68
gene-FTB24_10965	CP045224.1	2394296	2395165	+	870	2676	2203	2049	1667	2194	2136	2336	2335	2156	2271	2829	2875	2123	2557	2493
gene-FTB24_10970	CP045224.1	2395219	2395407	-	189	33018	23898	16794	24777	31454	27132	31516	33929	24141	25841	30730	25259	27344	28077	29029
gene-FTB24_10975	CP045224.1	2395568	2396158	-	591	70837	54242	37108	55156	63452	60333	62614	67862	43468	47575	65190	52807	60387	57547	53762
gene-FTB24_10980	CP045224.1	2396185	2397093	-	909	49642	34169	29008	44522	36094	51519	41087	50546	35039	27012	50433	37278	39042	41834	28871
gene-FTB24_10985	CP045224.1	2397330	2397956	-	627	130	108	154	91	122	143	111	136	275	122	131	192	129	170	141
gene-FTB24_10990	CP045224.1	2397975	2400032	-	2058	152	202	403	238	238	273	185	242	735	179	260	483	170	319	280
gene-FTB24_10995	CP045224.1	2400057	2401751	-	1695	165	134	292	141	192	245	137	157	482	153	178	364	154	289	205
gene-FTB24_11000	CP045224.1	2401780	2401857	-	78	23	18	38	16	24	24	19	16	44	12	22	39	22	53	22
gene-FTB24_11005	CP045224.1	2402283	2402915	-	633	7230	3386	3424	4738	5645	7430	5409	5648	5802	4408	4506	5892	4474	10965	5048
gene-FTB24_11020	CP045224.1	2405157	2405909	+	753	1145	934	821	759	1140	719	1119	1133	789	1090	982	1094	1023	939	1136
gene-FTB24_11025	CP045224.1	2406114	2407379	-	1266	2090	1683	1373	1338	1961	1124	1886	1981	1126	1962	1674	1949	1731	1439	2047
gene-FTB24_11030	CP045224.1	2407618	2408112	-	495	407	167	479	150	147	231	325	244	299	298	137	321	159	376	195
gene-FTB24_11035	CP045224.1	2408228	2409445	-	1218	168	113	285	118	118	160	128	204	290	115	122	312	102	158	141
gene-FTB24_11040	CP045224.1	2410154	2412010	-	1857	825	1110	931	552	925	754	1096	777	697	928	1259	1271	1042	952	1014
gene-FTB24_11045	CP045224.1	2412529	2413368	-	840	452	462	395	372	476	716	553	386	725	489	528	629	424	813	495
gene-FTB24_11050	CP045224.1	2413569	2415266	-	1698	19444	12755	13106	19690	12724	19990	15096	16712	15487	11474	19521	17414	15713	16825	12060
gene-FTB24_11055	CP045224.1	2415331	2415921	-	591	4838	3119	3165	4184	3050	5010	3673	4211	3393	2657	4587	4124	3625	4371	2980
gene-FTB24_11060	CP045224.1	2416031	2416828	-	798	31	36	234	34	41	26	39	102	177	64	60	273	65	21	114
gene-FTB24_11065	CP045224.1	2417190	2417711	+	522	641	383	426	264	431	382	478	518	308	368	535	542	482	449	353
gene-FTB24_11070	CP045224.1	2418022	2419233	-	1212	474	308	434	291	353	335	416	487	283	268	410	562	372	352	330
gene-FTB24_11075	CP045224.1	2419450	2421579	-	2130	239	256	275	161	278	213	307	276	227	298	314	352	279	257	294
gene-FTB24_11080	CP045224.1	2421560	2422327	-	768	82	91	233	61	76	50	89	88	118	106	182	249	93	68	96
gene-FTB24_11085	CP045224.1	2422691	2423626	-	936	416	411	367	249	386	257	474	354	351	324	328	461	404	319	364
gene-FTB24_11095	CP045224.1	2424662	2426698	-	2037	5598	4602	3915	5062	4217	5413	4947	4707	4217	4344	5844	5886	4726	4829	5035
gene-FTB24_11100	CP045224.1	2426868	2427545	-	678	26	27	69	31	43	20	19	40	72	37	28	87	37	17	40
gene-FTB24_11105	CP045224.1	2427753	2429447	-	1695	153	119	330	182	131	185	128	206	389	158	131	330	163	136	168
gene-FTB24_11110	CP045224.1	2429494	2430489	-	996	96	72	334	142	122	142	111	148	338	94	81	301	145	101	130
gene-FTB24_11115	CP045224.1	2430768	2431007	-	240	29	35	49	21	40	25	31	38	24	12	18	41	22	13	23
gene-FTB24_11120	CP045224.1	2431537	2432298	-	762	633	692	878	715	538	941	601	756	1086	574	965	1053	591	952	676
gene-FTB24_11125	CP045224.1	2432303	2433124	-	822	498	537	826	690	454	718	491	586	855	424	875	925	434	671	436
gene-FTB24_11135	CP045224.1	2433957	2434826	-	870	375	466	832	473	308	567	371	464	676	341	732	925	296	504	378
gene-FTB24_11140	CP045224.1	2434838	2435320	-	483	244	304	526	273	200	380	232	245	446	228	531	597	202	319	252
gene-FTB24_11145	CP045224.1	2435372	2436328	-	957	622	541	1055	535	504	730	596	697	729	497	1162	1335	516	756	610
