# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS08510	NZ_CP018664.1	1783614	1783985	-	372	518	20	109	34	63	578	63	600	614	544	310	497	25	11	147	627	465	12
gene-AUO97_RS08515	NZ_CP018664.1	1784058	1784357	-	300	168	8	38	14	20	178	20	223	180	126	68	146	10	6	45	200	89	4
gene-AUO97_RS08520	NZ_CP018664.1	1784425	1785276	-	852	297	39	99	39	80	352	32	381	363	266	156	285	55	20	99	376	221	20
gene-AUO97_RS08525	NZ_CP018664.1	1785289	1786776	-	1488	392	46	92	27	80	473	35	516	457	306	151	430	51	30	129	463	248	28
gene-AUO97_RS08530	NZ_CP018664.1	1787071	1788867	-	1797	437	16	121	36	58	417	45	410	557	397	309	343	18	12	150	506	492	12
gene-AUO97_RS08540	NZ_CP018664.1	1789873	1790100	-	228	228	8	45	28	27	263	23	288	269	257	146	231	13	7	70	303	218	4
gene-AUO97_RS08545	NZ_CP018664.1	1790380	1790718	+	339	731	115	377	191	283	791	195	1030	1026	1491	630	734	152	105	508	1031	1088	78
gene-AUO97_RS08550	NZ_CP018664.1	1790776	1792173	+	1398	1092	179	476	155	306	1209	200	1167	1293	1351	688	1134	196	92	625	1170	1063	75
gene-AUO97_RS08555	NZ_CP018664.1	1792332	1792790	+	459	489	47	155	66	89	520	37	544	619	439	248	442	38	32	187	601	495	17
gene-AUO97_RS08560	NZ_CP018664.1	1792806	1793891	+	1086	871	80	296	105	144	990	82	865	892	743	431	850	88	63	402	912	663	54
gene-AUO97_RS08565	NZ_CP018664.1	1793888	1795180	+	1293	1954	254	754	197	411	2271	231	1882	1901	1625	897	2019	273	132	983	2076	1283	103
gene-AUO97_RS08570	NZ_CP018664.1	1795223	1795882	+	660	1012	134	319	89	232	1095	102	945	1013	857	419	1025	124	60	464	1046	679	50
gene-AUO97_RS08575	NZ_CP018664.1	1795941	1796159	-	219	101	11	25	21	10	145	19	113	95	80	48	87	14	10	39	113	93	2
gene-AUO97_RS08580	NZ_CP018664.1	1796290	1796928	-	639	777	104	341	157	154	882	205	790	936	848	527	712	118	73	466	945	782	48
gene-AUO97_RS08585	NZ_CP018664.1	1796967	1797374	-	408	748	153	417	140	268	893	191	915	1020	997	542	785	159	59	468	1005	854	62
gene-AUO97_RS08590	NZ_CP018664.1	1797367	1798815	-	1449	3476	711	1865	625	1281	4199	697	4514	4787	4864	2592	3515	811	389	2306	4733	3814	309
gene-AUO97_RS08595	NZ_CP018664.1	1798959	1800059	+	1101	1082	179	416	118	235	1269	186	1392	1516	1172	754	1027	154	87	475	1438	1112	67
gene-AUO97_RS08600	NZ_CP018664.1	1800059	1801129	+	1071	1044	99	367	81	189	1277	122	1249	1408	1217	673	1059	95	47	400	1404	1002	41
gene-AUO97_RS08605	NZ_CP018664.1	1801255	1802802	+	1548	2320	213	787	206	411	2652	233	3275	3190	2896	1593	2457	254	139	961	3476	2352	97
gene-AUO97_RS08610	NZ_CP018664.1	1802818	1804002	+	1185	569	36	159	43	91	678	47	770	780	697	361	624	50	25	239	877	593	11
gene-AUO97_RS08615	NZ_CP018664.1	1804006	1805427	-	1422	187	20	55	20	43	194	31	201	199	162	72	171	18	9	62	176	135	11
gene-AUO97_RS08620	NZ_CP018664.1	1805452	1807020	-	1569	257	17	94	32	45	246	60	311	319	326	135	282	19	14	101	331	232	15
gene-AUO97_RS08625	NZ_CP018664.1	1807031	1807666	-	636	1195	163	483	177	277	1327	198	1419	1395	1535	788	1329	115	138	712	1320	1197	81
gene-AUO97_RS08630	NZ_CP018664.1	1807879	1808925	+	1047	3959	490	1854	820	1152	4661	1030	5051	5580	5923	3097	3686	723	430	2508	5455	4580	318
gene-AUO97_RS08635	NZ_CP018664.1	1809034	1810173	-	1140	3881	458	1020	404	748	4036	457	5610	5149	5559	2840	4075	572	267	1409	5561	4272	193
gene-AUO97_RS08640	NZ_CP018664.1	1810229	1811530	-	1302	2795	436	979	398	726	3178	447	4322	3996	4339	2327	3115	477	215	1384	4128	3412	193
gene-AUO97_RS08645	NZ_CP018664.1	1811775	1812590	-	816	1021	42	292	68	96	1090	77	1242	1311	1144	686	864	60	53	350	1466	1162	33
gene-AUO97_RS08650	NZ_CP018664.1	1812737	1813657	-	921	180	10	41	16	16	156	17	200	170	184	69	156	17	7	52	180	140	10
gene-AUO97_RS08655	NZ_CP018664.1	1813801	1814064	+	264	351	93	132	93	117	340	112	698	524	480	207	473	81	37	208	527	357	31
gene-AUO97_RS08660	NZ_CP018664.1	1814061	1815914	+	1854	1783	413	699	327	800	1577	339	3172	2556	2723	1261	2364	521	193	899	2645	1966	139
gene-AUO97_RS08665	NZ_CP018664.1	1815935	1816186	+	252	289	112	111	76	147	219	82	357	303	467	159	317	139	39	149	363	274	29
gene-AUO97_RS08670	NZ_CP018664.1	1816347	1817693	+	1347	1119	53	210	57	160	1402	67	1954	1735	1219	638	1364	76	42	287	1788	1014	23
gene-AUO97_RS08675	NZ_CP018664.1	1817718	1818914	+	1197	1337	98	375	135	223	1554	119	2401	2143	2035	1068	1633	153	79	499	2241	1540	67
gene-AUO97_RS08680	NZ_CP018664.1	1818964	1819947	-	984	860	121	250	129	127	866	151	1185	1077	769	476	891	112	79	285	1283	746	66
gene-AUO97_RS08685	NZ_CP018664.1	1819950	1820486	-	537	3201	428	1058	596	699	3511	687	4868	4436	3912	2335	3306	491	270	1198	5166	3513	247
gene-AUO97_RS08690	NZ_CP018664.1	1820697	1821509	-	813	508	22	175	29	55	588	49	735	733	681	329	504	28	13	186	657	552	5
gene-AUO97_RS08695	NZ_CP018664.1	1821514	1822140	-	627	624	29	160	35	66	698	64	769	859	738	360	633	36	15	201	764	595	20
gene-AUO97_RS08700	NZ_CP018664.1	1822216	1824093	-	1878	405	56	180	56	101	507	89	373	546	394	288	362	75	33	262	483	377	31
gene-AUO97_RS08705	NZ_CP018664.1	1824352	1825431	-	1080	100	10	52	11	30	131	12	106	188	129	91	100	7	8	50	142	122	1
gene-AUO97_RS08710	NZ_CP018664.1	1825542	1826123	+	582	18	0	11	4	1	36	5	49	35	56	35	42	0	0	11	58	42	0
gene-AUO97_RS08715	NZ_CP018664.1	1826116	1827021	+	906	52	4	22	10	6	53	12	67	77	81	53	58	4	8	23	64	58	5
gene-AUO97_RS08720	NZ_CP018664.1	1827117	1828448	+	1332	416	39	163	75	90	466	87	508	558	532	267	404	41	19	189	492	422	19
gene-AUO97_RS08725	NZ_CP018664.1	1828557	1829279	+	723	347	32	103	44	67	351	65	402	442	381	206	332	37	26	147	426	356	23
gene-AUO97_RS08730	NZ_CP018664.1	1829595	1829864	-	270	449	32	119	31	64	474	24	666	612	705	361	488	27	14	139	622	534	10
gene-AUO97_RS08735	NZ_CP018664.1	1829874	1831307	-	1434	1901	188	588	148	346	2062	206	2864	2586	2684	1408	2112	202	92	686	2779	2102	68
gene-AUO97_RS08740	NZ_CP018664.1	1831298	1832437	+	1140	300	35	112	32	73	342	51	492	427	404	226	363	28	18	128	445	340	20
gene-AUO97_RS08745	NZ_CP018664.1	1832498	1833238	+	741	245	50	117	52	78	267	56	356	357	326	191	278	31	20	156	307	254	30
gene-AUO97_RS08750	NZ_CP018664.1	1833339	1834256	+	918	582	38	165	62	84	645	58	923	798	859	443	667	49	38	253	764	556	20
gene-AUO97_RS08755	NZ_CP018664.1	1834261	1835028	+	768	205	8	65	18	31	191	24	282	261	245	103	217	16	5	56	271	173	7
gene-AUO97_RS08760	NZ_CP018664.1	1835037	1835876	+	840	263	16	72	22	33	266	32	310	326	276	140	223	21	8	76	315	200	4
gene-AUO97_RS08765	NZ_CP018664.1	1835886	1837079	+	1194	593	51	144	46	83	617	48	650	636	600	313	536	36	23	186	634	482	13
gene-AUO97_RS08770	NZ_CP018664.1	1837087	1837527	+	441	179	7	39	11	18	204	18	222	242	193	132	181	18	3	58	265	191	1
gene-AUO97_RS08775	NZ_CP018664.1	1837722	1838048	+	327	2592	139	1250	452	638	3290	607	3688	3582	5070	2373	2793	260	197	1607	3709	3382	110
gene-AUO97_RS08780	NZ_CP018664.1	1838379	1839122	+	744	284	15	56	17	36	297	34	406	339	279	174	297	12	9	73	361	296	10
gene-AUO97_RS08785	NZ_CP018664.1	1839122	1839958	+	837	499	52	159	53	97	652	70	811	708	585	319	616	56	33	191	720	535	29
gene-AUO97_RS08790	NZ_CP018664.1	1840000	1842276	+	2277	1600	158	449	137	391	1979	145	2273	2134	1877	971	1767	191	102	608	2161	1526	75
gene-AUO97_RS08795	NZ_CP018664.1	1842317	1842946	+	630	1078	150	477	191	317	1172	223	1506	1468	1548	821	1075	193	106	559	1554	1218	91
gene-AUO97_RS08800	NZ_CP018664.1	1843012	1843680	+	669	395	32	115	47	87	420	83	444	487	423	192	416	48	34	168	442	339	24
gene-AUO97_RS08805	NZ_CP018664.1	1843789	1845282	+	1494	1008	81	288	96	198	1092	149	1210	1322	1161	610	976	104	58	361	1256	959	38
gene-AUO97_RS08810	NZ_CP018664.1	1845381	1845456	+	76	5637	213	1290	848	583	4779	1023	6057	6249	3368	2174	6995	333	235	1468	6661	4154	237
gene-AUO97_RS08815	NZ_CP018664.1	1845513	1845596	+	84	7206	269	1619	1095	804	6319	1410	7941	8112	4148	2715	8898	445	308	1830	8704	5089	297
gene-AUO97_RS08820	NZ_CP018664.1	1845634	1845709	+	76	4275	157	1002	737	534	3949	928	5625	5661	2352	1578	4927	329	232	1106	5786	2878	169
gene-AUO97_RS08825	NZ_CP018664.1	1845723	1845797	+	75	2902	111	501	422	372	2833	516	3935	3817	1663	1047	3468	236	139	585	3946	1809	93
gene-AUO97_RS08830	NZ_CP018664.1	1845960	1847150	+	1191	45519	11098	18922	7628	15690	48179	9088	71330	64316	71984	41478	52064	12359	5975	24631	69620	56826	4361
gene-AUO97_RS08835	NZ_CP018664.1	1847211	1847286	+	76	579	21	57	21	43	615	30	716	624	284	209	669	22	19	76	680	312	11
gene-AUO97_RS08840	NZ_CP018664.1	1847362	1847802	+	441	4011	187	588	267	395	4224	290	5163	4847	2379	1680	4469	292	153	764	5007	2831	103
gene-AUO97_RS08845	NZ_CP018664.1	1847810	1848343	+	534	13002	2063	3576	1595	3186	14545	1977	18991	16979	12055	7123	16718	2469	1128	4334	18955	10006	872
gene-AUO97_RS08850	NZ_CP018664.1	1848452	1848880	+	429	26633	6778	9400	4469	9482	29251	5707	40557	36051	29766	16444	33523	7719	3652	11812	40045	22310	2705
gene-AUO97_RS08855	NZ_CP018664.1	1848884	1849579	+	696	29872	8437	10876	5747	10916	30271	7094	45414	41234	32543	17471	35309	9828	4470	13094	44271	25526	3298
gene-AUO97_RS08860	NZ_CP018664.1	1849899	1850405	+	507	29978	10686	13587	7501	14212	30714	9093	48016	41255	45205	25859	33939	12894	5891	16543	45461	34995	4258
gene-AUO97_RS08865	NZ_CP018664.1	1850448	1850819	+	372	22332	8723	11147	5728	11435	21936	7461	34202	30199	34349	19262	26053	9976	4188	12961	33518	26217	3356
gene-AUO97_RS08870	NZ_CP018664.1	1851125	1855213	+	4089	34143	6049	9137	3522	9205	39324	3949	47340	44510	34925	17740	37766	6760	2535	12527	47749	26000	1847
gene-AUO97_RS08875	NZ_CP018664.1	1855300	1859493	+	4194	37947	16214	19407	9541	21307	40634	11333	56604	55637	49234	24715	45148	17382	7448	25246	58072	35153	5241
gene-AUO97_RS08880	NZ_CP018664.1	1859660	1860025	+	366	59	8	23	8	16	58	17	53	80	93	39	52	12	7	23	83	88	10
gene-AUO97_RS08885	NZ_CP018664.1	1860239	1860595	+	357	76	28	63	33	58	111	45	102	101	167	119	52	34	17	64	105	149	19
gene-AUO97_RS08890	NZ_CP018664.1	1860624	1861121	-	498	160	23	74	25	31	212	42	205	217	236	132	158	20	15	81	234	225	15
gene-AUO97_RS08895	NZ_CP018664.1	1861239	1862117	+	879	235	49	166	43	76	249	68	234	230	274	163	227	46	25	182	293	244	15
gene-AUO97_RS08900	NZ_CP018664.1	1862222	1863646	+	1425	622	17	77	26	61	608	34	761	688	479	292	641	25	20	125	748	408	25
gene-AUO97_RS08905	NZ_CP018664.1	1863971	1864552	+	582	28085	1087	9091	1643	4650	36752	1853	39039	41918	30649	20003	29320	2279	601	13452	40751	30297	430
gene-AUO97_RS08910	NZ_CP018664.1	1864736	1865089	+	354	529	69	357	207	253	765	227	683	839	840	632	531	124	57	434	866	834	41
gene-AUO97_RS08915	NZ_CP018664.1	1865192	1867111	+	1920	1732	217	680	305	416	2103	394	1498	1788	3136	1581	1557	236	151	939	1901	2211	91
gene-AUO97_RS08920	NZ_CP018664.1	1867195	1868097	-	903	33	4	9	9	10	33	10	19	43	40	24	24	3	7	9	44	27	3
gene-AUO97_RS08925	NZ_CP018664.1	1868219	1869358	-	1140	1686	315	1180	359	600	2344	432	1977	3156	3337	2133	1275	358	190	1511	2722	3373	143
gene-AUO97_RS08930	NZ_CP018664.1	1869717	1870421	-	705	740	47	216	74	78	766	58	832	929	945	517	666	46	31	287	949	845	36
gene-AUO97_RS08935	NZ_CP018664.1	1870599	1871357	+	759	77	22	57	33	32	85	67	76	102	122	60	42	22	21	60	82	101	17
gene-AUO97_RS08940	NZ_CP018664.1	1871379	1871744	-	366	55	3	9	4	8	41	5	51	48	47	20	41	0	1	11	43	39	0
gene-AUO97_RS08945	NZ_CP018664.1	1871817	1872461	+	645	244	70	216	105	90	440	132	278	538	476	441	185	75	70	301	511	515	51
gene-AUO97_RS08950	NZ_CP018664.1	1872530	1873246	-	717	148	2	18	7	8	138	11	245	214	242	150	160	7	4	33	231	239	3
gene-AUO97_RS08955	NZ_CP018664.1	1873522	1874013	+	492	83	20	40	30	26	94	37	130	101	165	76	119	17	16	43	109	96	10
gene-AUO97_RS08960	NZ_CP018664.1	1874124	1877045	+	2922	4	0	0	0	1	3	0	2	2	0	0	2	0	0	0	3	1	0
gene-AUO97_RS08965	NZ_CP018664.1	1877096	1878268	-	1173	4804	1905	4251	1307	3027	6390	1651	7953	8959	9318	5684	5639	2150	993	4931	8391	7527	801
gene-AUO97_RS08970	NZ_CP018664.1	1878281	1880434	-	2154	8880	2526	7341	2057	4231	12114	2419	14760	15986	15572	9885	10125	3008	1405	8924	15542	12685	1171
gene-AUO97_RS08975	NZ_CP018664.1	1881006	1881920	+	915	962	63	280	120	173	1071	168	1499	1366	1347	853	1020	102	86	350	1506	1179	70
gene-AUO97_RS08980	NZ_CP018664.1	1882093	1882623	+	531	86	3	17	7	15	100	6	132	111	84	57	102	3	8	23	146	70	3
gene-AUO97_RS08985	NZ_CP018664.1	1882757	1884556	+	1800	579	91	257	101	118	715	80	573	630	700	361	602	108	64	335	622	508	46
gene-AUO97_RS08990	NZ_CP018664.1	1884677	1885471	+	795	159	25	164	48	49	195	48	142	148	158	84	168	41	28	186	178	139	24
gene-AUO97_RS08995	NZ_CP018664.1	1885590	1886177	+	588	648	73	306	161	233	681	194	639	665	610	321	596	115	61	363	695	516	49
gene-AUO97_RS09000	NZ_CP018664.1	1886301	1887155	+	855	112	28	71	12	38	126	23	110	150	117	67	106	17	21	66	132	94	9
gene-AUO97_RS09005	NZ_CP018664.1	1887152	1887763	+	612	71	13	51	12	30	104	28	97	109	121	63	77	16	14	56	117	79	2
gene-AUO97_RS09010	NZ_CP018664.1	1887958	1888731	-	774	313	64	119	71	81	315	114	333	343	351	200	272	60	34	145	347	238	14
gene-AUO97_RS09015	NZ_CP018664.1	1889227	1891326	+	2100	171	19	47	28	27	141	25	115	160	96	48	145	27	5	55	131	100	14
gene-AUO97_RS09020	NZ_CP018664.1	1891319	1891525	+	207	22	2	4	6	1	32	4	28	33	12	11	25	2	1	7	26	12	2
gene-AUO97_RS09025	NZ_CP018664.1	1891565	1892566	+	1002	141	15	41	15	21	168	24	128	141	94	62	112	7	8	55	136	93	11
gene-AUO97_RS09030	NZ_CP018664.1	1892623	1893063	-	441	1524	212	732	246	461	1667	297	1486	1599	1256	671	1429	281	144	869	1569	1085	95
gene-AUO97_RS09035	NZ_CP018664.1	1893063	1893617	-	555	2642	266	1129	396	693	3126	450	2821	2917	2557	1439	2627	359	198	1533	2946	2245	148
gene-AUO97_RS09040	NZ_CP018664.1	1893744	1895411	-	1668	809	39	191	79	104	855	71	1082	965	970	477	801	57	33	278	974	788	29
gene-AUO97_RS09045	NZ_CP018664.1	1895526	1896836	+	1311	320	11	89	19	62	356	44	463	464	426	282	366	29	13	141	405	364	8
gene-AUO97_RS09050	NZ_CP018664.1	1896913	1897239	+	327	964	20	239	85	118	1005	122	1507	1270	1633	801	1003	46	29	269	1422	1268	16
gene-AUO97_RS09055	NZ_CP018664.1	1897341	1898090	+	750	765	48	174	69	86	805	75	868	747	484	267	799	51	33	212	822	435	35
gene-AUO97_RS09060	NZ_CP018664.1	1898126	1899043	+	918	463	30	76	20	36	425	35	481	429	285	150	487	30	15	87	442	267	13
gene-AUO97_RS09065	NZ_CP018664.1	1899040	1899636	-	597	242	20	83	45	31	226	41	279	282	283	130	232	34	15	109	277	204	9
gene-AUO97_RS19890	NZ_CP018664.1	1899638	1900498	-	861	164	12	70	31	25	215	40	222	198	210	106	201	23	7	72	231	135	8
gene-AUO97_RS09075	NZ_CP018664.1	1900498	1901724	-	1227	98	11	30	8	19	124	13	129	128	122	47	125	20	9	41	121	95	5
gene-AUO97_RS09080	NZ_CP018664.1	1901754	1903466	-	1713	82	15	30	10	17	99	9	129	79	89	41	122	7	6	34	108	78	4
gene-AUO97_RS09085	NZ_CP018664.1	1903757	1904551	+	795	1901	115	314	108	190	1852	132	2432	2064	1351	1001	2132	120	63	356	2499	1455	71
gene-AUO97_RS09090	NZ_CP018664.1	1904564	1904893	+	330	1120	84	270	92	195	1245	127	1646	1452	1014	632	1435	122	75	311	1645	988	31
gene-AUO97_RS09095	NZ_CP018664.1	1904950	1905034	+	85	801	57	262	190	116	718	245	991	1093	541	348	865	84	56	315	1122	710	47
gene-AUO97_RS09100	NZ_CP018664.1	1905077	1905153	+	77	983	41	246	196	96	986	242	1133	1247	484	336	1079	81	64	295	1239	686	56
gene-AUO97_RS09105	NZ_CP018664.1	1905369	1905893	+	525	2617	80	244	102	190	2762	96	2898	2573	794	611	3045	112	36	322	2784	1075	35
gene-AUO97_RS09110	NZ_CP018664.1	1905931	1907415	+	1485	10914	1039	1899	654	1884	13035	778	13528	12305	5526	3627	12111	1298	478	2297	13061	5485	333
gene-AUO97_RS09115	NZ_CP018664.1	1907426	1910125	+	2700	22867	4716	5771	2496	6542	27004	3109	31894	30098	13334	8424	26966	5224	1835	7414	30797	12777	1407
gene-AUO97_RS09120	NZ_CP018664.1	1910125	1910526	+	402	2894	649	827	405	838	3115	506	4121	3803	1774	1070	3341	737	291	1107	3934	1679	208
gene-AUO97_RS09125	NZ_CP018664.1	1910583	1910987	-	405	279	27	66	34	65	295	29	407	408	225	146	247	58	17	105	386	215	16
gene-AUO97_RS09130	NZ_CP018664.1	1911000	1911275	-	276	395	38	126	46	117	390	40	559	590	325	195	367	64	32	163	609	280	20
gene-AUO97_RS09135	NZ_CP018664.1	1911272	1911799	-	528	658	84	234	58	157	702	55	946	994	523	291	620	91	49	291	997	460	23
gene-AUO97_RS09140	NZ_CP018664.1	1911802	1913613	-	1812	2345	371	965	233	694	3107	277	3382	3460	1932	1080	2361	444	177	1194	3587	1667	116
gene-AUO97_RS09145	NZ_CP018664.1	1913613	1913981	-	369	786	94	304	71	233	1114	74	1114	1137	632	358	776	151	53	408	1131	540	35
gene-AUO97_RS09150	NZ_CP018664.1	1913978	1916827	-	2850	3766	510	1388	350	990	4908	426	4629	4960	3045	1591	3684	631	306	1828	4997	2476	191
gene-AUO97_RS09155	NZ_CP018664.1	1917142	1918524	-	1383	570	93	266	104	170	734	65	699	777	730	368	550	89	51	320	751	566	38
gene-AUO97_RS09160	NZ_CP018664.1	1918548	1920050	-	1503	950	89	264	100	165	1184	91	1097	1094	771	372	1031	93	60	389	1135	683	32
gene-AUO97_RS09165	NZ_CP018664.1	1920060	1920833	-	774	748	58	206	78	107	883	96	826	849	676	380	781	68	39	297	810	576	28
gene-AUO97_RS09170	NZ_CP018664.1	1920987	1922300	-	1314	188	14	74	27	60	245	17	236	243	232	136	177	21	6	85	237	209	6
gene-AUO97_RS09175	NZ_CP018664.1	1922425	1924044	-	1620	1438	148	393	126	300	1756	127	1865	1830	1594	927	1434	202	88	511	1894	1335	64
gene-AUO97_RS09180	NZ_CP018664.1	1924057	1924725	-	669	1097	107	371	124	247	1432	139	1560	1469	1306	710	1154	160	82	397	1571	1032	65
gene-AUO97_RS09185	NZ_CP018664.1	1924737	1925684	-	948	2277	273	934	376	549	2711	484	3134	2947	2727	1482	2381	370	212	1009	3092	2213	173
gene-AUO97_RS09190	NZ_CP018664.1	1925833	1926540	-	708	331	40	158	50	58	352	87	422	360	350	174	354	42	32	216	390	279	20
gene-AUO97_RS09195	NZ_CP018664.1	1926748	1928166	+	1419	491	70	327	99	140	636	111	574	657	674	410	397	104	35	437	728	638	34
gene-AUO97_RS09200	NZ_CP018664.1	1928189	1928695	-	507	1690	338	1405	681	671	2722	850	1748	2954	2851	2115	1326	499	311	1849	2730	2909	237
gene-AUO97_RS09205	NZ_CP018664.1	1928867	1932502	+	3636	933	93	281	77	204	973	112	944	894	730	312	863	105	56	303	894	597	42
gene-AUO97_RS09210	NZ_CP018664.1	1932506	1936204	+	3699	833	106	270	62	209	959	100	951	941	713	425	922	112	54	327	940	572	43
gene-AUO97_RS09215	NZ_CP018664.1	1936313	1938064	+	1752	387	21	77	20	48	357	22	443	386	293	143	365	24	16	121	400	270	11
gene-AUO97_RS09220	NZ_CP018664.1	1938781	1940079	-	1299	69	8	47	16	12	88	22	83	92	66	43	84	10	6	50	95	57	9
gene-AUO97_RS09225	NZ_CP018664.1	1940292	1940561	+	270	14612	8119	8738	5719	9384	14495	8065	19416	17770	17560	9385	18409	7791	4044	9720	20400	13919	3661
gene-AUO97_RS09230	NZ_CP018664.1	1940819	1942906	+	2088	10408	1690	3176	946	2809	13105	1072	16113	14684	9318	5674	12210	1969	624	3879	14459	8270	489
gene-AUO97_RS09235	NZ_CP018664.1	1942991	1944202	+	1212	236	32	111	44	67	287	63	323	323	413	181	235	33	31	131	273	288	14
gene-AUO97_RS09240	NZ_CP018664.1	1944449	1944778	-	330	491	81	408	145	189	662	169	526	757	869	557	370	95	74	549	762	885	45
gene-AUO97_RS09245	NZ_CP018664.1	1944790	1945746	-	957	951	139	619	224	262	1212	232	1006	1424	1652	963	731	135	111	766	1235	1442	73
gene-AUO97_RS09250	NZ_CP018664.1	1945897	1946508	-	612	86	6	34	10	9	94	11	80	117	82	69	79	6	6	34	120	100	3
gene-AUO97_RS09255	NZ_CP018664.1	1946646	1947521	-	876	1215	235	568	260	311	1206	301	902	1114	1264	651	1068	276	220	684	1061	1004	130
gene-AUO97_RS09260	NZ_CP018664.1	1947687	1949528	-	1842	506	82	242	72	160	651	83	657	703	726	330	539	78	36	312	654	537	26
gene-AUO97_RS09265	NZ_CP018664.1	1949605	1951833	-	2229	395	42	166	54	103	440	70	540	503	479	248	427	68	51	269	517	392	27
gene-AUO97_RS09270	NZ_CP018664.1	1951982	1953187	+	1206	542	28	151	55	83	575	60	705	674	590	319	535	41	31	193	661	514	24
gene-AUO97_RS09275	NZ_CP018664.1	1953211	1953792	+	582	748	26	213	65	106	843	88	990	965	1003	564	794	33	25	264	938	890	22
gene-AUO97_RS09280	NZ_CP018664.1	1954059	1954403	+	345	709	70	279	146	101	705	252	395	554	778	475	521	76	74	400	539	645	55
gene-AUO97_RS09285	NZ_CP018664.1	1954548	1954886	+	339	235	18	71	34	48	286	39	203	191	273	119	222	27	24	98	271	205	17
gene-AUO97_RS09290	NZ_CP018664.1	1954888	1956447	-	1560	1610	184	619	228	366	1975	235	1847	2345	2057	1210	1506	238	120	862	2308	1695	81
gene-AUO97_RS09295	NZ_CP018664.1	1956444	1957283	-	840	1353	118	495	212	268	1561	248	1609	1763	1730	947	1326	148	91	671	1813	1423	73
gene-AUO97_RS09300	NZ_CP018664.1	1957468	1957725	+	258	155	19	38	27	29	166	28	176	193	200	83	205	14	19	75	203	108	11
gene-AUO97_RS19655	NZ_CP018664.1	1957869	1958249	+	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS09310	NZ_CP018664.1	1958336	1960048	-	1713	2856	888	2476	595	1535	3089	840	3625	3403	3472	1750	2849	1004	455	2505	3803	2497	336
gene-AUO97_RS09315	NZ_CP018664.1	1960235	1960846	+	612	494	108	296	128	213	586	165	716	609	519	263	579	142	92	292	655	481	50
gene-AUO97_RS09320	NZ_CP018664.1	1960895	1961761	+	867	403	38	125	73	69	394	77	488	450	533	273	384	60	54	196	473	371	38
gene-AUO97_RS09325	NZ_CP018664.1	1961882	1962886	+	1005	104	7	21	8	9	83	11	103	79	83	45	90	12	2	26	86	44	6
gene-AUO97_RS09330	NZ_CP018664.1	1962960	1963976	+	1017	404	73	168	72	116	460	88	510	514	495	247	423	106	61	240	449	423	32
gene-AUO97_RS09335	NZ_CP018664.1	1964000	1964644	+	645	648	138	301	173	203	751	195	804	824	711	376	636	152	115	372	798	589	80
gene-AUO97_RS09340	NZ_CP018664.1	1964641	1964835	-	195	289	21	85	42	55	280	41	317	319	299	144	290	30	20	102	353	249	16
gene-AUO97_RS09345	NZ_CP018664.1	1964923	1965561	+	639	84	2	4	5	1	72	3	94	77	49	30	92	0	2	12	77	68	3
gene-AUO97_RS09350	NZ_CP018664.1	1965551	1966756	+	1206	166	3	14	9	11	138	10	193	144	137	85	195	8	1	39	186	93	3
gene-AUO97_RS09355	NZ_CP018664.1	1966834	1967244	+	411	446	25	158	57	61	507	67	672	716	760	474	441	47	23	172	684	616	20
gene-AUO97_RS09360	NZ_CP018664.1	1967480	1967860	+	381	61	2	17	6	9	93	1	85	70	68	30	68	3	3	18	63	67	1
gene-AUO97_RS09370	NZ_CP018664.1	1968363	1968695	-	333	702	71	232	81	148	711	88	1144	971	1145	592	864	120	40	277	1076	814	36
gene-AUO97_RS09375	NZ_CP018664.1	1968948	1969202	-	255	117	8	64	12	22	154	23	140	175	112	66	100	13	13	59	214	112	4
gene-AUO97_RS09380	NZ_CP018664.1	1969304	1970602	-	1299	771	142	537	372	386	1108	472	899	1199	1090	593	675	231	151	726	1060	936	129
gene-AUO97_RS09385	NZ_CP018664.1	1970860	1972107	+	1248	57	14	74	26	40	88	33	88	84	74	38	82	16	12	69	81	71	20
