Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SERP2042	412	2037	2234	1359	1387	2863	193	1765	748	81	318	268	host	gene-SERP2042
gene-FDH45_gp044	0	0	0	33	4995	8	21755	7083	9711	50050	34179	55106	phage	gene-FDH45_gp044
gene-SERP2546	114	1091	3983	391	4585	1200	316	1397	1584	391	2767	1302	host	gene-SERP2546
gene-SERP0332	2422	10685	9533	6337	6690	11594	2483	8721	3949	936	1691	2149	host	gene-SERP0332
gene-SERP1888	1946	5970	5406	2391	3218	3924	1641	4245	1874	874	1548	1601	host	gene-SERP1888
gene-SERP1062	83	209	193	364	335	232	174	422	290	59	177	188	host	gene-SERP1062
gene-SERP1962	548	1140	951	1306	1248	949	1141	1595	970	492	763	681	host	gene-SERP1962
gene-SERP2061	202	334	283	218	260	281	239	285	189	110	242	251	host	gene-SERP2061
gene-FDH45_gp034	0	0	0	112	2452	14	20693	1927	4534	18694	8696	13118	phage	gene-FDH45_gp034
gene-SERP0199	760	1569	1414	2037	1567	1337	1159	2053	1212	441	690	706	host	gene-SERP0199
gene-SERP0677	4813	3537	2376	8218	2555	4478	3378	2900	2226	1257	1652	1688	host	gene-SERP0677
gene-SERP2420	4	9	14	14	27	19	20	24	19	7	17	34	host	gene-SERP2420
gene-SERP1065	106	392	250	534	501	375	517	391	465	171	528	460	host	proC
gene-FDH45_gp120	0	0	0	26	868	1	14242	286	1274	20661	6500	10434	phage	gene-FDH45_gp120
gene-SERP1494	1915	2463	1768	1338	1492	1427	1004	2042	844	506	953	913	host	gene-SERP1494
gene-SERP1483	107	95	123	152	199	97	411	273	237	407	579	730	host	gene-SERP1483
gene-FDH45_gp170	0	0	0	175	8416	25	38719	12771	14571	56661	43192	57294	phage	gene-FDH45_gp170
gene-SERP0538	2371	1142	854	2838	1203	987	2504	1273	1087	966	1278	1145	host	mnhA
gene-SERP0439	1951	1991	2865	2550	2220	2353	1227	3362	2185	494	1534	1654	host	gene-SERP0439
gene-SERP0740	743	410	275	656	248	475	324	269	259	122	140	148	host	gene-SERP0740
gene-SERP2223	1339	561	414	4161	661	890	2579	694	963	960	595	781	host	gene-SERP2223
gene-SERP2550	2829	7459	7337	6439	4685	7129	3265	6758	4006	1154	2781	2665	host	recF
gene-SERP0190	99	373	400	534	492	487	158	491	420	115	292	204	host	gene-SERP0190
gene-SERP0031	5	0	0	17	1	1	25	3	3	36	13	13	host	gene-SERP0031
gene-SERP0250	338	556	516	1684	855	1003	977	956	813	467	615	753	host	gene-SERP0250
gene-SERP1758	256	774	370	1641	1522	773	1507	952	1283	851	1794	1757	host	gene-SERP1758
gene-SERP2043	1773	2158	2014	3566	1797	1830	1998	2614	1323	629	776	764	host	gene-SERP2043
gene-SERP1307	132	431	254	659	823	356	352	896	696	232	826	587	host	trmB
gene-SERP0411	121	328	309	362	408	312	243	501	392	133	397	393	host	gene-SERP0411
gene-SERP1547	12	24	8	25	32	28	7	33	27	9	28	27	host	gene-SERP1547
gene-SERP1434	128	134	46	330	144	141	230	112	119	127	162	120	host	gene-SERP1434
gene-SERP0863	238	493	422	839	1099	533	743	1291	1054	302	980	1067	host	hexA
gene-SERP1885	428	457	348	961	318	1028	170	385	472	49	108	129	host	gene-SERP1885
gene-FDH45_gp040	0	0	0	52	9819	72	92709	13528	14866	204566	98272	176379	phage	gene-FDH45_gp040
gene-SERP1040	856	744	821	3595	1211	1200	1374	1117	974	511	789	898	host	gene-SERP1040
gene-SERP2278	433	709	707	373	503	539	624	696	313	253	560	619	host	gene-SERP2278
gene-SERP1750	124	534	560	970	780	736	420	877	656	192	613	520	host	gene-SERP1750
gene-SERP0469	3904	755	1076	3013	650	1028	2059	776	1110	776	539	858	host	gene-SERP0469
gene-SERP1318	180	239	208	344	406	223	399	513	416	193	406	435	host	leuS
gene-SERP1745	1149	979	1286	2502	981	907	2459	1389	1135	821	902	1099	host	deoC
gene-SERP0026	184	418	345	166	216	210	175	279	140	123	237	196	host	gene-SERP0026
gene-FDH45_gp033	0	0	0	7	1348	4	10140	1614	2024	27195	14202	21949	phage	gene-FDH45_gp033
gene-SERP1918	1106	662	517	1314	484	627	624	692	461	172	166	193	host	gene-SERP1918
gene-SERP0059	87724	165916	131789	164184	120005	107025	106861	164645	80565	30790	48824	47565	host	ahpF
gene-SERP1466	245	119	26	1348	155	307	481	14	146	181	138	215	host	gene-SERP1466
gene-SERP1659	13	12	4	17	24	13	21	19	26	14	19	27	host	gene-SERP1659
gene-SERP2167	444	239	320	389	312	415	333	323	392	249	349	378	host	gene-SERP2167
gene-SERP0923	18	20	13	73	35	29	16	6	26	4	14	15	host	gene-SERP0923
gene-SERP1124	3018	928	1289	1943	677	1211	881	838	644	256	501	661	host	gene-SERP1124
gene-SERP1849	1155	1124	723	1150	766	1114	987	528	602	700	1016	694	host	sarV
gene-SERP2136	45	123	105	135	3792	200	159	5015	2461	76	5741	2437	host	gene-SERP2136
gene-SERP2173	1688	2280	1615	5161	1979	3602	1798	2305	1784	551	952	883	host	gene-SERP2173
gene-SERP0745	1312	5907	6175	2973	8101	3892	728	7675	3314	299	2450	1311	host	ftsL
gene-SERP1313	704	1145	985	1627	1324	1081	803	1760	1367	355	1318	1372	host	gene-SERP1313
gene-SERP0509	54	72	80	171	140	87	112	187	128	60	150	124	host	gene-SERP0509
gene-FDH45_gp109	0	0	0	5	369	1	7175	74	347	9183	2777	5447	phage	gene-FDH45_gp109
gene-SERP0455	57	36	19	208	57	34	48	53	35	25	55	37	host	gene-SERP0455
gene-SERP2196	26824	12042	9705	40791	8927	11758	24376	14338	8435	8086	5450	5790	host	gene-SERP2196
gene-SERP1362	523	218	201	1781	236	296	699	347	236	274	127	180	host	gene-SERP1362
gene-FDH45_gp144	0	2	6	181862	390915	60780	497253	484026	609822	412948	650713	549209	phage	gene-FDH45_gp144
gene-SERP1127	54668	16889	20720	35899	10102	15235	19799	13191	9159	7106	7202	8071	host	rpoD
gene-SERP_tRNA-Pro-2	53	155	185	53	436	128	243	543	271	105	659	347	host	gene-SERP_tRNA-Pro-2
gene-SERP2365	70	139	119	94	129	128	84	157	105	37	114	126	host	pflA
gene-SERP0905	86	14	20	57	13	20	38	8	7	24	20	30	host	rpsN-1
gene-SERP0445	232157	38798	43097	147055	15533	28359	57318	23640	9979	16095	6651	7579	host	pgm
gene-SERP2442	32	14	8	36	13	15	14	20	11	19	23	30	host	gene-SERP2442
gene-SERP2171	23	21	4	15	16	21	10	10	13	6	8	8	host	gene-SERP2171
gene-SERP2335	0	4	0	0	2	0	3	1	0	0	2	0	host	gene-SERP2335
gene-FDH45_gp005	0	0	0	3	1257	1	23836	487	1591	56766	18864	26511	phage	gene-FDH45_gp005
gene-SERP1209	9125	18622	20800	9835	14155	17674	8135	16443	8671	2940	9058	7019	host	rpmA
gene-SERP0893	171	314	298	898	462	419	354	404	460	218	429	403	host	gene-SERP0893
gene-SERP0774	641	1828	1595	951	1497	1437	509	1722	848	170	550	410	host	gene-SERP0774
gene-SERP1697	703	7791	5010	3401	7352	6488	3858	10194	6906	2326	8064	7132	host	gene-SERP1697
gene-FDH45_gp124	1	0	0	0	66	0	4541	25	59	11660	1280	1838	phage	gene-FDH45_gp124
gene-SERP1637	20	43	48	81	35	74	33	36	27	12	28	18	host	gene-SERP1637
gene-SERP0278	5	6	1	4	1	4	10	3	6	9	11	16	host	gene-SERP0278
gene-SERP_tRNA-Val-3	33	586	590	11	666	224	15	416	163	33	911	197	host	gene-SERP_tRNA-Val-3
gene-SERP0827	188	681	614	1028	777	721	405	884	762	305	771	712	host	uppS
gene-SERP1314	10	16	4	35	30	16	19	28	41	16	61	42	host	gene-SERP1314
gene-FDH45_gp059	0	0	0	3	1156	6	16297	1100	1784	31207	15261	23412	phage	gene-FDH45_gp059
gene-SERP1718	1983	3995	4034	2599	2790	2972	2266	4433	1736	770	1293	1161	host	upp
gene-SERP1043	319	565	441	1439	1208	724	1094	1538	1246	475	1185	1315	host	gene-SERP1043
gene-SERP1305	2451	3204	2717	3611	2331	3204	1600	3334	1722	525	995	877	host	pepA
gene-FDH45_gp165	0	0	0	5	4046	0	13073	5546	4886	40564	50657	53778	phage	gene-FDH45_gp165
gene-SERP1537	83	174	158	148	147	156	63	149	128	43	191	136	host	gene-SERP1537
gene-SERP1528	8	26	10	14	29	41	3	22	30	2	28	16	host	gene-SERP1528
gene-SERP0126	137	173	192	236	165	243	74	174	122	29	87	108	host	gene-SERP0126
gene-SERP1536	1	43	74	21	108	132	7	134	100	6	38	17	host	gene-SERP1536
gene-SERP2289	193	119	124	387	209	153	274	254	281	97	207	215	host	gene-SERP2289
gene-SERP0842	2842	3031	2349	7467	3672	2972	5235	5167	3574	2530	2964	3564	host	gene-SERP0842
gene-SERP1491	22450	5320	6161	18932	4190	6566	13060	4823	4087	6439	1749	1940	host	agrD
gene-SERP0060	43544	80477	84122	103467	57723	67717	44723	82598	41469	12930	22234	21757	host	ahpC
gene-SERP0100	51	225	217	357	2240	305	263	3444	1830	142	1359	988	host	gene-SERP0100
gene-SERP0821	562	1031	1018	1338	1073	936	1266	1399	855	491	893	928	host	codY
gene-SERP0782	142	815	683	975	1410	583	782	2194	1489	333	1129	1208	host	fmt
gene-SERP1929	5	41	24	40	30	30	6	23	26	8	22	29	host	gene-SERP1929
gene-SERP0772	1085	260	183	974	169	216	557	239	169	290	240	292	host	gene-SERP0772
gene-SERP0394	57	101	40	201	225	71	232	170	221	92	342	342	host	gene-SERP0394
gene-SERP2030	4194	890	726	5198	819	789	2269	1059	1295	679	529	876	host	gene-SERP2030
gene-SERP0188	7811	9484	7509	10754	11779	6044	27660	16690	9610	19362	27046	24177	host	fusA
gene-SERP2333	511	678	704	1338	729	624	716	959	545	315	468	432	host	gene-SERP2333
gene-SERP0589	148	492	330	389	641	374	380	752	544	142	508	461	host	mgtE
gene-SERP1699	147	608	445	207	392	372	220	622	257	103	501	341	host	thiM
gene-SERP1294	685	1218	924	1419	1228	1387	853	1420	1073	311	671	736	host	gene-SERP1294
gene-SERP0279	668	175	105	752	99	306	158	85	91	41	53	33	host	gene-SERP0279
gene-SERP2389	0	0	0	2	0	2	0	0	0	0	2	1	host	gene-SERP2389
gene-SERP0515	1522	1658	1281	2042	1497	1604	1376	2125	1175	613	805	828	host	gene-SERP0515
gene-SERP0741	1733	2392	3334	1245	1532	2659	570	987	924	290	569	493	host	gene-SERP0741
gene-SERP1009	48	360	212	289	813	440	256	710	795	194	946	1220	host	gene-SERP1009
gene-SERP1412	317	852	595	807	587	998	268	533	477	214	500	549	host	gene-SERP1412
gene-FDH45_gp100	0	0	0	2	950	0	14379	940	1460	35983	19348	26974	phage	gene-FDH45_gp100
gene-SERP1217	66	86	51	90	62	67	25	60	32	4	19	7	host	radC
gene-SERP1560	0	0	0	1	0	1	0	1	5	0	0	1	host	gene-SERP1560
gene-SERP1608	51	91	162	98	133	122	65	189	126	23	143	96	host	gene-SERP1608
gene-SERP1269	1652	4893	7860	1588	3235	5880	1076	3330	2109	541	1282	1169	host	gene-SERP1269
gene-SERP0944	7904	5085	5582	9493	3594	5564	3858	3337	4328	1070	1058	1854	host	gene-SERP0944
gene-SERP_SeSRP1	28491	114883	250612	15616	157087	105505	10475	69500	39441	4345	50292	7329	host	gene-SERP_SeSRP1
gene-SERP1744	2637	2379	3053	2820	1550	1819	3797	2357	1270	1541	1246	1623	host	pdp
gene-SERP2046	780	890	1005	1119	583	1054	448	571	366	218	247	277	host	gene-SERP2046
gene-SERP2467	15	6	7	8	4	8	21	14	7	2	13	10	host	gene-SERP2467
gene-SERP2125	43	70	37	60	41	63	61	34	29	62	47	47	host	gene-SERP2125
gene-SERP2346	3103	1551	1749	3450	1021	2130	934	1449	394	358	392	356	host	gldA
gene-SERP0238	186	195	243	983	566	240	605	799	918	348	857	1534	host	mvk
gene-SERP0992	1107	507	387	833	432	383	558	409	361	217	452	443	host	gene-SERP0992
gene-SERP1607	109	226	204	175	283	395	84	259	362	47	311	275	host	gene-SERP1607
gene-SERP2178	101	171	170	152	327	180	142	367	310	103	495	424	host	gene-SERP2178
gene-SERP0578	26127	22232	20678	37856	15987	25640	21471	20483	15727	8590	10461	12104	host	gene-SERP0578
gene-SERP2315	85	176	184	349	243	158	343	348	227	211	236	297	host	drp35
gene-SERP0988	761	757	558	1230	582	644	936	702	493	348	446	441	host	arlS
gene-SERP1709	813	2215	2081	790	2125	1641	2229	3323	1533	1763	5715	3912	host	atpD
gene-SERP2070	21	243	110	72	192	126	66	255	95	42	168	111	host	gene-SERP2070
gene-SERP1253	1189	1441	1674	1620	1125	1452	1388	1582	1064	357	521	635	host	fpg
gene-SERP1231	651	1586	1377	1087	1434	1073	1701	1925	1083	788	1414	1255	host	hemL-1
gene-SERP0636	5227	14206	11855	4939	16534	10329	2731	22905	11189	766	5871	4233	host	atlE
gene-SERP1769	743	552	399	883	629	484	497	664	514	241	431	593	host	gene-SERP1769
gene-SERP1425	554	801	550	1806	621	1090	574	410	331	253	404	379	host	gene-SERP1425
gene-SERP1623	368	460	705	350	445	770	206	368	306	84	298	197	host	gene-SERP1623
gene-SERP2213	2	4	4	4	4	4	3	1	3	2	8	5	host	gene-SERP2213
gene-SERP2177	136	240	206	474	1512	153	479	2140	1357	404	1889	1615	host	betB
gene-SERP1347	3366	3939	3826	7432	2896	5452	2274	3610	2204	899	1248	1170	host	tnpA-2
gene-SERP1922	3	1	2	13	6	2	2	3	3	3	2	1	host	gene-SERP1922
gene-SERP0681	10009	10956	10680	9254	6209	7850	5795	9113	4125	2544	3526	3312	host	pdhB
gene-SERP2402	0	15	13	27	30	34	8	48	29	11	18	35	host	gene-SERP2402
gene-SERP1617	19	16	6	51	39	19	47	41	42	32	49	37	host	gene-SERP1617
gene-SERP1210	7764	16200	15164	8999	10119	15085	7644	15513	7981	3111	9116	7986	host	gene-SERP1210
gene-SERP1228	619	460	440	937	799	433	888	1132	808	290	815	687	host	valS
gene-SERP1853	682	760	893	876	518	644	597	819	447	300	459	491	host	moaE
gene-SERP0418	91	221	214	171	197	302	94	224	226	59	150	263	host	gene-SERP0418
gene-FDH45_gp150	0	3	5	261511	366444	81742	846175	460218	755898	632596	828883	763307	phage	gene-FDH45_gp150
gene-SERP1176	252	773	558	877	3151	2821	1469	2258	1464	728	1580	1590	host	gene-SERP1176
gene-SERP0044	107	1156	860	1265	1869	1330	984	2393	1448	701	2925	2177	host	rpsF
gene-SERP2023	229	385	313	992	1629	439	913	2188	1981	435	1592	1786	host	gene-SERP2023
gene-FDH45_gp154	0	2	3	46831	199902	22854	335090	237869	293860	367338	393619	332361	phage	gene-FDH45_gp154
gene-SERP0023	56	38	39	66	61	16	32	76	43	31	80	63	host	gene-SERP0023
gene-SERP0976	3592	2678	2165	4302	2383	2485	1963	2840	1550	668	982	885	host	gene-SERP0976
gene-SERP1514	2	12	7	7	9	9	2	3	4	11	11	9	host	gene-SERP1514
gene-SERP0017	19	63	35	27	56	74	50	78	54	22	53	73	host	gene-SERP0017
gene-SERP1584	5936	10770	8105	12096	7897	10020	3346	8967	4511	1119	2887	2190	host	gene-SERP1584
gene-SERP0540	564	1198	984	1797	1583	1242	1142	2211	1350	480	919	837	host	gene-SERP0540
gene-SERP2149	212	673	395	841	651	884	363	753	568	167	367	407	host	gene-SERP2149
gene-SERP0458	30	97	43	173	212	82	129	180	183	105	329	277	host	gene-SERP0458
gene-SERP0894	152	164	161	101	87	154	52	59	39	83	116	75	host	gene-SERP0894
gene-SERP2391	60	24	16	56	11	46	41	16	17	19	23	22	host	sspC
gene-SERP1211	860	2315	1896	2592	3720	2123	2772	5003	3196	1694	6397	5293	host	rplU
gene-SERP1611	79	89	30	85	43	107	18	27	22	3	21	4	host	gene-SERP1611
gene-SERP2234	6108	1657	1575	3395	861	1358	1499	1203	774	613	729	856	host	gene-SERP2234
gene-SERP2340	4625	381	430	12756	270	480	8591	372	275	2470	176	214	host	gene-SERP2340
gene-SERP1234	690	947	605	1904	2237	772	4588	2909	2318	1497	1739	1938	host	hemC
gene-SERP1285	198	433	361	547	400	555	307	441	484	156	570	488	host	gene-SERP1285
gene-SERP_tRNA-Ala-2	53	195	208	71	648	153	358	910	473	173	1227	627	host	gene-SERP_tRNA-Ala-2
gene-SERP2057	966	662	472	703	468	364	430	618	323	530	496	487	host	gntP
gene-SERP0207	285	312	470	699	466	299	443	656	580	219	569	850	host	gene-SERP0207
gene-SERP1689	326	627	374	736	1154	421	1066	1128	1013	486	1419	1439	host	murF
gene-SERP1973	53081	10277	5214	28094	5259	16388	9348	1004	5068	2312	1575	1515	host	gene-SERP1973
gene-SERP2117	110	49	28	121	50	48	96	39	45	37	81	64	host	gene-SERP2117
gene-SERP1531	9	59	34	16	49	88	3	48	33	6	44	31	host	gene-SERP1531
gene-SERP1328	721	519	366	2046	1108	306	2501	1434	620	1078	1759	927	host	ribD
gene-SERP2432	62	77	65	168	164	81	298	177	231	123	253	325	host	gene-SERP2432
gene-SERP1872	43	40	26	61	49	46	86	54	46	58	83	75	host	ureE
gene-SERP2092	1	0	3	4	1	0	1	2	3	0	5	1	host	gene-SERP2092
gene-SERP0846	201	301	269	353	496	254	551	679	474	237	460	535	host	gene-SERP0846
gene-SERP2317	77	204	138	438	309	162	290	460	326	161	355	289	host	pcp
gene-SERP1807	1500	1718	1618	2902	2046	1373	2593	3028	1930	1218	2784	2652	host	rpsM
gene-SERP0074	294	331	280	779	368	369	609	362	336	302	377	422	host	gene-SERP0074
gene-SERP0222	24	30	9	59	22	29	50	23	30	22	32	37	host	gene-SERP0222
gene-SERP1317	102	133	139	157	189	142	173	253	167	71	124	157	host	gene-SERP1317
gene-SERP2183	282	226	255	277	504	277	202	552	329	66	451	306	host	nrdD
gene-SERP0609	319	507	379	764	916	379	1246	1228	939	658	1226	1126	host	prfC
gene-SERP1730	157	95	72	238	122	90	169	110	101	89	101	77	host	gene-SERP1730
gene-SERP1134	1896	2898	2599	2647	1809	2246	2348	2479	1508	850	1195	1505	host	era
gene-SERP0117	2	3	4	40	7	12	8	11	13	1	9	11	host	gene-SERP0117
gene-FDH45_gp153	0	0	5	42468	76469	3203	323820	124534	199467	289850	265198	276021	phage	gene-FDH45_gp153
gene-SERP1938	151	227	212	565	300	485	206	236	227	88	229	200	host	corA
gene-SERP0819	293	714	704	681	566	539	541	900	449	233	484	567	host	hslV
gene-SERP1529	20	89	50	32	59	95	10	58	56	8	54	33	host	gene-SERP1529
gene-SERP0212	1134	1634	1338	1733	1573	1278	2563	1907	1391	1191	1359	1424	host	gene-SERP0212
gene-SERP1576	7	30	9	15	47	18	25	62	40	5	35	31	host	gene-SERP1576
gene-SERP2462	753	541	173	1001	387	740	278	159	241	150	220	192	host	gene-SERP2462
gene-SERP1626	171	411	518	297	341	674	177	243	244	65	223	164	host	gene-SERP1626
gene-SERP2374	32	109	68	173	143	95	81	142	86	31	54	73	host	gene-SERP2374
gene-FDH45_gp023	0	0	0	25	413	0	2554	170	377	2123	660	588	phage	gene-FDH45_gp023
gene-SERP1909	141	596	425	368	337	400	131	390	152	89	250	276	host	gene-SERP1909
gene-SERP0555	7832	3000	3029	4723	2584	2999	3311	2652	2099	988	1918	1996	host	rexA
gene-SERP0815	88	175	169	177	159	202	59	136	113	38	109	108	host	gene-SERP0815
gene-SERP1193	29	112	61	330	245	89	219	373	302	61	288	251	host	hisS
gene-SERP0171	1184	424	398	1090	412	410	799	701	406	255	266	247	host	gene-SERP0171
gene-SERP0260	559	381	316	883	491	374	643	481	385	306	402	392	host	gene-SERP0260
gene-SERP0580	4820	8354	8870	8535	6262	7387	6782	8217	5013	2000	2919	3453	host	pepF
gene-SERP0076	1	5	1	17	3	2	9	4	5	5	5	6	host	gene-SERP0076
gene-SERP0492	5	2	1	35	8	2	19	3	3	7	6	3	host	gene-SERP0492
gene-SERP1345	3628	1241	1189	3195	1093	1186	2357	1518	820	990	759	927	host	tnpC-2
gene-SERP_tRNA-Leu-4	93	449	450	79	1059	293	220	904	532	130	1441	541	host	gene-SERP_tRNA-Leu-4
gene-SERP0669	2112	4268	4218	4446	4223	3912	2671	5589	3014	1211	2506	2385	host	ptsH
gene-SERP1214	55	198	158	382	617	198	361	290	409	335	753	529	host	gene-SERP1214
gene-SERP0159	825	412	361	1220	265	432	499	357	318	130	98	122	host	gene-SERP0159
gene-SERP1215	113	223	123	767	378	222	580	275	465	588	795	782	host	gene-SERP1215
gene-SERP_tRNA-Glu-1	193	2882	1046	1188	7315	2055	1076	4714	2944	664	5095	2617	host	gene-SERP_tRNA-Glu-1
gene-FDH45_gp069	0	0	0	143	8338	25	44527	8899	12041	72550	51573	66483	phage	gene-FDH45_gp069
gene-SERP0601	47	570	462	439	658	306	300	791	480	141	567	512	host	fabI
gene-SERP0356	6	3	0	1	3	0	4	2	3	5	5	2	host	gene-SERP0356
gene-SERP0092	165	263	178	385	660	220	949	782	571	533	870	875	host	gene-SERP0092
gene-SERP1441	5880	1426	1333	4411	1068	1461	2226	1450	896	806	918	1083	host	camS
gene-SERP1674	5	49	41	4	93	7	24	91	51	46	156	99	host	gene-SERP1674
gene-SERP0167	501	673	536	879	635	374	923	891	573	480	808	1126	host	gene-SERP0167
gene-FDH45_gp141	0	2	0	20139	18971	2815	36029	45375	47385	20045	42918	34211	phage	gene-FDH45_gp141
gene-SERP1131	5	89	75	76	223	92	88	107	119	30	219	145	host	gene-SERP1131
gene-SERP0481	149	290	322	611	393	215	346	472	339	143	253	308	host	aroD
gene-SERP_tRNA-Asn-2	273	3810	1668	1693	9004	2769	1446	6234	3607	874	6145	3107	host	gene-SERP_tRNA-Asn-2
gene-SERP2488	3	1	1	3	0	3	7	2	8	0	5	9	host	gene-SERP2488
gene-SERP0036	37	81	64	54	60	51	50	96	61	13	32	40	host	gene-SERP0036
gene-SERP2176	562	751	625	535	2002	409	829	2953	1761	609	3314	2687	host	betA
gene-SERP1763	451	985	651	1408	859	841	1195	889	804	585	789	851	host	gene-SERP1763
gene-SERP2164	5	3	5	8	3	6	4	7	0	2	4	1	host	gene-SERP2164
gene-SERP1315	70	163	149	279	332	159	204	362	300	93	292	271	host	gene-SERP1315
gene-SERP0012	12	17	6	58	42	30	45	9	23	17	23	29	host	gene-SERP0012
gene-SERP0710	335	1037	814	1047	1431	698	817	1910	1191	341	935	868	host	gene-SERP0710
gene-SERP0779	1037	1748	1634	1252	1638	1276	1986	2081	1315	815	1384	1528	host	priA
gene-SERP0788	159	400	365	431	323	373	153	520	284	62	206	215	host	rpe
gene-SERP2105	29	49	15	57	59	20	65	54	56	59	113	91	host	capA
gene-SERP0861	306	150	125	495	297	221	636	320	375	311	503	589	host	gene-SERP0861
gene-SERP1542	297	287	379	1153	704	426	893	498	697	473	617	583	host	gene-SERP1542
gene-SERP0584	7	26	5	32	21	22	18	4	17	7	21	21	host	gene-SERP0584
gene-SERP1604	29	15	7	29	25	15	15	48	41	8	27	27	host	gene-SERP1604
gene-SERP0205	358	731	646	2015	1091	786	827	1512	959	415	791	831	host	gene-SERP0205
gene-FDH45_gp084	0	0	0	118	14564	10	37996	14806	17697	50867	38605	54520	phage	gene-FDH45_gp084
gene-SERP0764	179	460	326	2638	991	627	963	1067	1239	798	1823	1629	host	pyrR
gene-SERP1334	55	68	49	95	114	106	60	92	71	21	95	121	host	gene-SERP1334
gene-SERP0627	948	1318	1100	1586	1740	897	1386	2084	1608	641	1964	1820	host	menA
gene-SERP1149	74788	185627	99316	68987	87847	126215	30790	93675	51225	9893	41098	32487	host	grpE
gene-SERP1859	76	77	84	207	109	90	219	180	144	66	123	151	host	modC
gene-SERP1351	319	557	337	1281	961	601	1281	794	915	686	1093	1288	host	gene-SERP1351
gene-SERP1532	5	33	40	17	49	99	2	60	46	3	29	26	host	gene-SERP1532
gene-SERP2489	306	422	433	576	423	315	432	639	354	165	298	360	host	kdpD
gene-SERP0869	692	931	909	1890	1018	917	1213	1144	901	681	903	1027	host	gene-SERP0869
gene-SERP0487	4593	1317	1996	2536	728	1767	557	524	631	197	166	305	host	gene-SERP0487
gene-SERP1629	696	2060	3604	469	1603	3107	283	1649	1069	125	545	370	host	gene-SERP1629
gene-SERP1671	97	80	62	75	69	67	141	73	97	54	68	76	host	leuC
gene-SERP1534	476	5206	4180	612	2084	4157	368	2300	1324	261	1121	811	host	gene-SERP1534
gene-SERP1855	215	186	162	256	219	140	304	323	204	167	294	328	host	gene-SERP1855
gene-SERP2474	634	1134	862	1310	1319	1108	1390	1305	1419	701	1443	1831	host	hsdR
gene-SERP1504	3	12	17	8	6	14	0	9	6	2	18	17	host	gene-SERP1504
gene-SERP0132	8861	29169	18826	10833	21621	31678	7990	18404	10773	3943	10013	6216	host	gene-SERP0132
gene-SERP2195	93983	33062	32213	118399	26104	28881	85456	34495	21860	30785	15850	18029	host	gene-SERP2195
gene-SERP1719	2683	5448	4733	3944	3526	3913	2936	5586	2553	982	1467	1429	host	glyA
gene-SERP1695	389	1559	1160	1764	1770	1196	1470	2084	1629	556	1180	1236	host	cls-2
gene-FDH45_gp115	0	0	0	3	795	0	10588	1031	1575	14877	8744	15364	phage	gene-FDH45_gp115
gene-SERP1078	279	496	422	676	809	272	841	1252	735	320	953	941	host	gene-SERP1078
gene-SERP2320	752	2082	1801	2192	1782	1713	1604	2460	1466	530	773	1142	host	gene-SERP2320
gene-SERP0427	7193	4299	4809	6574	3184	3192	9080	4411	2770	4133	2791	4009	host	uvrA
gene-SERP0498	3755	6218	6013	5170	6069	4782	9489	9147	5847	3250	4041	5463	host	sufS
gene-SERP0931	557	1293	1256	1166	1337	1243	755	1337	995	494	841	753	host	msrA-1
gene-SERP1451	42	136	98	152	194	150	81	274	171	42	190	174	host	gene-SERP1451
gene-SERP0419	82287	175342	162278	49377	93330	178633	18454	87031	49823	7861	35137	17290	host	gene-SERP0419
gene-SERP2344	2465	1249	1165	3669	852	1137	1823	1275	603	645	526	520	host	gene-SERP2344
gene-FDH45_gp070	0	0	0	222	23455	3	166889	31464	34901	290387	186199	263256	phage	gene-FDH45_gp070
gene-SERP1682	498	1608	1567	1740	1557	1954	626	2723	1521	398	1027	889	host	gene-SERP1682
gene-SERP1196	627	1414	1133	3128	1812	1536	1672	2162	1633	668	1440	1428	host	relA-2
gene-SERP0236	1532	1793	1409	2249	1124	1422	1271	1669	941	790	928	872	host	pta
gene-SERP1746	438	270	171	924	197	246	826	243	295	239	259	277	host	gene-SERP1746
gene-SERP1963	33	311	270	273	364	260	167	509	349	99	273	313	host	gene-SERP1963
gene-SERP0900	980	2124	1810	1620	1586	1826	1943	2141	1440	703	1078	1198	host	gene-SERP0900
gene-SERP0297	302	823	657	1333	1348	1031	1706	1088	1393	748	1647	1788	host	gene-SERP0297
gene-SERP1832	51	337	306	1055	1697	349	1077	2389	1640	657	4330	2926	host	rpsJ
gene-SERP0791	203	1257	987	1638	1085	1728	638	1655	1255	260	730	809	host	gene-SERP0791
gene-SERP1419	2785	3463	3430	3835	2884	3182	1960	3928	2932	787	1681	2397	host	gene-SERP1419
gene-SERP1530	17	94	53	26	61	103	11	56	43	12	63	48	host	gene-SERP1530
gene-SERP1957	9966	1387	1462	7833	1634	1406	4072	1925	1520	1474	1493	1533	host	gene-SERP1957
gene-SERP0441	35448	20931	19935	38902	20146	16536	25020	28645	14796	6884	12383	10642	host	gapR
gene-SERP0691	2895	3848	3536	2339	2912	3343	1671	3826	1891	775	1545	1264	host	gene-SERP0691
gene-SERP0911	364	987	1069	2221	1119	1235	807	1485	1260	345	653	726	host	gene-SERP0911
gene-SERP1298	11602	6679	6530	23442	6193	6619	10677	8696	8377	2772	2222	3614	host	gene-SERP1298
